Question,A,B,C,D,Answer,Grade
Đâu là trình tự đúng nhất của các bước tiến hành khi thuyết minh đặc điểm của một thể loại văn học hay một văn bản cụ thể?,"Quan sát, nhận xét, sau đó khái quát thành những đặc điểm.","Nhận xét, quan sát, sau đó khái quát thành những đặc điểm.","Khái quát thành những đặc điểm rồi quan sát, nhận xét.","Quan sát, khái quát thành những đặc điểm rồi nhận xét.",A,Ngữ văn 8
Phần mở bài của bài văn thuyết minh một thể loại văn học thường làm gì?,Giới thiệu thể loại văn học thuyết minh,"Trình bày cấu tạo, đặc điểm, lợi ích….của đồ dùng",Bày tỏ thái độ đối với đồ dùng,Miêu tả chi tiết đồ dùng,B,Ngữ văn 8
"Hãy thuyết minh đặc điểm chính của truyện ngắn trên cơ sở các truyện ngắn đã học: Tôi đi học, Lão Hạc, Chiếc lá cuối cùng.",Có rất ít nhân vật và sự kiện.,"Cốt truyện thường diễn ra trong một không gian, thời gian hạn chế","Kết cấu của truyện ngắn thường là sự sắp đặt những đối chiếu, tương phản để làm bật ra chủ đề",Tất cả các đáp án trên,D,Ngữ văn 8
Những ví dụ nào sau đây phù hợp với nội dung đề bài?,"Trong tác phẩm Tôi đi học tác giả đã lựa chọn cảm xúc của nhân vật tôi trong ngày khai giảng đầu tiên của cuộc đời, nhân vật trong truyện chỉ có người mẹ và nhân vật tôi","Truyện ngắn Lão Hạc có nhân vật lão Hạc, ông giáo, Binh Tư, cậu con trai, vợ ông giáo (chỉ được nhắc qua), những người dân trong làng (xuất hiện với vai trò là người chứng kiến cái chết của lão Hạc) và có sự kiện nổi bật trong tác phẩm là khi lão Hạc quyết định bán con chó Vàng để không phải ăn vào tiền của cậu con trai","Trong truyện ngắn Chiếc lá cuối cùng của O.Hen-ri câu chuyện chỉ xoay quanh các nhân vật Giôn-xi, cụ Bơ-men và Xiu với bức họa Chiếc lá cuối cùng ",Tất cả các đáp án trên,D,Ngữ văn 8
Tên thật của Tản Đà là gì?,Nguyễn Tản Hiếu,Nguyễn Tản Đà,Nguyễn Khắc Hiếu,Nguyễn Khắc Đà,B,Ngữ văn 8
"Hai câu thơ “Có bầu có bạn can chi tủi,/Cùng gió, cùng mây thế mới vui.” bộc lộ tính cách “ngông” và...?",Tính ham chơi.,Tính ảo tưởng.,Tính thích phiêu lưu.,Cốt cách đa tình.,A,Ngữ văn 8
Nhận định nào không nói lên đặc sắc về mặt nghệ thuật của bài thơ?,"Nguồn cảm xúc mãnh liệt, dồi dào, vừa phóng túng, bay bổng lại vừa sâu sắc, thiết tha của nhà thơ được biểu hiện một cách tự nhiên, thoải mái.",Sử dụng nhiều biện pháp tu từ nghệ thuật đặc sắc và độc đáo.,"Lời lẽ của bài thơ giản dị, trong sáng, không ước lệ, cầu kì nhưng vẫn mượt mà, ý nhị, giàu sức biểu cảm và đa dạng trong giọng điệu.","Sức tưởng tượng phong phú, táo bạo của nhà thơ đã tạo nên một giấc mộng kì thú với những chi tiết gợi cảm và bất ngờ, độc đáo.",A,Ngữ văn 8
Quê của Tản Đà ở đâu?,Ninh Bình,Hà Nội,Hải Dương,Hải Phong,B,Ngữ văn 8
Dòng nào nói đúng nhất nội dung của hai câu thơ cuối bài?,Những nét tính cách độc đáo của con người Tản Đà.,Sự bay bổng và lãng mạn của tác giả khi cảm nhận về cuộc sống.,Mong muốn được thoát li cuộc sống trần thế của tác giả.,"Nói lên mơ ước về tương lai, muốn được ở cung trăng mãi mãi.",B,Ngữ văn 8
Nhận định nào nói đúng nhất ý nghĩa của tiếng cười được thể hiện ở câu thơ cuối bài?,"Cười thỏa mãn vì đã đạt được khát vọng thoát li mãnh liệt, đã xa lánh hẳn được cõi trần bụi bặm.","Cười mỉa mai, khinh bỉ cõi trần gian giờ đây chỉ còn là nơi bé nhỏ.",Cười hạnh phúc vì mình đã được sánh vai cùng chị Hằng.,Kết hợp cả A và B.,A,Ngữ văn 8
Nhận xét nào sau đây đúng với những sáng tác thơ của Tản Đà?,Có thể xem thơ Tản Đà như một gạch nối giữa nền thơ cổ điển và nền thơ hiện đại Việt Nam.,Có thể xem thơ Tản Đà như một gạch nối giữa hai thời kì của nền thơ cổ điển Việt Nam.,Có thể xem thơ Tản Đà như một gạch nối giữa các thời kì của nền thơ cổ điển Việt Nam.,Có thể xem thơ Tản Đà như những sáng tác đặc sắc của nền thơ hiện đại Việt Nam.,C,Ngữ văn 8
Tản Đà sáng tác chủ yếu vào thời kì nào?,Cuối thế kỉ XIX,Đầu thế kỉ XX,Giữa thế kỉ XX,Cuối thế kỉ XX,A,Ngữ văn 8
Thể thơ của Muốn làm thằng Cuội cho chúng ta thấy điều gì?,"Xu hướng muốn thoát li, xa lánh chốn bụi trần của nhà thơ.","Lòng yêu đời, yêu cuộc sống của nhà thơ.",Sự đùa cợt của nhà thơ trước thực trạng cuộc sống lúc bấy giờ.,"Xu hướng nhập cuộc, muốn cống hiến tài năng cho đất nước.",A,Ngữ văn 8
Thể thơ của Muốn làm thằng Cuội là gì?,Tự do,Thất ngôn tứ tuyệt,Thất ngôn bát cú,Ngũ ngôn,B,Ngữ văn 8
"Theo em, “ngông” ở đây có nghĩa là gì?","Làm những điều trái với lẽ thường, khác với mọi người.","Làm những việc hợp với lẽ thường, với mọi người.","Làm những việc phi thường, ít người làm được.",Cả ba ý kiến trên.,A,Ngữ văn 8
Muốn làm thằng Cuội được trích ra từ tập thơ nào?,Khối tình con I,Khối tình con II,Giấc mộng con I,Giấc mộng con II,A,Ngữ văn 8
Nội dung chủ yếu của bài thơ là gì?,"Bài thơ là lời tâm sự của một con người bất hòa sâu sắc với xã hội tầm thường, buồn tẻ, muốn thoát li bằng mộng tưởng lên cung trăng để bầu bạn với chị Hằng và vui cùng mây gió.","Bài thơ là lời tâm sự của một con người muốn chế giễu thực trạng cuộc sống lúc bấy giờ, mong thoát li bằng mộng tưởng lên cung trăng để bầu bạn với chị Hằng và vui cùng mây gió.","Bài thơ thể hiện lòng yêu đời, yêu cuộc sống của nhà thơ, không muốn thoát li bằng mộng tưởng lên cung trăng để bầu bạn với chị Hằng và vui cùng mây gió.","Cả A, B, C đều sai.",B,Ngữ văn 8
Nhận định nào sau đây bộc lộ đúng bản chất tiếng cười của tác giả được thể hiện ở câu thơ của bài Muốn làm thằng Cuội?,"Tiếng cười mỉa mai, khinh bỉ chốn trần gian giờ chỉ là một nơi hoàn toàn nhỏ bé.","Tiếng cười mãn nguyện vì cuối cùng ước mơ được gặp chị Hằng, chú Cuội ở cung trăng giờ đã thành hiện thực.","Tiếng cười thoả mãn vì đạt được ước mơ thoát li khỏi chốn hồng trần bụi bặm, đầy rẫy sự bất công.","Cả (1), (2) đều đúng",D,Ngữ văn 8
"Trong bài thơ Muốn làm thằng Cuội, thi sĩ Tản Đà xưng hô với chị Hằng như thế nào","Gọi chị, xưng em","Gọi chị, xưng mình","Gọi chị, xưng anh","Gọi chị, xưng tôi",B,Ngữ văn 8
"Trong bài thơ Muốn làm thằng Cuội, lên cung trăng, Tản Đà sẽ được những gì?","Vui cùng gió, cùng mây.","Cả 1, 2, 3 đều đúng.",Bầu bạn với chị Hằng.,Không phải buồn tủi nữa.,B,Ngữ văn 8
Muốn làm thằng Cuội cho chúng ta thấy điều gì ở con người nhà thơ?,Sự đùa cợt của nhà thơ trước thực trạng cuộc sống lúc bấy giờ.,"Xu hướng nhập cuộc, muốn cống hiến tài năng cho đất nước.","Lòng yêu đời, yêu cuộc sống của nhà thơ.","Xu hướng muốn thoát li, xa lánh chốn bụi trần của nhà thơ.",A,Ngữ văn 8
"Ý nào sau đây bộc lộ đúng tâm trạng của tác giả trong hai câu thơ ""Đêm trăng buồn lắm chị Hằng ơi! Trần thế em nay chán nửa rồi""",Tâm trạng buồn rầu vì tác giả không làm được gì để giúp đỡ gia đình.,"Tâm trạng buồn rầu vì cảnh nghèo túng, đói khổ của con người ở chốn trần gian.",Tâm trạng buồn rầu vì đường công danh sự nghiệp không thành.,Tâm trạng buồn rầu vì cảnh trần thế đầy rẫy những xấu xa.,A,Ngữ văn 8
Bài thơ Muốn làm thằng Cuội của Tản Đà được viết theo thể thơ nào?,Tự do,Thất ngôn tứ tuyệt,Thất ngôn bát cú,Ngũ ngôn,B,Ngữ văn 8
Nhận xét nào sau đây đúng với những sáng tác thơ của Tản Đà?,Có thể xem thơ Tản Đà như những sáng tác đặc sắc của nền thơ hiện đại Việt Nam.,Có thể xem thơ Tản Đà như một gạch nối giữa hai thời kì của nền thơ cổ điển Việt Nam.,Có thể xem thơ Tản Đà như một gạch nối giữa nền thơ cổ điển và nền thơ hiện đại Việt Nam.,Có thể xem thơ Tản Đà như một gạch nối giữa các thời kì của nền thơ hiện đại Việt Nam.,C,Ngữ văn 8
Nhận định nào sau đây không thể hiện ý nghĩa của tiếng cười trong câu thơ “Tựa nhau trông xuống thế gian cười” (Muốn làm thằng Cuội - Tản Đà?,"Cười mỉa mai, khinh bỉ vì cõi trần giờ đây chỉ còn là nơi bé nhỏ.","Cười thoả mãn vì đạt được khát vọng thoát ly, đã tránh xa khỏi cõi trần bụi bặm.",Cười vì càng thoát li trần gian càng thấy buồn.,Cười hạnh phúc vì mình đã được sánh vai cùng chị Hằng.,C,Ngữ văn 8
"Trong bài thơ Muốn làm thằng Cuội, làm thế nào để Tản Đà lên được cung Quế?",Cưỡi hạc vàng.,Nhờ chị Hằng vin cành đa nhắc lên.,Đi bộ lên.,Nhờ Cuội nhắc lên.,B,Ngữ văn 8
Bài thơ Muốn làm thằng Cuội nằm trong tập thơ nào của Tản Đà?,"Khối tình con I, xuất bản năm 1917.","Khối tình con II, xuất bản năm 1917.","Thề non nước, Tiểu thuyết viết năm 1920.","Giấc mộng lớn, Tự truyện viết năm 1932.",A,Ngữ văn 8
"Từ ""cười"" trong câu thơ sau không mang nét nghĩa nào sau đây?","Nụ cười kiêu ngạo, khinh bạc cuộc đời và cõi nhân gian nhỏ bé","Nụ cười hạnh phúc vì thoát khỏi khổ đau, sống cuộc đời không nỗi buồn và tự do","Nụ cười xót xa vì không về được dương gian, thiếu quê hương","Nụ cười suong sướng khi tìm được người bầu bạn, không còn phải sống cô đơn.",A,Ngữ văn 8
Nét mới của tác phẩm là gì :,"Hồn thơ lãng mạn pha chút ngông nghênh , giọng thơ phóng khoáng đa tình.",Những cách tân mới trong luật thơ - không có về đối trong câu Thực,Thể thơ thất ngôn bát cú Đường Luật,Đề tài về trăng,A,Ngữ văn 8
Nội dung chính của bài thơ “Muốn làm thằng Cuội” là gì?,Ước mơ được lên cung trăng để làm bạn với chị Hằng và chú Cuội.,"Cuộc sống thanh thản, an nhàn, hạnh phúc của tác giả trong cuộc sống đời thường.","Lòng yêu đời, yêu người của tác giả.","Tâm sự buồn chán của nhà thơ trước cảnh thực tại tầm thường, muốn thoát li bằng mộng tưởng lên cung trăng bầu bạn với chị Hằng.",D,Ngữ văn 8
Bài thơ “Muốn làm thằng Cuội” được viết theo thể thơ nào?,Thể thơ tứ tuyệt.,Thể thơ thất ngôn bát cú.,Thể thơ tự do.,Thể thơ bảy chữ.,A,Ngữ văn 8
Chân dung thi sĩ Tản Đà tiêu biểu về tác giả Tản Đà là,"Phóng khoáng, khao khát lập thân, lập công danh",Ngông và đa tình,"Mơ mộng, yêu đời",Mang nặng niềm hoài cổ,A,Ngữ văn 8
Câu ca dao sử dụng biện pháp tu từ nào?,Nói giảm nói tránh,Nói quá,Nhân hóa,Điệp từ,D,Ngữ văn 8
Đoạn thơ dưới dùng biện pháp tu từ nào?,Nói giảm nói tránh,Nói quá,Nhân hóa,Điệp từ,A,Ngữ văn 8
Dòng nào xác định đúng nhất về từ được in đậm?,Từ tượng thanh,Từ tượng hình,Tình thái từ,Trợ từ,A,Ngữ văn 8
Dòng nào xác định đúng nhất về các từ được in đậm,Từ tượng thanh,Từ tượng hình,Tình thái từ,Trợ từ,B,Ngữ văn 8
Từ nào sau đây có nghĩa rộng so với nghĩa của các từ khác?,Động vật,Xe máy,Canh cá nóc nấu chua,Áo bà ba,A,Ngữ văn 8
Dòng nào sau đây chứa các từ có cùng một nhóm?,"Quần đùi, quần dài, quần lửng, quần giả váy.","Áo sơ mi, áo phông, áo ba lỗ, áo dài, nơ cài tóc.","Chim vành khuyên, chim sáo, hà mã, lồng sắt.","Liếc, nhìn, ngó, nắm tay.",A,Ngữ văn 8
Tìm từ tượng hình trong đoạn trích,"rón rén, lẻo khoẻo, chỏng quèo","rón rén, lẻo khoẻo, chỏng quèo, nham nhảm","chỏng quèo, rón rén, soàn soạt","soàn soạt, bịch, bốp",A,Ngữ văn 8
Tìm từ tượng thanh trong đoạn trích,"rón rén, lẻo khoẻo, chỏng quèo.","rón rén, lẻo khoẻo, chỏng quèo, nham nhảm","chỏng quèo, rón rén, soàn soạt","soàn soạt, bịch, bốp",A,Ngữ văn 8
"Xác định từ địa phương trong câu văn sau: ""Hấn bẩu với mi: Qua chỗ em Tuyết mà lấy vé xe.""","Hấn, mi","Hấn, em","Mi, em","Mi, vé",A,Ngữ văn 8
"Trong tác phẩm Những ngày thơ ấu của nhà văn Nguyên Hồng, có chỗ tác giả dùng từ ""mẹ"", có chỗ dùng từ ""mợ"". Trước Cách mạng tháng Tám năm 1945, trong tầng lớp xã hội nào ở nước ta, mẹ được gọi là mợ, cha được gọi là cậu?",Tầng lớp thượng lưu,Tầng lớp trung lưu,"Những người ở đợ, làm mướn, không được xếp hạng trong xã hội",Chủ đồn điền với tá điền,C,Ngữ văn 8
"Cha nó mất, mẹ nó ...., nên chú nó rất thương nó.",Tái hô,Đi bước nữa,Lấy chồng khác,Bỏ đi,A,Ngữ văn 8
Câu nào sau đây không sử dụng trợ từ?,Nó hái hai quả bưởi mang về.,Nó hái những hai quả bưởi mang về.,Nó hái hẳn hai quả bưởi mang về.,Nó hái có hai quả bưởi mang về.,D,Ngữ văn 8
Câu nào sau đây không có thán từ?,"Này! Thằng cháu nhà tôi, đến một năm nay, chẳng có giấy má gì đấy, ông giáo ạ!","Than ôi, trên cuộc đời này còn ai khổ hơn tôi nữa không?","Dạ, ông chủ cho gọi con ạ?","Có những khi, cậu bé chỉ muốn thơ thẩn một mình trên cánh đồng rộng lớn mà ngắm nhìn mọi vật.",B,Ngữ văn 8
Trong đoạn văn sau có bao nhiêu câu ghép?,1,2,3,4,B,Ngữ văn 8
"Xác định chủ ngữ trong câu ghép sau: ""Khác hẳn bây giờ, người ta lấy miếng thịt bò cho vào muôi rồi nhúng vào nồi, còn gừng đã băm sẵn.""","A. Người ta, gừng","B. Khác hẳn bây giờ, người ta","C. Người ta, thịt bò","D. Thịt bò, gừng",B,Ngữ văn 8
Xác định câu ghép trong đoạn văn trên?,"Pháp chạy, Nhật hàng, vua Bảo Đại thoái vị.",Dân ta đã đánh đổ các xiềng xích thực dân gần 100 năm nay để gây dựng nên nước Việt Nam độc lập.,Dân ta lại đánh đổ chế độ quân chủ mấy mươi thế kỷ mà lập nên chế độ Dân chủ Cộng hòa.,Không có câu ghép trong đoạn văn trên.,A,Ngữ văn 8
Câu nào là câu trần thuật được dùng theo lối gián tiếp ?,Thạch Sanh lại thật thà tin ngay.,"Đêm nay, đến phiên anh canh miếu thờ, ngặt vì cất dở mẻ rượu, em chịu khó thay anh, đến sáng thì về.",Thế là Sọ Dừa đến ở nhà phú ông.,"Từ đó, nhuệ khí của nghĩa quân ngày một tăng.",B,Ngữ văn 8
Câu nào không phải là câu cảm thán ?,"Trẫm rất đau xót về việc đó, không thể không dời đổi.",ồ! Thế thì bộ áo này may được đấy.,Hỡi cảnh rừng ghê gớm của ta ơi !,"Lúc bấy giờ, ta cùng các ngươi sẽ bị bắt, đau xót biết chừng nào!",A,Ngữ văn 8
Câu nào dưới đây không thể hiện hành động hứa hẹn ?,Con sẽ chăm chỉ học bài hơn nữa.,"B. Chúng tôi nguyện đem xương thịt của mình theo minh công, cùng với thanh gươm thần này để báo đền Tổ quốc !",C. Họ đang quyết tâm hoàn thành công việc trong thời gian ngắn nhất.,Chúng em xin hứa sẽ đạt kết quả cao trong kì thi này.,B,Ngữ văn 8
Câu nào không phải câu phủ định trong các câu sau?,Em chưa học bài,Em chẳng ăn cơm,Không phải em không học bài,Em không đi chơi nữa,A,Ngữ văn 8
"Trong các câu sau, câu nào không phải câu trần thuật?","Lúc bấy giờ ta cùng các ngươi sẽ bị bắt, đau xót biết chừng nào!",Thạch Sanh thật thà tin ngay.,"Đêm nay đến phiên anh canh miếu thờ, ngặt vì cất dở mẻ rượi, em chịu khó thay anh, đến sáng thì về.","Cả A, B, C sai",D,Ngữ văn 8
"Lựa chọn trật tự từ trong câu văn, đoạn văn thường được sử dụng mấy cách?",Một,Hai,Ba,Bốn,B,Ngữ văn 8
Chức năng chính của câu trần thuật là gì?,"Dùng để ra lệnh, yêu cầu, đề nghị, khuyên bảo, ...",Dùng để hỏi,"Dùng để ra lệnh, yêu cầu, đề nghị, khuyên bảo, ...","Dùng để kể, thông báo, nhận định, trình bày, miêu tả, ...",D,Ngữ văn 8
Chức năng chính của câu nghi vấn là gì?,Dùng để bộc lộ trực tiếp cảm xúc của người nói.,Dùng để hỏi,"Dùng để ra lệnh, yêu cầu, đề nghị, khuyên bảo, ...","Dùng để kể, thông báo, nhận định, trình bày, miêu tả, ...",B,Ngữ văn 8
Chức năng chính của câu cảm thán là gì?,Dùng để bộc lộ trực tiếp cảm xúc của người nói.,Dùng để hỏi,"Dùng để ra lệnh, yêu cầu, đề nghị, khuyên bảo, ...","Dùng để kể, thông báo, nhận định, trình bày, miêu tả, ...",A,Ngữ văn 8
Hình ảnh của người cha trong bài thơ đang ở trong hoàn cảnh nào?,Một người anh hùng chuẩn bị lên đường đi cứu nước.,Một ông quan sắp đi sứ sang Trung Quốc.,Một người dân mất nước đang đi vào chỗ chết.,Một nhà thơ đang lâm trọng bệnh.,C,Ngữ văn 8
Ý nào không nói lên nội dung của 8 câu thơ đầu?,Dựng lại bối cảnh không gian của cuộc chia li.,Tái hiện lại hoàn cảnh của nhân vật.,Nói lên thế bất lực của người cha.,Tái hiện tâm trạng của nhân vật.,A,Ngữ văn 8
Ý nghĩa của việc người cha nói về cái thế bất lực của mình với người con?,"Nhằm kích thích, hun đúc ý chí gánh vác giang sơn của người con.",Làm cho lời trao gửi của người cha có thêm sức nặng tình cảm.,Để người con thấy rõ người cha không còn hi vọng gì nữa.,Cả A và B đều đúng.,D,Ngữ văn 8
"Theo em, các từ ngữ vong quốc, cơ đồ, đất khóc, giời than, nòi giống giúp em hiểu điều gì ở nhân vật?",Tầm cỡ nỗi đau của nhân vật.,Tình cảnh gia đình của nhân vật.,Suy nghĩ của nhân vật.,Hành động của nhân vật.,A,Ngữ văn 8
Nội dung chủ yếu của Hai chữ nước nhà là gì?,Nỗi đau mất nước.,Ý chí phục thù cứu nước,Cả A và B đều sai.,Cả A và B đều đúng.,B,Ngữ văn 8
Giọng điệu của bài thơ là gì?,"Hào sảng, trang trọng.","Lâm li, thống thiết, xen lẫn phẫn uất, hờn căm.","Nhẹ nhàng, thiết tha, êm đềm.","Hào hùng, sảng khoái, bay bổng.",B,Ngữ văn 8
Đoạn thơ sau thể hiện điều gì?,Tội ác của quân giặc.,Cảnh ngộ của người cha.,Tình cảnh đau thương của đất nước.,Kết hợp cả A và C.,D,Ngữ văn 8
Thể thơ của Hai chữ nước nhà là gì?,Thất ngôn tứ tuyệt,Thất ngôn bát cú,Lục bát,Song thất lục bát,A,Ngữ văn 8
Hoàn cảnh và tâm trạng của nhân vật trong các câu thơ dưới là gì?,"Éo le và tột cùng đau đớn, xót xa.",Sung sướng và hạnh phúc.,Nghèo khổ và phải chia cắt.,Cô đơn và tuyệt vọng.,A,Ngữ văn 8
Bút hiệu của tác giả Trần Tuấn Khải là gì?,Không có,Trần Khải,Á Nam,Á Nam Trần Tuấn Khải,A,Ngữ văn 8
Bối cảnh không gian ở bốn câu thơ đầu là gì?,Là nơi tận cùng của Tổ quốc.,"Bị bao trùm bởi một màu tang tóc, thê lương",Cảnh vật như giục cơn sầu trong lòng người.,Kết hợp cả ba nội dung trên.,C,Ngữ văn 8
Nhân vật lịch sử nào được nói đến trong bài thơ?,Trần Quốc Tuấn và các tướng sĩ.,Trưng Trắc và Trưng Nhị.,Lê Lợi và Quang Trung.,Nguyễn Phi Khanh và Nguyễn Trãi.,A,Ngữ văn 8
Dòng nào nhận xét đúng nhất về giọng điệu của bài thơ Hai chữ nước nhà?,"Giọng điệu bi ai, lâm li, thống thiết lẫn sự căm hờn, phẫn uất.","Giọng điệu bình thường, không có gì đặc sắc.","Giọng điệu nhẹ nhàng, thanh thoát, gây cảm giác dễ chịu.","Giọng điệu hào hùng, mạnh mẽ như thúc giục lòng người.",B,Ngữ văn 8
Bài thơ Hai chữ nước nhà của Trần Tuấn Khải viết về đề tài gì?,Chiến tranh,Lịch sử,Nông dân,Thiên nhiên,B,Ngữ văn 8
Bài thơ Hai chữ nước nhà nằm trong tập thơ nào của Trần Tuấn Khải?,Duyên nợ phù sinh I - năm 1921.,Bút quan hoài I - năm 1924.,Duyên nợ phù sinh II - năm 1923.,"Với sơn hà I, II - năm 1936 và 1949.",A,Ngữ văn 8
Dòng nào không liên quan trực tiếp đến việc bộc lộ lòng yêu nước của người cha trong bài thơ Hai chữ nước nhà?,Trông cơ đồ nhường xé tâm can.,Ngọn cờ độc lập máu đào còn đây.,Giang sơn gánh vác sau này cậy con.,Bốn bề hổ thét chim kêu.,D,Ngữ văn 8
Ý nào nói đúng nhất về bối cảnh không gian được dựng lên ở bốn câu thơ đầu đoạn trích Hai chữ nước nhà của Trần Tuấn Khải?,"A. Bị bao trùm bởi một màu tang tóc, thê lương.","B. Cả (1), (2), (3) đều đúng.",C. Là nơi tận cùng của Tổ quốc.,D. Cảnh vật như giục cơn sầu trong lòng người.,B,Ngữ văn 8
Nhận xét nào nói đúng nhất tầm cỡ nỗi đau thương của nhân vật được thể hiện trong phần 2 của đoạn trích Hai chữ nước nhà?,Là một nỗi đau thiêng liêng và cao cả.,Nỗi đau làm kinh động cả đất trời.,Vượt lên số phận của một cá nhân.,"Cả (1), (2), (3) đều đúng.",A,Ngữ văn 8
Vì sao Trần Tuấn Khải lại chọn câu chuyện của cha con Nguyễn Trãi để gửi gắm tâm sự của mình mà không chọn một câu chuyện nào khác?,Vì nhà thơ thật sự cảm động sâu sắc trước tình cha con sâu nặng.,Vì cả Trần Tuấn Khải và Nguyễn Trãi đều là nhà thơ nên có sự đồng điệu về tâm hồn.,Vì đây là một sự kiện lịch sử có vai trò quan trọng trong tiến trình lịch sử Việt Nam.,Vì nhà thơ muốn tìm một nhân vật có cùng cảnh ngộ để dễ dàng giãi bày tâm sự trong cảnh nước mất nhà tan.,D,Ngữ văn 8
Hình ảnh người cha trong câu chuyện được kể lại trong đoạn trích Hai chữ nước nhà là một người đang rơi vào hoàn cảnh như thế nào?,Một ông quan sắp đi sứ sang Trung Quốc.,Một người anh hùng chuẩn bị lên đường đi cứu nước.,Một người dân mất nước đang đi vào chỗ chết.,Một nhà thơ đang lâm trọng bệnh,C,Ngữ văn 8
"Trong bài thơ Hai chữ nước nhà, điều quan trọng nhất mà người cha dặn con là gì?",Không quên tổ tiên đã từng vì nước đã gian lao.,"Gánh vác nhiệm vụ đánh đuổi ngoại xâm, giành lại độc lập cho nước nhà.",Không quên ngọn cờ độc lập máu đào còn đây.,"Không quên cảnh nước nhà đau khổ, nòi giống lầm than.",A,Ngữ văn 8
Tác giả của bài thơ là ai?,Trần Quốc Tuấn,Trần Tuấn Khải,Trần Quang Khải,Phan Bội Châu,A,Ngữ văn 8
Bài thơ được làm theo thể thơ nào?,Thất ngôn bát cú đường luật,Lục bát,Song thất lục bát,Ngũ ngôn,B,Ngữ văn 8
Bài thơ là lời của ai?,lời của vị quan với dân chúng về cảnh đất nước đương thời.,"lời trăng trối của người cha đối với con trước giờ vĩnh biệt, trong cảnh nước mất nhà tan.",lời của nhà vua với muôn dân về cảnh nước mất nhà tan.,"lời của một người dân yêu nước, đau xót trước cảnh nước mất nhà tan.",A,Ngữ văn 8
Tám câu thơ cuối thể hiện tâm sự gì của người cha với đứa con?,"Lời than về thế bất lực của người cha và lời trao gửi cho con, giao vác trọng trách gánh vác non sông.","Tâm trạng của người cha trong cảnh ngộ éo le, đau đớn.",Lời dặn dò của người cha trước lúc ra đi về nỗi đau mất nước.,"Mong ước người con sẽ sống có ích, thành người giúp ích cho đất nước",A,Ngữ văn 8
Hình ảnh ngọn cờ độc lập ở khổ thơ cuối có ý nghĩa gì?,Niềm tin vào chiến thắng đang đến rất gần của dân tộc.,Thể hiện khát khao chiến thắng,Thể hiện niềm tự hào về dân tộc ta luôn giữ vững độc lập.,"Dặn dò con cháu phải kế tục truyền thống đấu tranh chống giặc ngoại xâm, vừa là niềm tin vào thế hệ trẻ.",C,Ngữ văn 8
Em hãy chọn đáp án đúng nhất,"Thể thơ ""thất ngôn"" xuất phát từ lâu đời và được phát triển rực rỡ nhất vào thời nhà Đường ở Trung Quốc","Thất ngôn tứ tuyệt theo Đường luật: Có quy luật nghiêm khắc về luật, niêm và vần (theo bằng trắc) và có bố cục rõ ràng.","""Nguyên tiêu"" (Rằm tháng giêng) của Hồ Chí Minh được viết theo thể thơ 7 chữ",Tất cả các đáp án trên đều đúng,B,Ngữ văn 8
Thể thơ của bài Bác ơi là?,Thơ 5 chữ,Thơ 6 chữ,Thơ 7 chữ,Thơ tự do,D,Ngữ văn 8
Cách hiệp vần trong thơ 7 chữ như thế nào?,Có thể các vần chính trùng hoàn toàn nhau,"Vần thông, có thể không trùng nhau hoàn toàn","Vần có thể bằng, cũng có thể trắc.",Tất cả các đáp án trên đều đúng,B,Ngữ văn 8
Hãy xác định nhịp hai câu thơ kề nhau trong bài sau:,4/3,3/4,3/1/2003,2/2/2003,B,Ngữ văn 8
"Theo truyền thống, thanh bằng (B) được hiểu là những thanh nào?","Ngang, huyền","Ngang, huyền, sắc","Huyền, sắc, ngã","Huyền, ngã, hỏi",B,Ngữ văn 8
Liệt kê những thanh trắc (T)?,"Nặng, hỏi, sắc","Ngang, huyền, sắc","Nặng, hỏi, ngã","Sắc, nặng, hỏi, ngã",D,Ngữ văn 8
Xác định cách gieo vần ở bài thơ sau,Vần chân,Độc vần,Vần cách,Hiệp vần ở cuối câu 1-2-4,D,Ngữ văn 8
"Xác định cách gieo vần trong bài thơ sau Ông phỗng đá Ông đứng làm chi đó hỡi ông? Trơ trơ như đá, vững như đồng. Đêm nyà gìn giữ cho ai đó? Non nước đầy vơi có biết không? (Nguyễn Khuyến)",Độc vần,Hiệp vần ở mỗi đoạn,Gieo vần cách,Không gieo vần,C,Ngữ văn 8
"Xác định nhịp của đoạn thơ sau Sóng gợn tràng giang buồn điệp điệp, Con thuyền xuôi mái nước song song. Thuyền về nước lại, sầu trăm ngả; Củi một cành khô lạc mấy dòng.",4/3,2/2/2003,1/1/2005,2/3/2002,D,Ngữ văn 8
"Xác định nhịp của hai câu thơ sau ""Đưa người ta không đưa qua sông Sao có tiếng sóng ở trong lòng?""",A. 2/1/4; 1/1/5,B. 2/1/4; 2/2/3,C.  2/1/4; 1/3/3,D. 2/1/4; 1/2/4,A,Ngữ văn 8
Dòng nào sau đây đúng với âm luật của câu thơ,T B B T T B T/ B T B B T T B,T B B T T B T/ B B T B T B T,T B B T B T/ B T T T B T T B,T B B T T B T/ B T T B T B T,A,Ngữ văn 8
Hãy xác định nhịp hai câu thơ kề nhau trong bài sau: Một chút thả thính một chút tin. Một chút bất ngờ một chút lạ.,4/3,3/4,3/1/2003,2/2/2003,B,Ngữ văn 8
