Question,Label,Choosed_wrong_answer,True_answer
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question:  Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
Q ≡ R
~(S ∨ Q) / R
Options:
A: Valid
B: []
C: Invalid. Counterexample when Q is true and S and R are false
D: Invalid. Counterexample when Q, S, and R are false
Reply with answer only.
",Invalid. Counterexample when Q and S are true and R is false,B,C
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Which of the following is true of facial nerve palsy?
Options:
A: Bells palsy is another term for an upper motor neurone lesion
B: Ramsay Hunt Syndrome is an upper motor neurone lesion secondary to a Herpes Zoster infection
C: []
D: In Bell's Palsy the sense of taste is never affected
Reply with answer only.
",An inability to close the eyelid on the paralysed side indicates a lower motor neurone lesion,C,B
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I give customers I don't like a neutral expression. Scenario 2 | When my mother cut herself badly while washing dishes, I giggled.
Options:
A: Wrong, Wrong
B: Wrong, Not wrong
C: []
D: Not wrong, Not wrong
Reply with answer only.
","Not wrong, Wrong",C,B
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: According to ethics codes published by the American and Canadian Psychological Associations, if a psychologist knows of an ethical violation of a minor nature by a colleague, the psychologist
Options:
A: must report the violation to the APA Ethics Committee
B: []
C: must report the incident to the state/provincial licensing board
D: may attempt to resolve the problem informally
Reply with answer only.
",may choose to ignore the violation,B,C
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Alice owned Greyacre, a one-acre piece of property, in fee simple. Alice sold the property to Barbara who moved into the only residence on the land. Barbara neglected to record the deed, and three years later, Alice conveyed the same property to Charlene who immediately filed the deed she received from Alice. Greyacre's jurisdiction has a race-notice statute and a tract index system. If an action is filed for title to the property, the likely outcome would be for
Options:
A: Alice, since her ownership was first in time and she was of record.
B: Barbara, because Charlene had notice of the prior conveyance between Alice and Barbara.
C: []
D: Charlene, because she was the first to record her deed.
Reply with answer only.
","Barbara, because she was the first to record her deed.",C,A
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: When did Aborigines occupy the harsh interior of Australia?
Options:
A: 10,000–12,000 years ago
B: 20,000–25,000 years ago
C: []
D: 40,000–45,000 years ago
Reply with answer only.
","35,000–40,000 years ago",C,A
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: According to Locke, the chief end of men's uniting into a commonwealth is _____.
Options:
A: []
B: the preservation of the state of nature
C: the preservation of their property
D: the preservation of their absolute power
Reply with answer only.
",domination over other commonwealths,A,B
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: This question refers to the following information.
""I observe the great and wonderful mistake, both our own and our fathers, as to the civil powers of this world, acting in spiritual matters. I have read…the last will and testament of the Lord Jesus over many times, and yet I cannot find by one tittle of that testament that if He had been pleased to have accepted of a temporal crown and government that ever He would have put forth the least finger of temporal or civil power in the matters of His spiritual affairs and Kingdom. Hence must it lamentably be against the testimony of Christ Jesus for the civil state to impose upon the souls of the people a religion, a worship, a ministry, oaths (in religious and civil affairs), tithes, times, days, marryings, and buryings in holy ground…""
Roger Williams, The Hireling Ministry None of Christ's, 1652
The ""First Great Awakening"" can be seen as a direct response to which of the following?
Options:
A: Puritanism
B: []
C: Transcendentalism
D: Existentialism
Reply with answer only.
",The Enlightenment,B,A
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: This question refers to the following information.
Yi Yin sacrificed to the former king, and presented the heir-king reverently before the shrine of his grandfather. . . . Yi Yin then clearly described the virtue of the Meritorious Ancestor for the instruction of the young king.
""Oh! of old the former kings of Xia cultivated earnestly their virtue, and then there were no calamities from Heaven. The spirits of the hills and rivers were all in tranquility; and the birds and beasts enjoyed their existence according to their nature. But their descendant did not follow their example, and Heaven sent down calamities, using our ruler, who possessed of its favor. The attack on Xia may be traced to the orgies in Ming Tiao. . . . Our king of Shang brilliantly displayed his sagely prowess; for oppression he substituted his generous gentleness. Now your Majesty is entering on the inheritance of his virtue; all depends on how you commence your reign.
""Oh! the former king began with careful attention to the bonds that hold men together. . . . Revere these warnings in your person. . . . The ways of Heaven are not invariable: on the good-doer it sends down all blessings, and on the evil-doer it sends down all miseries. If you not be virtuous, be it in large things or in small, it will bring the ruin of your ancestral temple.""
—Excerpted and adapted from the Shu Jing, 6th century BCE, China
Which phrase can be seen as a statement of the roots of Daoist beliefs?
Options:
A: []
B: The former king began with careful attention to the bonds that hold men together.
C: The birds and beasts . . . enjoyed their existence according to their nature.
D: The ways of Heaven are not invariable: on the good-doer it sends down all blessings.
Reply with answer only.
",Our king of Shang brilliantly displayed his sagely prowess.,A,B
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: One night, a defendant entered a liquor store, pointed a gun at the cashier, and demanded the money from the register. The cashier was nervous and moving slowly, and when she accidentally spilled all of the money out of the bag and onto the floor, the defendant shot her and left. The bullet lodged close to the cashier's spine, paralyzing her. The defendant was subsequently prosecuted and convicted of robbery and assault with a deadly weapon. Two months later, the cashier decided she wanted an operation to remove the bullet. The doctors warned the cashier that the procedure was very risky and could result in her death. The cashier decided to go ahead with the surgery and, unfortunately, died as a result. If the defendant is now prosecuted for felony murder, he should be found
Options:
A: []
B: not guilty, because the subsequent prosecution violates double jeopardy.
C: not guilty, because the cashier decided to have the surgery, aware of the risks.
D: guilty, because he was the cause of the cashier's death.
Reply with answer only.
","not guilty, because he was not the cause of the cashier's death.",A,C
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: What does PEST stand for?
Options:
A: Political, environmental, strategic, testing
B: []
C: Political, economic, strategic, technological
D: Political, economic, social, technological
Reply with answer only.
","Political, environmental, strategic, technological",B,C
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: A 72-year-old man is admitted to the intensive care unit for pain management and observation of ventricular ectopy 4 hours after undergoing uncomplicated left total knee replacement. He is receiving fentanyl via systemic patient-controlled analgesic pump for pain management. Medical history is remarkable for coronary artery disease, for which he takes atorvastatin, furosemide, carvedilol, lisinopril, and 81-mg aspirin. Baseline echocardiogram showed an ejection fraction of 0.20. Vital signs now are temperature 38.0°C (100.4°F), pulse 90/min, respirations 16/min, and blood pressure 130/90 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 96%. Physical examination discloses no unexpected abnormalities. Which of the following regimens for prophylaxis of deep venous thrombosis will likely be most beneficial in this patient?
Options:
A: Continuous application of bilateral lower extremity pneumatic compression devices
B: []
C: Oral warfarin
D: Subcutaneous enoxaparin
Reply with answer only.
",Continuous intravenous infusion of heparin titrated to a PTT of 1.5 to 2.0 times the control value,B,C
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: This question refers to the following information.
Source 1:
""In the days of a great struggle against a foreign enemy who has been endeavoring for three years to enslave our country, it pleased God to send Russia a further painful trial. Internal troubles threatened to have a fatal effect on the further progress of this obstinate war. The destinies of Russia, the honor of her heroic Army, the happiness of the people, and the whole future of our beloved country demand that the war should be conducted at all costs to a victorious end.
The cruel enemy is making his last efforts and the moment is near when our valiant Army, in concert with our glorious Allies, will finally overthrow the enemy. In these decisive days in the life of Russia we have thought that we owed to our people the close union and organization of all its forces for the realization of a rapid victory; for which reason, in agreement with the Imperial Duma, we have recognized that it is for the good of the country that we should abdicate the Crown of the Russian State and lay down the Supreme Power.""
Tsar Nicholas II, Abdication, March 15, 1917
Source 2:
""History will not forgive revolutionaries for procrastinating when they could be victorious today (and they certainly will be victorious today), while they risk losing much tomorrow, in fact, the risk losing everything.
If we seize power today, we seize it not in opposition to the Soviets but on their behalf. The seizure of power is the business of the uprising; its political purpose will become clear after the seizure….
It would be an infinite crime on the part of the revolutionaries were they to let the chance slip, knowing that the salvation of the revolution, the offer of peace, the salvation of Petrograd, salvation from famine, the transfer of the land to the peasants depend upon them.
The government is tottering. It must be given the death-blow at all costs.""
Vladimir Illyich Lenin, Call to Power, October 24, 1917
Czar Nicholas II's declaration of abdication in Source 1 is best understood in light of which of the following?
Options:
A: []
B: Widespread dislike of Nicholas' tolerance of political dissidents
C: Large-scale military losses and resentment of the working classes
D: Persecution of religious minorities
Reply with answer only.
",Economic prosperity that fostered dislike of the aristocracy,A,B
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I didn't visit the baby when I was sick. Scenario 2 | Rich people love getting drunk on yachts, and as their boat captain, I am never sober.
Options:
A: Wrong, Wrong
B: Wrong, Not wrong
C: []
D: Not wrong, Not wrong
Reply with answer only.
","Not wrong, Wrong",C,B
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Which of the following best describes the 'subaltern' in postcolonialism?
Options:
A: Subaltern refers to those who are located geographically within the southern hemisphere.
B: The subaltern is a term applied to a specific group of scholars from the global south.
C: []
D: The subaltern refers to the subcontinent of India.
Reply with answer only.
",The subaltern refers to populations that are marginalised or outside of the hegemonic power structure.,C,B
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: In the formation of the earliest cells, which of the following components most likely arose first?
Options:
A: Nucleus
B: []
C: Mitochondrion
D: Flagellum
Reply with answer only.
",Plasma membrane,B,A
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | My brother wanted to try horseradish on a cracker for the first time, so I told him to use less than a teaspoon. Scenario 2 | I admired my sister's hair so I cut it while she slept.
Options:
A: Wrong, Wrong
B: Wrong, Not wrong
C: []
D: Not wrong, Not wrong
Reply with answer only.
","Not wrong, Wrong",C,B
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question:  Corresponding to the practical aim of moral theory is the principle of
Options:
A: parsimony.
B: practical guidance.
C: []
D: none of the above
Reply with answer only.
",explanatory power.,C,A
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Palynology is the study of _________, which allows scientists to reconstruct ______.
Options:
A: foraminifera; a master sequence of tree rings.
B: coprolites; paleopathology and sexual dimorphism.
C: []
D: phytoliths; artificial selection and photosynthesis pathways.
Reply with answer only.
",pollen; plant communities and climate.,C,B
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: A man was at a hotel bar having a drink when the defendant approached him and sat down next to the man. The man was attracted to the defendant and immediately engaged her in conversation. After having a few drinks together, the man invited the defendant back to his room for a nightcap. Sensing that the man was wealthy, the defendant agreed to accompany him back to his hotel room. When they got back to the room, the man excused himself to go to the bathroom. While he was inside the bathroom, the defendant took some narcotics from her purse and placed them in the man's drink. The defendant realized that the narcotics were a strong sedative and hoped that they would cause the man to pass out. She then planned to steal his wallet and jewelry. Upon returning from the bathroom, the man proceeded to finish his drink. Shortly thereafter, the man passed out. While he was unconscious, the defendant took his watch off his wrist and pulled the wallet out of his pants. She took $300 in cash from the wallet. As she was leaving, the defendant noticed that the man had a diamond earring in his left ear. She then ripped out the earring from his ear and stole that, as well. The man suffered a cut in his earlobe when the defendant snatched the earring. Which of the following crimes should the defendant be convicted of?
Options:
A: Larceny.
B: Robbery.
C: []
D: Battery and larceny.
Reply with answer only.
",Larceny and robbery.,C,A
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: ___________ has implications for internal validity and ___________ has implications for external validity.
Options:
A: Causality, generalizability
B: []
C: Random selection, random assignment
D: Temporal precedence, nonspuriousness
Reply with answer only.
","Random assignment, random selection",B,A
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: During the late Miocene, carbon isotope analysis indicates environmental changes that would have impacted the hominid ancestors of modern humans. These changes are best characterized as:
Options:
A: []
B: a sudden rise in global temperatures resulting in rising sea levels.
C: an expansion of grasslands and reduction in woodlands, resulting in regional mosaic environments.
D: a decline in large mammal populations and relative increase in other classes of vertebrate species.
Reply with answer only.
",a sudden drop in global temperatures resulting in a return to ice age conditions.,A,B
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Responding to charges of wrongdoing by saying the accuser or others do the same thing describes which of the following fallacies?
Options:
A: []
B: ad baculum
C: ad misericordiam
D: tu quoque
Reply with answer only.
",ignoratio elenchi,A,C
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Calvin's fear of dogs was so great that he could not even visit his friends who had dogs or who lived in a neighborhood that had a lot of dogs. Once he sought help, he worked to overcome this fear first by witnessing his counselor playing with a dog and then, after a while, by actually touching and petting a dog himself. The method used to help Calvin overcome his fears is known as
Options:
A: countertransference
B: []
C: rational-emotive therapy
D: systematic desensitization
Reply with answer only.
",peer-counselor alliance,B,C
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took naked pictures of women without their consent Scenario 2 | I gave the new teacher a classroom of 15 children.
Options:
A: Wrong, Wrong
B: []
C: Not wrong, Wrong
D: Not wrong, Not wrong
Reply with answer only.
","Wrong, Not wrong",B,A
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: An entity engaged an accountant to review its financial statements in accordance with Statements on Standards for Accounting and Review Services. The accountant determined that the entity maintained its accounts on a comprehensive basis of accounting other than generally accepted accounting principles (GAAP). In this situation, the accountant most likely would have taken which of the following actions?
Options:
A: Withdrawn from the engagement because the entity has not been following GAAP.
B: Advised management to make the adjustments necessary for the account balances to conform with GAAP.
C: []
D: Requested that management justify the use of the other comprehensive basis of accounting in the management representation letter.
Reply with answer only.
",Modified the review report to reflect the fact that the financial statements were presented on another comprehensive basis of accounting.,C,B
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I let my children play in the shallow creek. Scenario 2 | I got more strikeouts because I used an illegal substance on the ball.
Options:
A: Wrong, Wrong
B: Wrong, Not wrong
C: []
D: Not wrong, Not wrong
Reply with answer only.
","Not wrong, Wrong",C,B
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: What is the term used in Ansoff's matrix for increasing market share with existing products in existing markets?
Options:
A: Product development
B: Market penetration
C: []
D: Market development
Reply with answer only.
",Diversification,C,A
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: A man outraged by the recent church decision to clear a famous philosopher of charges of heresy, decided to present a lecture, open to the public, disproving the philosopher's theories. A state statute provides that: ""state universities can permit the use of their lecture halls to the public for worthwhile programs of public benefit, upon approval of the school board. ""The appropriate school board refused to make a university lecture hall available to the man on the grounds that the proposed lecture was not of worthwhile benefit to the public. As a result, the man brought suit in a state court against the school board and requested injunctive relief requiring the board to allow him the use of the lecture hall. The trial court denied relief and dismissed the suit. The judgment was affirmed by the state appellate court, and is now before the U. S. Supreme Court. In analyzing the state statute, which of the following statements is least accurate?
Options:
A: The statute is unconstitutionally overbroad, because it may result in the exclusion of protected speech as well as unprotected speech.
B: The statute, as applied to the man, does not violate his First Amendment rights because his proposed speech is not political and, therefore, not among the classes of speech that are protected.
C: []
D: The statute is a prior restraint on speech, which unconstitutionally vests unfettered discretion in the school board to decide who may use university lecture halls.
Reply with answer only.
","Indirect speech, regulations are only permissible if necessary to serve compelling state interests.",C,A
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: You observe a species that gives birth to only one offspring at a time and has a relatively long life-span for its body size. Which of the following is probably also true of this organism?
Options:
A: It lives in a newly colonized habitat.
B: It is an aquatic organism.
C: []
D: The age at which the offspring themselves can give birth is relatively young.
Reply with answer only.
",It requires relatively high parental care of offspring.,C,B
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Which of the following poses the greatest safety risk while being heated in a school laboratory?
Options:
A: A mixture of iron and sulfur
B: []
C: Sodium chloride
D: Copper(II) sulfate hydrate
Reply with answer only.
",Mercury(II) oxide,B,A
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: What internet company goes by the acronym AOL?
Options:
A: America Over Lines
B: America Online
C: []
D: Americans On LOR
Reply with answer only.
",Americans On Links,C,A
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: According to Moore, the most fundamental question in all of ethics is:
Options:
A: []
B: whether God exists.
C: how “good” is to be defined.
D: whether morality is objective.
Reply with answer only.
",whether life is worth living.,A,B
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: In a study where groups of children competed against each other, intergroup hostility was lessened by finding tasks that required the efforts of all the children. This approach is an example of
Options:
A: integrative demands
B: superordinate goals
C: []
D: intergroup contact
Reply with answer only.
",threat reduction,C,A
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: An owner of a solar heated residence filed a lawsuit that tried to enjoin her neighbor from building a house that would totally interfere with her access to daily sunlight. The neighbor's plan conformed to all local building ordinances and land use regulations. The owner had been in the house for 10 years and the neighbor recently bought the adjoining lot. The owner showed that a different placement of the house would not interfere with her use and enjoyment of her residence. The trial judge ruled in favor of the defendant on the basis that the defendant had a right to build his house anywhere as long as he followed the building/zoning laws. The owner appealed. Will the appellate court likely reverse the trial court's decision?
Options:
A: Yes, because blocking a neighbor's sunlight is a constitutional deprivation of substantive due process.
B: []
C: No, because the trial court was correct in ruling that there had to be some violation of building regulations before the construction could be enjoined.
D: No, because a comparative evaluation of the benefits and detriments of each position favor the neighbor's position.
Reply with answer only.
","Yes, because the proposed use is a private nuisance that unreasonably interferes with the owner's use and enjoyment of her property.",B,A
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: From the perspective of feminist therapy, therapist self-disclosure is:
Options:
A: contraindicated because it puts the client in a passive role.
B: []
C: a means of fostering a special bond between the client and the therapist.
D: useful for promoting an egalitarian relationship between the therapist and client.
Reply with answer only.
",necessary during the early stages of therapy to encourage the client''s participation.,B,C
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: What long-term trends can be foreseen in the concept of environmental security?
Options:
A: []
B: Increasing evidence of the negative effects of environmental insecurity may increasingly govern national security interests and behaviour. The relevance will increase until national unilateralist initiatives are taken to retain the social organization of the nation which may have the adverse affect of increasing the prospect of conflict.
C: National security practices are the most effective means to achieving environmental security reforms to consolidate the socio-economic organizational base of the country against threat. The state on a practical level remains the most capable body - having the monopolization over the instruments of violence, and centralization of resources - to enter into trans-national agreements for the management of environmental constraints.
D: The impact of environmental problems seems unlikely to diminish so that the relevance of environmental security for policy will likely increase, particularly multilateral action on common security concerns to achieve forms of social organization that are ecologically sustainable. In some sense, current practices of national security are an impediment to achieving environmental security for all people.
Reply with answer only.
","In the post-9/11 reversion to traditional security thinking, environmental security as a concept is likely to enjoy continued attention from security analysts and policymakers.",A,C
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Which of the following is the largest source of ""automatic spending"" for the federal government?
Options:
A: []
B: Interest payments made to U.S. bondholders
C: Entitlement programs
D: National defense
Reply with answer only.
",Salaries to employees of the U.S. Post Office,A,B
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Which of the following is LEAST associated with the development of alluvial landscapes?
Options:
A: []
B: A predominance of gentle slopes
C: Frequent flooding
D: Deep dissection and erosion
Reply with answer only.
",A deep cover of loose materials,A,C
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Consider the two sets X = {10, 30, 45, 50, 55, 70, 90} and Y = {10, 30, 35, 50, 65, 70, 90}. Which of the following is false?
Options:
A: The sets have identical medians.
B: []
C: The sets have identical ranges.
D: None of the above are false.
Reply with answer only.
",The sets have identical means.,B,C
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question:  According to Macedo, we have special obligations to our fellow citizens arising from
Options:
A: []
B: consequentialist duties to promote the greatest good for the greatest number.
C: membership in a legitimate self-governing community.
D: nothing; we do not have special obligations to fellow citizens.
Reply with answer only.
",our relationships to noncitizens.,A,B
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Refer to the nextIntInRangemethod below:
 /** @return a random integer in the range low to high, inclusive */
 public int nextIntInRange(int low, int high)
 {
 return /* expression */
 }
 Which /* expression */ will always return a value that satisfies the postcondition?
Options:
A: (int) (Math.random() * high) + low;
B: (int) (Math.random() * (high - low)) + low;
C: []
D: (int) (Math.random() * (high + low)) + low;
Reply with answer only.
",(int) (Math.random() * (high - low + 1)) + low;,C,B
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: A buyer, located on the west coast contacted a seller, located on the east coast, about purchasing flanges that the buyer used in their manufacturing process. The parties entered into a contract whereby the seller agreed to deliver to the buyer 1,000 flanges for $10,000. The contract stipulated that it was FOB at the seller's place of business. The seller then delivered the flanges to a delivery company, which was to transport them to the buyer. While en route, the vehicle that was transporting the flanges was involved in an accident and the flanges were destroyed. When the buyer received notice of the accident, the buyer immediately contacted the seller and demanded that it ship replacement flanges. The seller refused to do so. In an action by the buyer against the seller for breach of contract, the buyer will
Options:
A: succeed, because the risk of loss was on the seller.
B: succeed, because the carrier was the seller's agent.
C: []
D: not succeed, because of frustration of purpose.
Reply with answer only.
","not succeed, because the risk of loss was on the buyer.",C,B
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: The key factor Thomas Malthus failed to recognize in his population theory was
Options:
A: population is limited by their means of subsistence.
B: []
C: wars and famine inhibit population's reproductive capacity.
D: technology's ability to raise the Earth's carrying capacity.
Reply with answer only.
",all populations have the potential to increase more than the actual rate of increase.,B,C
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: A developer was the owner of a 300-acre tract of land that was located in a rural county. Over the course of time, she developed the property into a residential subdivision. A four-lane public highway ran along the northern boundary of the residential subdivision. When the residential subdivision was first plotted, the developer constructed a private road along (and including) the western boundary of the subdivision. This private road was used only for the benefit of the owners who purchased lots in the subdivision. A homeowner owned a 20-acre tract immediately outside of the residential subdivision, which was situated just below the public highway and immediately adjacent to the west side of the private road. The homeowner's property was divided into two 10-acre parcels: Parcel 1 was the northern half and bordered along the public highway; Parcel 2 was the southern sector and abutted a river. In 1997, the homeowner conveyed Parcel 1 to a man by warranty deed. No encumbrances were mentioned in the deed. Six months later, the homeowner conveyed Parcel 2 by warranty deed to a woman. Both the man and the woman promptly recorded their deeds with the County Recorder's Office. Assume that no part of Parcel 2 adjoins a public road. Consequently, the woman constructed an access road connecting her property to the private road. After the woman used the private road for approximately two months, a teacher who was an owner within the residential subdivision, ordered the woman to discontinue using the private road. In an appropriate action by the teacher against the woman to enjoin the use of the private road, the woman will
Options:
A: []
B: win, because there is an implied easement appurtenant over the private road.
C: lose, unless the private road is the only access road by which woman can gain ingress and egress to her property.
D: lose, because she has no legal right to travel over the private road.
Reply with answer only.
","win, because there is an easement by estoppel over the private road.",A,C
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: When imbalances occur in the sex ratio of sexual species that have two sexes (i.e., other than a 50:50 ratio), the members of the minority sex often receive a greater proportion of care and resources from parents than do the offspring of the majority sex. This is most clearly an example of
Options:
A: []
B: disruptive selection.
C: balancing selection.
D: frequency-dependent selection.
Reply with answer only.
",sexual selection.,A,C
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Why can't we see the Sun's corona except during total solar eclipses?
Options:
A: The corona is made up mostly of charged particles which aren't luminous.
B: []
C: We can't see magnetic fields
D: It's too diffuse
Reply with answer only.
",It's much too cool to emit visible light,B,C
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: At a defendant's trial for drug dealing, a prosecution witness testified that he had heard the defendant telling a group of people to come to the defendant's house because he had ""a great crop of apples for sale."" The prosecutor then called and qualified a drug enforcement agent as an expert in how drug dealing is conducted. The prosecutor now seeks to have the expert testify that in her opinion, based on years of experience with drug dealers, the defendant's statement about the apples was code for his having drugs for sale. Should the expert's opinion be admitted?
Options:
A: No, because an expert must base his or her opinion on scientific or technical data, not merely on experience.
B: No, because the opinion is based on the criminal actions of others engaged in drug dealing, and thus is substantially more unfairly prejudicial than probative.
C: []
D: Yes, provided that the expert first testifies about the specific information upon which she based her view that the defendant was using ""apples"" as a code word to refer to drugs.
Reply with answer only.
","Yes, because the opinion is based on her specialized knowledge, and it will assist the trier of fact in understanding the evidence and determining facts in issue in the case.",C,B
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Suppose P is the set of polynomials with coefficients in Z_5 and degree less than or equal to 7. If the operator D sends p(x) in P to its derivative p′(x), what are the dimensions of the null space n and range r of D?
Options:
A: n = 1 and r = 6
B: []
C: n = 2 and r = 5
D: n = 2 and r = 6
Reply with answer only.
",n = 1 and r = 7,B,C
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Which of the following most accurately explains why a pool with water temperature of 82 degrees may feel cool to a person who has been sunbathing, yet warm to a person who has been inside in the air conditioning?
Options:
A: Sensory restriction
B: []
C: Relative clarity
D: Sensory adaptation
Reply with answer only.
",Perceptual constancy,B,C
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I talked on the phone while driving the school bus. Scenario 2 | I kicked John out into the hall for being too loud.
Options:
A: Wrong, Wrong
B: Wrong, Not wrong
C: []
D: Not wrong, Not wrong
Reply with answer only.
","Not wrong, Wrong",C,A
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: During which time frame is there evidence for anatomically modern Homo sapiens?
Options:
A: []
B: 800,000 years ago to present
C: 400,000 years ago to present
D: 200,000 to present
Reply with answer only.
","800,000 to 10,000 years ago",A,C
