Question,First_half,Label
"Hạt nhân \istope[7][3]{Li} có khối lượng 7,0144 \mu. Cho khối lượng của prôtôn và nơtron  [MASKED]
A: 0,0401 \mu 
B: 0,0457 \mu
C: 0,0359 \mu 
D: 0,0423 \mu
","Hạt nhân \istope[7][3]{Li} có khối lượng 7,0144 \mu. Cho khối lượng của prôtôn và nơtron ","lần lượt là 1,0073 \mu và 1,0087 \mu. Độ hụt khối của hạt nhân \istope[7][3]{Li} là"
"Đặt vào hai đầu điện trở một điện áp xoay chiều có giá trị hiệu dụng không đổi và tần số f thay đổi được. Khi  [MASKED]
A: P_{2} = 0,5P_{1} 
B: P_{2} = 2P_{1}
C: P_{2} = P_{1} 
D: P_{2} = 4P_{1}
",Đặt vào hai đầu điện trở một điện áp xoay chiều có giá trị hiệu dụng không đổi và tần số f thay đổi được. Khi ,f = f_{0} và f = 2f_{0} thì công suất tiêu thụ của điện trở tương ứng là P_{1} và P_{2}. Hệ thức nào sau đây đúng?
"Chiếu một tia sáng đơn sắc từ không khí tới mặt nước với góc tới 60 \degree , tia khúc xạ đi vào trong nước với góc khúc xạ  [MASKED]
A: 37,97 \degree 
B: 22,03 \degree
C: 40,52 \degree 
D: 19,48 \degree
","Chiếu một tia sáng đơn sắc từ không khí tới mặt nước với góc tới 60 \degree , tia khúc xạ đi vào trong nước với góc khúc xạ ","là r. Biết chiết suất của không khí và của nước đối với ánh sáng đơn sắc này lần lượt là 1 và 1,333. Giá trị của r là"
"Một thấu kính hội tụ có tiêu cự 30 cm. Vật sáng AB đặt vuông góc với trục chính của thấu kính.  [MASKED]
A: 15 cm 
B: 20 cm
C: 30 cm 
D: 40 cm
",Một thấu kính hội tụ có tiêu cự 30 cm. Vật sáng AB đặt vuông góc với trục chính của thấu kính. ,Ảnh của vật tạo bởi thấu kính ngược chiều với vật và cao gấp ba lần vật. Vật AB cách thấu kính
"Một sợi dây đàn hồi dài 30 cm có hai đầu cố định. Trên dây đang có sóng dừng. Biết sóng truyền trên dây với bước sóng 20  [MASKED]
A: 8 
B: 6
C: 3 
D: 4
",Một sợi dây đàn hồi dài 30 cm có hai đầu cố định. Trên dây đang có sóng dừng. Biết sóng truyền trên dây với bước sóng 20 ,cm và biên độ dao động của điểm bụng là 2 cm. Số điểm trên dây mà phần tử tại đó dao động với biên độ 6 mm là
": Để xác định suất điện động E của một nguồn điện, một học sinh mắc mạch điện như hình bên (H1). Đóng khóa K và điều chỉnh con chạy C, kết quả đo được mô tả bởi đồ  [MASKED]
A: 1,0 V 
B: 1,5 V
C: 2,0 V 
D: 2,5 V
",": Để xác định suất điện động E của một nguồn điện, một học sinh mắc mạch điện như hình bên (H1). Đóng khóa K và điều chỉnh con chạy C, kết quả đo được mô tả bởi đồ ",thị biểu diễn sự phụ thuộc của \frac{1}{I} (nghịch đảo số chỉ ampe kế A) vào giá trị R của biến trở như hình bên (H2). Giá trị trung bình của E được xác định bởi thí nghiệm này là
"Cho mạch điện như hình bên. Biết E = 12 V; r = 1 \omega; R 1 = 5 \omega; R 2  [MASKED]
A: 10,2 V 
B: 4,8 V
C: 9,6 V 
D: 7,6 V
",Cho mạch điện như hình bên. Biết E = 12 V; r = 1 \omega; R 1 = 5 \omega; R 2 ,= R 3 = 10 \omega. Bỏ qua điện trở của dây nối. Hiệu điện thế giữa hai đầu R 1 là
"Xét nguyên tử hiđrô theo mẫu nguyên tử Bo. Khi nguyên tử hiđrô chuyển từ trạng thái dừng có năng lượng E_{n} về trạng thái cơ bản có năng lượng - 13,6 eV  [MASKED]
A: −1,51 eV 
B: −0,54 eV
C: −3,4 eV 
D: −0,85 eV
","Xét nguyên tử hiđrô theo mẫu nguyên tử Bo. Khi nguyên tử hiđrô chuyển từ trạng thái dừng có năng lượng E_{n} về trạng thái cơ bản có năng lượng - 13,6 eV ","thì nó phát ra một phôtôn ứng với bức xạ có bước sóng 0,1218 {\mu}m. Lấy h = 6,625.10^{-34} J.s; c = 3.10^{8} \frac{m}{s}; 1 eV = 1,6.10^{−19} J. Giá trị của E_{n} là"
"Một ống Cu-lít-giơ (ống tia X) đang hoạt động. Bỏ qua động năng ban đầu của các êlectron khi bứt ra khỏi catôt. Ban đầu, hiệu điện thế giữa anôt và catôt là U thì tốc độ của êlectron  [MASKED]
A: 1,78.10^7 \frac{m}{s} 
B: 3,27.10^6 \frac{m}{s}
C: 8,00.10^7 \frac{m}{s} 
D: 2,67.10^6 \frac{m}{s}
","Một ống Cu-lít-giơ (ống tia X) đang hoạt động. Bỏ qua động năng ban đầu của các êlectron khi bứt ra khỏi catôt. Ban đầu, hiệu điện thế giữa anôt và catôt là U thì tốc độ của êlectron ","khi đập vào anôt là v. Khi hiệu điện thế giữa anôt và catôt là 1,5U thì tốc độ của êlectron đập vào anôt thay đổi một lượng 4000 k\frac{m}{s} so với ban đầu. Giá trị của v là"
"Trong không khí, ba điện tích điểm q_{1}, q_{2} , q_{3} lần lượt được đặt tại ba điểm A, B, C nằm trên cùng một đường thẳng. Biết  [MASKED]
A: 80 cm và 20 cm 
B: 20 cm và 40 cm
C: 20 cm và 80 cm 
D: 40 cm và 20 cm
","Trong không khí, ba điện tích điểm q_{1}, q_{2} , q_{3} lần lượt được đặt tại ba điểm A, B, C nằm trên cùng một đường thẳng. Biết ","AC = 60 cm, q_{1} = 4q_{3} , lực điện do q_{1} và q_{3} tác dụng lên q_{2} cân bằng nhau. B cách A và C lần lượt là"
"Một mạch dao động lí tưởng gồm cuộn cảm thuần có độ tự cảm 5 mH và tụ điện có điện dung 50 {\mu}F. Trong mạch đang có dao động điện từ tự do với hiệu  [MASKED]
A: \frac{\sqrt5}{5} A 
B: \frac{\sqrt5}{2} A
C: \frac{3}{5} A 
D: \frac{1}{4} A
",Một mạch dao động lí tưởng gồm cuộn cảm thuần có độ tự cảm 5 mH và tụ điện có điện dung 50 {\mu}F. Trong mạch đang có dao động điện từ tự do với hiệu ,điện thế cực đại giữa hai bản tụ điện là 6 V. Tại thời điểm hiệu điện thế giữa hai bản tụ điện là 4 V thì cường độ dòng điện trong mạch có độ lớn bằng
"Trong thí nghiệm Y-âng về giao thoa ánh sáng, nguồn sáng phát ra vô số ánh sáng đơn sắc có bước sóng \lambda biến thiên liên tục trong khoảng từ 400 nm đến 760 nm (400 nm < \lambda <  [MASKED]
A: 667 nm 
B: 608 nm
C: 507 nm 
D: 560 nm
","Trong thí nghiệm Y-âng về giao thoa ánh sáng, nguồn sáng phát ra vô số ánh sáng đơn sắc có bước sóng \lambda biến thiên liên tục trong khoảng từ 400 nm đến 760 nm (400 nm < \lambda < ","760 nm). Trên màn quan sát, tại M chỉ có một bức xạ cho vân sáng và hai bức xạ có bước sóng \lambda 1 và \lambda 2 (\lambda1 < \lambda2) cho vân tối. Giá trị nhỏ nhất của \lambda2 là"
"Dùng hạt \alpha có động năng 5,00 MeV bắn vào hạt nhân \istope[4][2]{He} đứng yên gây ra phản ứng: \istope[4][2]{He}+\istope[14][7]{N}\rightarrow\istope[1][1]{H}+X. Phản ứng này thu năng lượng 1,21 MeV và không kèm theo bức xạ gamma. Lấy khối lượng các hạt nhân tính theo đơn  [MASKED]
A: 0,62 MeV 
B: 0,92 MeV
C: 0,82 MeV 
D: 0,72 MeV
","Dùng hạt \alpha có động năng 5,00 MeV bắn vào hạt nhân \istope[4][2]{He} đứng yên gây ra phản ứng: \istope[4][2]{He}+\istope[14][7]{N}\rightarrow\istope[1][1]{H}+X. Phản ứng này thu năng lượng 1,21 MeV và không kèm theo bức xạ gamma. Lấy khối lượng các hạt nhân tính theo đơn ",vị u bằng số khối của chúng. Khi hạt nhân X bay ra theo hướng lệch với hướng chuyển động của hạt \alpha một góc lớn nhất thì động năng của hạt X có giá trị gần nhất với giá trị nào sau đây?
"Ở mặt nước, một nguồn sóng đặt tại O dao động điều hòa theo phương thẳng đứng. Sóng truyền trên mặt nước với bước sóng \lambda. M và N là hai điểm ở mặt nước sao  [MASKED]
A: 3 
B: 6
C: 5 
D: 4
","Ở mặt nước, một nguồn sóng đặt tại O dao động điều hòa theo phương thẳng đứng. Sóng truyền trên mặt nước với bước sóng \lambda. M và N là hai điểm ở mặt nước sao ","cho OM = 6\lambda, ON = 8\lambda và OM vuông góc với ON. Trên đoạn thẳng MN, số điểm mà tại đó các phần tử nước dao động ngược pha với dao động của nguồn O là"
"Chất phóng xạ pôlôni \istope[210][84]{Po} phát ra tia \alpha và biến đổi thành chì \istope[206][82]{Pb} . Gọi chu kì bán rã của pôlôni là T. Ban đầu (t = 0) có một mẫu \istope[210][84]{Po} nguyên chất. Trong khoảng thời gian từ t = 0 đến t = 2T, có 63  [MASKED]
A: 72,1 mg 
B: 5,25 mg
C: 73,5 mg 
D: 10,3 mg
","Chất phóng xạ pôlôni \istope[210][84]{Po} phát ra tia \alpha và biến đổi thành chì \istope[206][82]{Pb} . Gọi chu kì bán rã của pôlôni là T. Ban đầu (t = 0) có một mẫu \istope[210][84]{Po} nguyên chất. Trong khoảng thời gian từ t = 0 đến t = 2T, có 63 ","mg {_84^{210}}Po trong mẫu bị phân rã. Lấy khối lượng nguyên tử tính theo đơn vị u bằng số khối của hạt nhân của nguyên tử đó. Trong khoảng thời gian từ t = 2T đến t = 3T, lượng \istope[206][82]{Pb} được tạo thành trong mẫu có khối lượng là"
"Ở mặt nước có hai nguồn kết hợp đặt tại hai điểm A và B, dao động cùng pha theo phương thẳng đứng, phát ra hai sóng có bước sóng \lambda. Trên AB có 9 vị trí mà ở đó các phần tử nước dao động với biên độ cực đại. C và D là hai  [MASKED]
A: 4,6 \lambda 
B: 4,4 \lambda
C: 4,7 \lambda 
D: 4,3 \lambda
","Ở mặt nước có hai nguồn kết hợp đặt tại hai điểm A và B, dao động cùng pha theo phương thẳng đứng, phát ra hai sóng có bước sóng \lambda. Trên AB có 9 vị trí mà ở đó các phần tử nước dao động với biên độ cực đại. C và D là hai ",điểm ở mặt nước sao cho ABCD là hình vuông. M là một điểm thuộc cạnh CD và nằm trên vân cực đại giao thoa bậc nhất (MA − MB = \lambda). Biết phần tử tại M dao động ngược pha với các nguồn. Độ dài đoạn AB gần nhất với giá trị nào sau đây?
"Một vật nhỏ dao động điều hòa dọc theo trục Ox. Khi vật cách vị trí cân bằng một đoạn 2 cm thì động năng của vật là  [MASKED]
A: 8 cm 
B: 14 cm
C: 10 cm 
D: 12 cm
",Một vật nhỏ dao động điều hòa dọc theo trục Ox. Khi vật cách vị trí cân bằng một đoạn 2 cm thì động năng của vật là ,"0,48 J. Khi vật cách vị trí cân bằng một đoạn 6 cm thì động năng của vật là 0,32 J. Biên độ dao động của vật bằng"
"Đặt điện áp xoay chiều u = U_{0}cos{\omega}t (U_{0} và \omega có giá trị dương, không đổi) vào hai đầu đoạn mạch AB như hình bên, trong đó tụ điện có điện dung C thay đổi được. Biết R = 5r, cảm kháng của cuộn dây Z_{L} = 4r và  [MASKED]
A: 0,47 rad 
B: 0,62 rad
C: 1,05 rad 
D: 0,79 rad
","Đặt điện áp xoay chiều u = U_{0}cos{\omega}t (U_{0} và \omega có giá trị dương, không đổi) vào hai đầu đoạn mạch AB như hình bên, trong đó tụ điện có điện dung C thay đổi được. Biết R = 5r, cảm kháng của cuộn dây Z_{L} = 4r và ","CL\omega^{2} > 1. Khi C = C_{0}và khi C = 0,5C_{0} thì điện áp giữa hai đầu M, B có biểu thức tương ứng là u_{1} = U_{01}cos(\omega t + \phi) và u_{2} = U_{01}cos(\omega t + \phi) (U_{01} và U_{02} có giá trị dương). Giá trị của \phi là"
"Đặt điện áp uAB = 30cos100{\pi}t (V) vào hai đầu đoạn mạch AB như hình bên, trong đó cuộn cảm thuần có độ tự cảm L và tụ điện có điện dung C thay đổi được. Khi C = C_{0} thì điện  [MASKED]
A: UMN = 15\sqrt3cos(100πt + \frac{5\pi}{6}) V 
B: UMN = 15\sqrt3cos(100πt + \frac{\pi}{3}) V
C: UMN = 30\sqrt3cos(100πt + \frac{5\pi}{6}) V 
D: UMN = 30\sqrt3cos(100πt + \frac{\pi}{3}) V
","Đặt điện áp uAB = 30cos100{\pi}t (V) vào hai đầu đoạn mạch AB như hình bên, trong đó cuộn cảm thuần có độ tự cảm L và tụ điện có điện dung C thay đổi được. Khi C = C_{0} thì điện ","áp hiệu dụng giữa hai đầu đoạn mạch MN đạt giá trị cực đại và điện áp hiệu dụng giữa hai đầu đoạn mạch AN là 30\sqrt2 V. Khi C = 0,5C_{0} thì biểu thức điện áp giữa hai đầu cuộn cảm là"
"Hai vật M_{1} và M_{2} dao động điều hòa cùng tần số. Hình bên là đồ thị biểu diễn sự phụ thuộc của li  [MASKED]
A: \frac{\pi}{3} 
B: \frac{2\pi}{3}
C: \frac{5\pi}{6} 
D: \frac{\pi}{6}
",Hai vật M_{1} và M_{2} dao động điều hòa cùng tần số. Hình bên là đồ thị biểu diễn sự phụ thuộc của li ,độ x của M_{1} và vận tốc v_{2} của M_{2} theo thời gian t. Hai dao động của M_{1} và M_{2} lệch pha nhau
"Đặt điện áp xoay chiều u vào hai đầu đoạn mạch có R, L, C mắc nối tiếp thì dòng điện trong đoạn mạch có cường độ  [MASKED]
A: 0,625 
B: 0,866
C: 0,500 
D: 0,707
","Đặt điện áp xoay chiều u vào hai đầu đoạn mạch có R, L, C mắc nối tiếp thì dòng điện trong đoạn mạch có cường độ ",i. Hình bên là một phần đồ thị biểu diễn sự phụ thuộc của tích u.i theo thời gian t. Hệ số công suất của đoạn mạch là
"Điện năng được truyền từ một nhà máy phát điện gồm 8 tổ máy đến nơi tiêu thụ bằng đường dây tải điện một pha. Giờ cao điểm cần cả 8 tổ máy hoạt động, hiệu suất truyền tải đạt 70%. Coi điện áp hiệu dụng ở nhà máy không đổi,  [MASKED]
A: 5 
B: 6
C: 4 
D: 7
","Điện năng được truyền từ một nhà máy phát điện gồm 8 tổ máy đến nơi tiêu thụ bằng đường dây tải điện một pha. Giờ cao điểm cần cả 8 tổ máy hoạt động, hiệu suất truyền tải đạt 70%. Coi điện áp hiệu dụng ở nhà máy không đổi, ","hệ số công suất của mạch điện bằng 1, công suất phát điện của các tổ máy khi hoạt động là không đổi và như nhau. Khi công suất tiêu thụ điện ở nơi tiêu thụ giảm còn 72,5% so với giờ cao điểm thì cần bao nhiêu tổ máy hoạt động?"
"Cho cơ hệ như hình bên. Vật m khối lượng 100 g có thể chuyển động tịnh tiến, không ma sát trên mặt phẳng nằm ngang dọc theo trục lò xo có k = 40 \frac{N}{m}. Vật M khối lượng 300 g có thể trượt trên m với hệ số ma sát \mu = 0,2. Ban đầu, giữ m đứng yên ở vị trí lò xo dãn  [MASKED]
A: 16,7 \frac{cm}{s} 
B: 23,9 \frac{cm}{s}
C: 29,1 \frac{cm}{s} 
D: 8,36 \frac{cm}{s}
","Cho cơ hệ như hình bên. Vật m khối lượng 100 g có thể chuyển động tịnh tiến, không ma sát trên mặt phẳng nằm ngang dọc theo trục lò xo có k = 40 \frac{N}{m}. Vật M khối lượng 300 g có thể trượt trên m với hệ số ma sát \mu = 0,2. Ban đầu, giữ m đứng yên ở vị trí lò xo dãn ","4,5 cm, dây D (mềm, nhẹ, không dãn) song song với trục lò xo. Biết M luôn ở trên m và mặt tiếp xúc giữa hai vật nằm ngang. Lấy g = 10 \frac{m}{s^2}. Thả nhẹ cho m chuyển động. Tính từ lúc thả đến khi lò xo trở về trạng thái có chiều dài tự nhiên lần thứ 3 thì tốc độ trung bình của m là"
"Điện áp phân cực tại collector (V_{C}) của mạch khuyếch đại  [MASKED]
A: V_{CC} 
B: Một nửa V_{CC}
C: 0V 
D: 0,2V
",Điện áp phân cực tại collector (V_{C}) của mạch khuyếch đại ,hoạt động ở chế độ A xấp xĩ bằng . . .
"Trở kháng vào của mạch khuyếch đại phân cực base  [MASKED]
A: 1k 
B: Tỷ lệ nghịch với beta
C: Tỷ lệ thuận với beta 
D: Không phải các trường hợp trên
",Trở kháng vào của mạch khuyếch đại phân cực base ,sẽ bằng . . . . . . . .
"Trở kháng ra của mạch khuyếch đại phân cực base  [MASKED]
A: Rc 
B: Tỷ lệ nghịch với beta
C: Tỷ lệ thuận với beta 
D: 1k
",Trở kháng ra của mạch khuyếch đại phân cực base ,sẽ bằng . . . . . . . .
"Độ lệch pha giữa hai tín hiệu vào và ra của mạch khuyếch  [MASKED]
A: 0^{\circ} 
B: 90^{\circ}
C: 180^{\circ} 
D: 270^{\circ}
",Độ lệch pha giữa hai tín hiệu vào và ra của mạch khuyếch ,đại phân cực base bằng . . . . . . . .
"Công thức chung để tính hệ số khuyếch đại điện áp  [MASKED]
A: A_{v}= \frac{V_{CC}}{V_{C}} 
B: A_{v}= \frac{V_{B}}{V_{E}}
C: A_{v}= \frac{r_{c}}{r_{e}} 
D: A_{v}= R_{l}x
",Công thức chung để tính hệ số khuyếch đại điện áp ,của mạch khuyếch đại phân cực base là . . .
"Trở kháng vào của một mạch khuyếch đại bằng transistor  [MASKED]
A: Đồng hồ đo điện trở [ohmmeter] 
B: Đồng hồ đo trở kháng
C: Máy vẽ đặc tuyến 
D: Điện thế kế mắc nối tiếp với máy tạo sóng
",Trở kháng vào của một mạch khuyếch đại bằng transistor ,có thể đo được bằng cách sử dụng . .
"Trở kháng ra của một mạch khuyếch đại bằng transistor có  [MASKED]
A: Đồng hồ đo điện trở [ohmmeter] 
B: Đồng hồ đo trở kháng
C: Máy vẽ đặc tuyến 
D: Điện thế kế đặt vào vị trí của điện trở tải
",Trở kháng ra của một mạch khuyếch đại bằng transistor có ,thể đo được bằng cách sử dụng . . . .
"Họ đặc tuyến ra của BJT là đồ  [MASKED]
A: Dòng base theo điện áp collector-emitter 
B: Dòng collector theo điện áp base-emitter
C: Dòng collector theo điện áp collector-emitter 
D: Dòng emitter theo điện áp base - emitter
",Họ đặc tuyến ra của BJT là đồ ,thị của . . . . . .
"Khi kiểm tra một BJT tốt bằng đồng hồ đo điện  [MASKED]
A: Sẽ biểu hiện tỷ số điện trở thuận - nghịch cao trên cả hai tiếp giáp 
B: Sẽ biểu hiện tỷ số điện trở thuận - nghịch cao trên tiếp giáp collector - base
C: Sẽ biểu hiện tỷ số điện trở thuận - nghịch cao trên tiếp giáp emitter - base 
D: Không phải các ý trên
",Khi kiểm tra một BJT tốt bằng đồng hồ đo điện ,"trở, thì BJT sẽ biểu hiện . . . . . ."
"Khi đầu que dương của một đồng hồ đo điện trở [ohmmeter] được nối đến base, còn đầu que  [MASKED]
A: 0 
B: Điện trở thấp
C: 5k 
D: Điện trở cao
","Khi đầu que dương của một đồng hồ đo điện trở [ohmmeter] được nối đến base, còn đầu que ","âm được nối đến collector của một transistor NPN, thì giá trị điện trở đo được là bao nhiêu ?"
"Khi đầu que âm của một ohmmeter được nối đến cực base và đầu que dương được nối  [MASKED]
A: 0 
B: Điện trở thấp
C: 5k 
D: Điện trở cao
",Khi đầu que âm của một ohmmeter được nối đến cực base và đầu que dương được nối ,"đến cực emitter của một transistor NPN, thì giá trị điện trở đo được là bao nhiêu ?"
"Điện trở đo được giữa hai cực collector và  [MASKED]
A: 0 
B: Điện trở thấp
C: 5k 
D: Điện trở cao
",Điện trở đo được giữa hai cực collector và ,emitter của một transistor tốt là bao nhiêu ?
"Giá trị điện áp trên collector của  [MASKED]
A: 0,2V 
B: 0,7V
C: 7,5V 
D: 15V
",Giá trị điện áp trên collector của ,"transistor ở hình 3.40a, là bao nhiêu ?"
"Điện áp trên collector của transistor ở  [MASKED]
A: 0,2V 
B: 0,7V
C: 7,5V 
D: 15V
",Điện áp trên collector của transistor ở ,mạch hình 3.40b là bao nhiêu ?
"Mức điện áp DC trên collector của transistor  [MASKED]
A: 0,2V 
B: 0,7V
C: 7,5V 
D: 15V
",Mức điện áp DC trên collector của transistor ,"ở mạch hình 3.41, là bao nhiêu ?"
"Điện áp DC trên cực base của transistor  [MASKED]
A: 0,2V 
B: 0,7V
C: 7,5V 
D: 15V
",Điện áp DC trên cực base của transistor ,"ở mạch hình 3.41, là bao nhiêu ?"
"Điện áp tín hiệu trên collector của transistor  [MASKED]
A: 50mVpp 
B: 0,2Vpp
C: 7,5Vpp 
D: 15Vpp
",Điện áp tín hiệu trên collector của transistor ,"ở mạch hình 3.41, là bao nhiêu ?"
"Nếu tụ đầu ra (C2) ở hình 3.41, hở mạch, thì mức  [MASKED]
A: 50mVpp 
B: 0,2Vpp
C: 7,5Vpp 
D: 15Vpp
","Nếu tụ đầu ra (C2) ở hình 3.41, hở mạch, thì mức ",điện áp tín hiệu trên collector của transistor là bao nhiêu ?
"Tại sao cần phải ổn định mạch khuyếch đại bằng  [MASKED]
A: Do beta thay đổi theo nhiệt độ, 
B: Do beta thay đổi theo sự thay đổi ở các tụ ghép tầng
C: Do beta khác nhau trong các BJT cùng loại 
D: Cả a và c
",Tại sao cần phải ổn định mạch khuyếch đại bằng ,BJT để chống lại sự thay đổi ở beta ?
"Giá trị beta điển hình của một transistor có thể xem  [MASKED]
A: + 50% và - 50% 
B: +50% và - 100%
C: + 100% và - 50% 
D: + 100% và - 100%
",Giá trị beta điển hình của một transistor có thể xem ,xét là . . . . . . . . .
"Nếu beta thay đổi, thì sự thiếu ổn định điểm  [MASKED]
A: Điện áp collector sẽ thay đổi 
B: Dòng collector sẽ thay đổi
C: Dòng emitter sẽ thay đổi 
D: Tất cả các ý trên
","Nếu beta thay đổi, thì sự thiếu ổn định điểm ",phân cực trong mạch khuyếch đại như thế nào ?
"Trong mạch phân cực phân áp, tại sao điện áp tại điểm nối  [MASKED]
A: Dòng base không chảy qua Rb1hoặc Rb2 
B: Dòng base nhỏ so với dòng chảy qua Rb1và Rb2
C: Chỉ có dòng emitter ảnh hưởng đến dòng chảy qua Rb1và Rb2 
D: Tụ nối tầng (tụ ghép tầng) chặn dòng base chảy qua mạch phân áp
","Trong mạch phân cực phân áp, tại sao điện áp tại điểm nối ",của Rb1và Rb2được xem là độc lập với dòng base của transistor ?
"Trong các mạch khuyếch đại phân cực phân áp, sự chênh lệch điện  [MASKED]
A: 0V 
B: 0,2V
C: 0,7V 
D: 2V
","Trong các mạch khuyếch đại phân cực phân áp, sự chênh lệch điện ",áp giữa emitter và base luôn luôn bằng . . . . .
"Trong các mạch khuyếch đại phân cực phân áp, khi đã tính được điện áp emitter DC, thì dòng collector  [MASKED]
A: Điện trở ở nhánh base 
B: Điện trở ở nhánh emitter
C: Điện trở ở nhánh collector 
D: Điện trở của tải
","Trong các mạch khuyếch đại phân cực phân áp, khi đã tính được điện áp emitter DC, thì dòng collector ",tại điểm tĩnh có thể tính gần đúng bằng cách chia điện áp emitter cho . . . . .
"Trong các mạch khuyếch đại phân cực phân áp, điện áp  [MASKED]
A: Nhân dòng collector với điện trở collector 
B: Nhân dòng collector với điện trở tải
C: Cộng điện áp base với điện áp emitter 
D: Trừ sụt áp trên điện trở collector khỏi điện áp nguồn
","Trong các mạch khuyếch đại phân cực phân áp, điện áp ",collector được tính bằng cách . . . . . . .
"Mạch phân cực phân áp độc lập với beta, nhưng phải  [MASKED]
A: Làm giảm độ ổn định 
B: Trở kháng ra thấp
C: Suy giảm hệ số khuyếch đại điện áp 
D: Cả b và c
","Mạch phân cực phân áp độc lập với beta, nhưng phải ",trả giá cho sự không phụ thuộc với beta là gì ?
"Khi tính trở kháng vào, hai điện trở base (Rb1và Rb2)  [MASKED]
A: Kiện khác.. nối tiếp 
B: Nối tiếp / song song
C: Song song 
D: Nối tiếp ngược chiều nhau
","Khi tính trở kháng vào, hai điện trở base (Rb1và Rb2) ",xuất hiện dưới dạng . . . . . với các linh
"Điện trở động của tiếp giáp base - emitter  [MASKED]
A: Nối tiếp với điện trở tín hiệu ở nhánh base 
B: Song song với điện trở tín hiệu ở nhánh base
C: Song song với điện trở tín hiệu ở nhánh emitter 
D: Nối tiếp với điện trở tín hiệu ở nhánh emitter
",Điện trở động của tiếp giáp base - emitter ,là được mắc . . . . . .
"Trở kháng ra của mạch khuyếch đại emitter  [MASKED]
A: Điện trở collector 
B: Điện trở tải
C: Điện trở collector mắc song song với điện trở tải 
D: Beta lần điện trở collector
",Trở kháng ra của mạch khuyếch đại emitter ,chung sẽ bằng . . . . . .
"Kiểu mạch khuyếch đại phân cực phân áp  [MASKED]
A: Được rẽ mạch tụ toàn bộ 
B: Phân tách điện trở emitter
C: Không được rẽ mạch tụ 
D: Tất cả các ý trên
",Kiểu mạch khuyếch đại phân cực phân áp ,nào có trở kháng vào cao nhất ?
"Kiểu mạch khuyếch đại phân cực phân áp  [MASKED]
A: Được rẽ mạch tụ toàn bộ 
B: Phân tách điện trở emitter
C: Không được rẽ mạch tụ 
D: Tất cả các ý trên
",Kiểu mạch khuyếch đại phân cực phân áp ,nào có trở kháng ra cao nhất ?
"Kiểu mạch khuyếch đại phân cực phân áp  [MASKED]
A: Được rẽ mạch tụ toàn bộ 
B: Phân tách điện trở emitter
C: Không được rẽ mạch tụ 
D: Tất cả các ý trên
",Kiểu mạch khuyếch đại phân cực phân áp ,nào có hệ số khuyếch đại cao nhất ?
"Kiểu mạch khuyếch đại phân cực phân  [MASKED]
A: Được rẽ mạch tụ toàn bộ 
B: Phân tách điện trở emitter
C: Không được rẽ mạch tụ 
D: Tất cả các ý trên
",Kiểu mạch khuyếch đại phân cực phân ,áp nào có méo dạng ít nhất ?
"Điện áp base tại điểm tĩnh của mạch khuyếch đại  [MASKED]
A: 0V 
B: 0,7V
C: 2V 
D: V_{cc}
",Điện áp base tại điểm tĩnh của mạch khuyếch đại ,phân cực emitter thường bằng . . . . . .
"Nhược điểm của mạch khuyếch đại phân cực emitter khi so với mạch khuyếch đại phân  [MASKED]
A: Các transistor có beta cao hơn 
B: Hai nguồn cung cấp
C: Giá trị Vcc cao hơn 
D: Không phải các ý trên
",Nhược điểm của mạch khuyếch đại phân cực emitter khi so với mạch khuyếch đại phân ,cực phân áp là mạch khuyếch đại phân cực emitter yêu cầu . . . . .
"Hệ số khuyếch đại điện áp của mạch khuyếch  [MASKED]
A: Phụ thuộc vào beta 
B: Được tính bằng công thức chung như đối với mạch khuyếch đại phân cực phân áp
C: Bằng với x r_{e} 
D: Luôn luôn cao hơn so với hệ số khuyếch đại điện áp của mạch kh. đại phân cực phân áp
",Hệ số khuyếch đại điện áp của mạch khuyếch ,đại phân cực emitter là . . . . .
"Các mạch khuyếch đại phân cực hồi tiếp kiểu điện áp  [MASKED]
A: Các tín hiệu tần số cao 
B: Các nguồn cung cấp điện áp thấp
C: Các mạch cần trở kháng vào rất cao 
D: Các mạch cần trở kháng ra rất thấp
",Các mạch khuyếch đại phân cực hồi tiếp kiểu điện áp ,thực tế thích hợp cho làm việc với . . . .
"Trở kháng vào của mạch khuyếch đại phân cực hồi tiếp  [MASKED]
A: Giá trị công suất trên điện trở collector 
B: Hệ số khuyếch đại điện áp của bộ khuyếch đại
C: Giá trị điện trở của điện trở hồi tiếp 
D: Cả b và c
",Trở kháng vào của mạch khuyếch đại phân cực hồi tiếp ,kiểu điện áp bị ảnh hưởng bởi . . . .
"Tại sao cần phải biết trở kháng vào của  [MASKED]
A: Do trở kháng vào toàn mạch là tích của trở kháng vào của mỗi tầng 
B: Do hệ số khuyếch đại điện áp của một tầng bị tác động bởi trở kháng vào của tầng tiếp theo
C: Do trở kháng vào của một tầng là điện trở tải của tầng trước 
D: Cả b và c
",Tại sao cần phải biết trở kháng vào của ,mỗi tầng trong một bộ khuyếch đại nhiều tầng ?
