Question,First_half,Label
"Theo chiều tăng dần của điện tích  [MASKED]
A: Tính phi kim và tính kim loại giảm dần 
B: Tính phi kim tăng giần, tính kim loại giảm dần
C: Tính phi kim giảm dần, tính kim loại tăng dần 
D: Tính phi kim và tính kim loại tăng dần
",Theo chiều tăng dần của điện tích ,"hạt nhân, trong cùng một nhóm, thì:"
"Quá trình nào sau đây  [MASKED]
A: Đốt cháy sản phẩm thải của dầu mỏ 
B: Quá trình sản xuất vôi sống
C: Quá trình sản xuất gang thép 
D: Quá trình quang hợp của cây xanh
",Quá trình nào sau đây ,không sinh ra khí cacbonic?
"Các ngành sản xuất đồ gốm, xi măng,  [MASKED]
A: Đều chế biến các hợp chất tự nhiên của nhôm 
B: Đều chế biến các hợp chất tự nhiên của sắt
C: Đều chế biến các hợp chất tự nhiên của silic 
D: Đều chế biến các hợp chất tự nhiên của cacbon
","Các ngành sản xuất đồ gốm, xi măng, ","thuỷ tinh được gọi là công nghiệp silicat, vì:"
"Biết khí clo có màu vàng, khi đưa ngọn lửa hidro đang  [MASKED]
A: Trong bình có dung dịch axit clohidric 
B: Ngọn lửa hidro sẽ tắt do không có oxi trong bình
C: Lửa vẫn cháy tạo khí không màu và bình mất màu vàng 
D: Thấy khói trắng đầy bình và ngọn lửa sẽ tắt dần
","Biết khí clo có màu vàng, khi đưa ngọn lửa hidro đang ",cháy vào bình đựng khí clo thì hiện tượng quan sát được là:
"Trong bình chữa cháy  [MASKED]
A: $Cl_2$ 
B: $CO_2$
C: $SO_2$ 
D: $O_2$
",Trong bình chữa cháy ,chứa khí nào sau đây?
"Trong công nghiệp, clo được  [MASKED]
A: Điện phân dung dịch 
B: Thủy phân
C: Nhiệt phân 
D: Điện phân nóng chảy
","Trong công nghiệp, clo được ",điều chế bằng phương pháp gì?
"Tính nhiệt lượng tỏa ra khi đốt cháy 5 kg than có  [MASKED]
A: 133333 kJ. 
B: 147750 kJ.
C: 144450 kJ. 
D: 191340 kJ.
",Tính nhiệt lượng tỏa ra khi đốt cháy 5 kg than có ,chứa 90% cacbon. Biết 1 mol cacbon cháy tỏa ra 394 kJ.
"Tính khối lượng $Na_2CO_3$ cần dùng để sản xuất  [MASKED]
A: 26,61 kg. 
B: 29,57 kg.
C: 20,56 kg. 
D: 24,45 kg.
",Tính khối lượng $Na_2CO_3$ cần dùng để sản xuất ,được 120 kg thủy tinh $Na_2O.CaO.6SiO_2$ với hiệu suất 90%?
"Tính thể tích khí $CO_2$ (đktc) tạo thành để dập tắt đám cháy nếu trong bình  [MASKED]
A: 22,4 lít. 
B: 224 lít.
C: 44,8 lít. 
D: 448 lít.
",Tính thể tích khí $CO_2$ (đktc) tạo thành để dập tắt đám cháy nếu trong bình ,chữa cháy có dung dịch chứa 980 gam $H_2SO_4$ tác dụng hết với dung dịch $NaHCO_3$.
"Đơn vị đo độ dài hợp  [MASKED]
A: ki-lô-mét(km) 
B: mét(m)
C: cen-ti-mét(cm) 
D: mi-li-mét(mm)
",Đơn vị đo độ dài hợp ,pháp của nước ta là :
"Độ chia nhỏ nhất  [MASKED]
A: Độ dài nhỏ nhất ghi trên thước 
B: Độ dài lớn nhất ghi trên thước
C: Độ dài giữa 2 vạch chia trên thước 
D: Độ dài giữa hai vạch chia liên tiếp trên thước
",Độ chia nhỏ nhất ,(ĐCNN) của thước là :
"Hãy chọn bình chia độ phù hợp nhất trong các bình chia độ dưới  [MASKED]
A: Bình 100ml có vạch chia tới 10ml 
B: Bình 500ml có vạch chia tới 2ml
C: Bình 100ml có vạch chia tới 1ml 
D: Bình 500ml có vạch chia tới 5ml
",Hãy chọn bình chia độ phù hợp nhất trong các bình chia độ dưới ,đây để đo thể tích của một lượng chất lỏng gần đầy chai 0.5l
"Một hòn đá có thể tích 25cm^3 được thả nhẹ vào bình chia độ đang  [MASKED]
A: 25$cm^{3}$ 
B: 55$cm^{3}$
C: 60$cm^{3}$ 
D: 105$cm^{3}$
",Một hòn đá có thể tích 25cm^3 được thả nhẹ vào bình chia độ đang ,chưa nước ở mực 80cm^3. Thể tích mực nước dâng lên thêm trong bình là ;
"Khi sử dụng bình tràn và bình chứa để đo thể tích  [MASKED]
A: Thể tích bình tràn 
B: Thể tích bình chứa
C: Thể tích nức còn lại trong bình tràn 
D: Thể tích phần nước tràn ra từ bình tràn sang bình chứa
",Khi sử dụng bình tràn và bình chứa để đo thể tích ,vật rắn không thấm nước thì thể tích của vật bằng :
"Đơn vị đo khối lượng hợp  [MASKED]
A: ki-lô-gam(kg) 
B: gam(g)
C: lạng 
D: mi-li-gam (mg)
",Đơn vị đo khối lượng hợp ,pháp của nước Việt Nam là :
"Trên vỏ túi bột giặt OMO  [MASKED]
A: Khối lượng bột giặt trong túi 
B: Khối lượng của túi bột giặt
C: Trọng lượng của túi bột giặt 
D: Thể tích của túi bột giặt
",Trên vỏ túi bột giặt OMO ,"có ghi 500g, số đó chỉ :"
"Một vật có khối lượng 10kg thì  [MASKED]
A: 10N 
B: 100N
C: 1000N 
D: 10000N
",Một vật có khối lượng 10kg thì ,trọng lượng của vật đó là :
"Một quyển sách nằm yên  [MASKED]
A: Chỉ chịu tác dụng của trọng lực 
B: Chỉ chịu tác dụng của lực đỡ mật bàn
C: Không chịu tác dụng của lực nào cả 
D: Chịu tác dụng của trọng lực và lực đỡ của mặt bàn
",Một quyển sách nằm yên ,trên mặt bàn thì nó
"Lực nào dưới đây  [MASKED]
A: Trọng lực của một quả nặng 
B: Lực hút của một nam châm tác dụng lên một miếng sắt
C: Lực đấy của lò xo dưới yên xe đạp 
D: Lực kết dính giữa một tờ giấy dán trên bảng với mặt bảng
",Lực nào dưới đây ,là lực đàn hồi ?
"Chọn câu đúng trong  [MASKED]
A: Lực đàn hồi không phụ thuộc vào độ biến dạng 
B: Độ biến dạng tăng thì lực đàn hồi tăng
C: Độ biến dạng tawng thì lực đàn hồi giảm 
D: Cả A,B,C đều đúng
",Chọn câu đúng trong ,các câu dưới đây :
"Để nâng 1 vật có trọng lượn 30N ta  [MASKED]
A: F < 30N 
B: F = 30N
C: F > 20N 
D: 20N < F < 300N
",Để nâng 1 vật có trọng lượn 30N ta ,phải dùng lực như nào trong các lực dưới đây
"Công thức nào dưới đây tính trọng lượng riêng  [MASKED]
A: $D = P.D$ 
B: $d = V.P$
C: $d=V.D$ 
D: $d=\frac{P}{V}$
",Công thức nào dưới đây tính trọng lượng riêng ,của một một chất theo trọng lượng và thể tích
"Một vật bằng sắt có khối lượng riêng là  [MASKED]
A: 390kg 
B: 312kg
C: 39000kg 
D: 156kg
",Một vật bằng sắt có khối lượng riêng là ,"$7800kh/m^{3}$, thể tích $50dm^{3}$. Khối lượng của vật là"
"Biết 10 lít cát có khối lượng  [MASKED]
A: $0.667m^{3}$ 
B: $0.667m^{4}$
C: 0$0.778m^{3}$ 
D: $0.778m^{4}$
",Biết 10 lít cát có khối lượng ,15kg. Tính thể tích của 1 tấn cát.
"Khối lượng riêng của dầu ăn vào khoảng $800kg/m^{3}$. Do  [MASKED]
A: 1.6N 
B: 16N
C: 160N 
D: 1600N
",Khối lượng riêng của dầu ăn vào khoảng $800kg/m^{3}$. Do ,"đó, 2 lít dầu ăn sẽ có trọng lượng khoảng"
"Trường hợp nào sau đây vật không bị  [MASKED]
A: Cửa kính bị vỡ khi va đập mạnh 
B: Đất xốp khi được cày xới cẩn thận
C: Cành cây đu đưa khi có gió thổi 
D: Tờ giấy bị nhàu khi ta vò nó lại
",Trường hợp nào sau đây vật không bị ,biến dạng khi chịu tác dụng của lực?
"Những loại máy móc, dụng cụ nào sau đây sử  [MASKED]
A: Cầu bập bênh 
B: Xe gắn máy
C: Xe đạp 
D: Máy bơm nước
","Những loại máy móc, dụng cụ nào sau đây sử ",dụng nguyên lí của các máy cơ đơn giản :
"Trong các cách sau, cách nào không làm  [MASKED]
A: Tăng chiều dài của mặt phẳng nghiêng 
B: Giảm chiều dàu của mặt phẳng nghiêng
C: Giảm chiều cao kê của mặt phẳng nghiêng. 
D: Tăng chiều dài của mặt phẳng nghiêng đồng thời giảm chiều cao kê mặt phẳng nghiêng
","Trong các cách sau, cách nào không làm ",giảm được độ độ nghiêng của mặt phẳng nghiêng?
"Nếu đòn bẩy quay quanh điểm tựa $O$, trọng lượng của vật cần nân tác dụng vào điểm $O_{1}$ của đòn bẩy, lực  [MASKED]
A: Khoảng cách $OO_{1}$ > $OO_{2}$ 
B: Khoảng cách $OO_{1}$ = $OO_{2}$
C: Khoảng cách $OO_{1}$ < $OO_{2}$ 
D: Khoảng cách $OO_{1}$ = $2OO_{2}$
","Nếu đòn bẩy quay quanh điểm tựa $O$, trọng lượng của vật cần nân tác dụng vào điểm $O_{1}$ của đòn bẩy, lực ",nâng vật tác dụng vào điểm $O_{2}$ của đòn bẩy thì dùng đòn bẩy được lợi về lực trong trường hợp nào dưới đây?
"Các nha sĩ khuyên không nên ăn  [MASKED]
A: Vì răng dễ vỡ 
B: Vì răng dễ bị ố vằng
C: Vì răng dễ bị sâu 
D: Vì men răng dễ bị rạn nứt
",Các nha sĩ khuyên không nên ăn ,ăn thức ăn quá nóng. Vì sao?
"Khi tăng nhiệt độ của một lượng  [MASKED]
A: Thể tích nước co lại 
B: Thể tích nước nở ra
C: Thể tích không thay đổi 
D: Cả ba kết luận đều sai
",Khi tăng nhiệt độ của một lượng ,nước từ $0^{\circ} đến 4^{\circ} thì :
"Làm lạnh một lượng nước từ $100^{\circ}$ về $50^{\circ}. Khối lượng  [MASKED]
A: Cả khối lượng riêng và trọng lượng riêng đều tăng. 
B: Ban đầu khối lượng riêng và trọng lượng riêng giảm sau đó bắt đầu tăng.
C: Cả khối lượng riêng và trọng lượng riêng đều giảm. 
D: Cả khối lượng riêng và trọng lượng riêng đều không đổi.
",Làm lạnh một lượng nước từ $100^{\circ}$ về $50^{\circ}. Khối lượng ,riêng và trọng lượng riêng của nước thay đổi như thế nào?
"Kết luận nào sau đây là đúng khi nói về khối  [MASKED]
A: Khối lượng riêng nhỏ nhất 
B: Khối lượng riêng lớn nhất
C: Khối lượng lớn nhất 
D: Khối lượng nhỏ nhất
",Kết luận nào sau đây là đúng khi nói về khối ,lượng riêng và khối lượng của một lượng nước ở $4^{\circ}$?
"Điền từ đúng nhất. Khi giảm nhiệt độ,  [MASKED]
A: Chất khí, chất lỏng 
B: Chất khí, chất rắn
C: Chất lỏng, chất rắn 
D: Chất rắn, chất lỏng
","Điền từ đúng nhất. Khi giảm nhiệt độ, ",thể tích của…….sẽ giảm ít hơn thể tích của…….
"Hai cốc thủy tinh chồng lên nhau bị khít lại.  [MASKED]
A: Ngâm cốc ở dưới vào nước nóng, đồng thời đổ nước lạnh vào cốc ở trên. 
B: Ngâm cốc ở dưới vào nước lạnh, đồng thời đổ nước nóng vào cốc ở trên
C: Ngâm cả hau cốc vào nước nóng 
D: Ngâm cả hai cốc vào nước lạnh
",Hai cốc thủy tinh chồng lên nhau bị khít lại. ,Muốn tách rời hai cốc ta làm cách nào sau đây?
"Trong thang nhiệt dộ Farenhai, nhiệt  [MASKED]
A: $32{\circ}F$ 
B: $100{\circ}F$
C: $212{\circ}F$ 
D: $0{\circ}F$
","Trong thang nhiệt dộ Farenhai, nhiệt ",dộ của nước đang sôi là :
"Người ta chọn thủy ngân và  [MASKED]
A: Chúng có nhiệt độ nóng chảy cao 
B: Nhiệt độ nóng chảy thấp
C: Nhiệt độ đông đặc cao 
D: Tất cả câu trên đều sai
",Người ta chọn thủy ngân và ,rượu để chế tạo nhiệt kế vì
"Hiện tượng nào không liên quan đến hiện tượng nóng chảy  [MASKED]
A: Đốt một ngọn nến 
B: Đun nấu mỡ vào mùa đông
C: Pha nước chanh đá 
D: Cho nước vào tủ lạnh để làm đá
",Hiện tượng nào không liên quan đến hiện tượng nóng chảy ,trong các hiện tượng ta hay gặp trong đời sống sau đây
"Phát biểu nào sau đây là sai khi nói  [MASKED]
A: Các chất khác nhau sẽ nóng chảy (hay đông đặc) ở nhiệt độ khác nhau 
B: Đối với một chất nhất định, nếu nóng chảy ở nhiệt độ nào thì sẽ đông đặc ở nhiệt độ ấy
C: Nhiệt độ của vật sẽ tăng dần trong quá trình nóng chảy và giảm dần trong quá trình đông đặc. 
D: Phần lớn các chất nóng chảy (hay đông đặc) ở một nhiệt độ nhất định
",Phát biểu nào sau đây là sai khi nói ,về sự nóng chảy và sự đông đặc ?
"Về mùa đông ở các xử lạnh ta thấy  [MASKED]
A: Hơi thở của người có nhiều hơi nước, khi ra ngoài không khí lạnh bị bay hơi tạo thành khói 
B: Hơi thơ của người chứa nhiều hơi nước, khi ra ngoài không khí lạnh bị ngưng tụ thành các hạt nhỏ li ti tạo thành khói
C: Hơi thở của người có chứa nhiều hơi nước, khi ra người không khí lạnh bị đông đặc thành đá tạo thành khói 
D: Tất cả đều sai.
",Về mùa đông ở các xử lạnh ta thấy ,"người đi thường thở ra ""khói"" là do :"
"Trong các hiện tượng sau đây, hiện tượng  [MASKED]
A: Quần áo sau khi giặt được phơi khô. 
B: Lau ướt bảng, một lúc sau bảng sẽ khô.
C: Mực khô sau khi viết. 
D: Sự tạo thành giọt nước động trên lá cây.
","Trong các hiện tượng sau đây, hiện tượng ",nào không phải là sự bay hơi ?
"Khi trời lạnh, ô tô có bật điều hòa và đóng kín  [MASKED]
A: Nước bốc hơi trên xe. 
B: Hơi nước ngưng tụ tạo thành giọt nước phía ngoài kính xe
C: Hơi nước ngưng tụ tạo thành giọt nước phía ngoài kính xe 
D: Không có hiện tượng gì
","Khi trời lạnh, ô tô có bật điều hòa và đóng kín ","cửa, hành khách ngồi trên ô tô thấy những hiện tượng gì ?"
"Khi nấu cơm ta mở nắp vung ra thì thấy bên  [MASKED]
A: Hơi nước trong nồi ngưng tụ. 
B: Hạt gạo bị nóng chảy
C: Hơi nước bên ngoài nồi ngưng tụ 
D: Hơi nước bên ngoài nồi đông đặc
",Khi nấu cơm ta mở nắp vung ra thì thấy bên ,trong nắp có các giọt nước bám vào là do :
"Trong các đặc điểm bay hơi sau đây,  [MASKED]
A: Xảy ra ở một nhiệt độ xác định của chất lỏng 
B: Xảy ra ở cả trong lòng lẫn mặt thoáng của chất lỏng
C: Xảy ra ở bất kì nhiệt độ nào 
D: Trong suốt quá trình diễn ra hiện tượng này, nhiệt độ của chất lỏng không thay đổi.
","Trong các đặc điểm bay hơi sau đây, ",đặc điểm nào không phải của sự sôi?
"Tia sáng tới gương phẳng hợp với tia phản xạ một  [MASKED]
A: $44^{\circ}$ 
B: $46^{\circ}$
C: $88^{\circ}$ 
D: $2^{\circ}$
",Tia sáng tới gương phẳng hợp với tia phản xạ một ,góc $88^{\circ}$. Hỏi góc tời có giá trị bao nhiêu ?
"Hứng mặt phản xạ của gương cầu lõm về phía ánh sáng  [MASKED]
A: Chùm hội tụ 
B: Chùm phân kì
C: Cả 2 chùm hội tụ và phân kì 
D: Cả 3 phương án trên
",Hứng mặt phản xạ của gương cầu lõm về phía ánh sáng ,Mặt Trời ta thu được chùm tia phản xạ là chùm gì?
"Khi hiện tượng nhật thực xảy ra có hai người đứng ở hai nơi trên trái đất, một người cho rằng đã xảy  [MASKED]
A: Đứng trong vùng bóng tối của Mặt Trăng trên Trái Đất sẽ quan sát được nhật thực toàn phần 
B: Đứng trong vùng bóng tối của Mặt Trăng trên Trái Đất sẽ quan sát thấy nhật thực một phần
C: Cả 2 đều đúng 
D: Cả 2 đều sai
","Khi hiện tượng nhật thực xảy ra có hai người đứng ở hai nơi trên trái đất, một người cho rằng đã xảy ","ra hiện tượng nhật thực tòan phần , người kia lại cho là xảy ra hiện tượng nhật thực một phần. Vì sao ?"
"Câu 4: Những đặc điểm chung về ảnh  [MASKED]
A: A. Ảnh ảo, không hứng được trên màn chắn. 
B: B. Ảnh có kích thước bằng vật.
C: C. Khoảng cách từ gương đến ảnh và vật bằng nhau. 
D: D. Tất cả đều đúng
",Câu 4: Những đặc điểm chung về ảnh ,của một vật tạo bởi gương phẳng là:
"Một vật như thế nào (điều kiện về vật) thì mắt  [MASKED]
A: Vật phát ra ánh sáng 
B: Vật phải được chiếu sáng
C: Vật không phá sáng mà cũng không được chiếu sáng 
D: Vật phải đủ lớn và không cách mắt quá xa
",Một vật như thế nào (điều kiện về vật) thì mắt ,ta mới có thể nhìn thấy nó? Chọn câu trả lời sai
"Ảnh của một vật tạo  [MASKED]
A: Ảnh ảo nhỏ hơn vật 
B: Ảnh ảo lớn hơn vật
C: Ảnh thật nhỏ hơn vật 
D: Ảnh thật lớn hơn vật
",Ảnh của một vật tạo ,bởi gương cầu lồi là:
"Câu 8: Chọn từ thích hợp điền vào chổ trống: Khi Trái Đất ở giữa Mặt Trời và  [MASKED]
A: Trong suốt 
B: Vùng bóng tối
C: Đồng tính 
D: Vùng bóng nửa tối
",Câu 8: Chọn từ thích hợp điền vào chổ trống: Khi Trái Đất ở giữa Mặt Trời và ,Mặt Trăng thì Mặt Trăng đi vào ... của Trái Đất nên không được Mặt Trời chiếu sáng
"Một tua sáng chiếu tới gương phẳng và hợp với  [MASKED]
A: $15^{\circ}$ 
B: $30^{\circ}$
C: $45^{\circ}$ 
D: $60^{\circ}$
",Một tua sáng chiếu tới gương phẳng và hợp với ,mặt gương một góc $30^{\circ}$. Góc phản xạ bằng :
"Nguyên nhân nào dẫn  [MASKED]
A: Mặt trời ngừng phát ra ánh sáng 
B: Mặt trời bỗng nhiên biến mất
C: Mặt Trời bị Mặt Trăng che khuất nên ánh sáng Mặt Trời không đến được mặt đất 
D: Người quan sát đứng ở nửa sau Trái Đất, không được Mặt Trăng chiếu sáng
",Nguyên nhân nào dẫn ,đến hiện tượng nhật thức
"Ảnh ảo của vật tạo  [MASKED]
A: Lớn bằng vật 
B: Lớn hơn vật
C: Nhỏ hơn vật 
D: Nhỏ hơn ảnh tạo bởi gương cầu lồi
",Ảnh ảo của vật tạo ,bời gương cầu lõm là
"Âm không thể truyền trong  [MASKED]
A: Khoảng chân không 
B: Tường bê tông
C: Nước biển 
D: Tầng khí quyển bao quanh Trái Đất
",Âm không thể truyền trong ,môi trường nào dưới đây ?
"Chiếu một tia sáng lên một gương phẳng ta thu được một tia phản xạ  [MASKED]
A: $20^{\circ}$ 
B: $40^{\circ}$
C: $60^{\circ}$ 
D: $80^{\circ}$
",Chiếu một tia sáng lên một gương phẳng ta thu được một tia phản xạ ,tạo với tia tới một góc $80^{\circ}$. Góc tới có giá trị nào sau đây?
"Chiếu một tia sáng vuông góc với một gương phẳng.  [MASKED]
A: $0^{\circ}$ 
B: $45^{\circ}$
C: $90^{\circ}$ 
D: $180^{\circ}$
",Chiếu một tia sáng vuông góc với một gương phẳng. ,Góc phản xạ có giá trị nào sau đây ?
"Âm thanh được phát ra từ một nguồn âm dao động có tần số 250  [MASKED]
A: 25 dao động 
B: 50 dao động
C: 250 dao động 
D: 500 dao động
",Âm thanh được phát ra từ một nguồn âm dao động có tần số 250 ,Hz. Hỏi trong 2 giây nguồn âm này đã thực hiện được mấy dao động
"Một người nghe tiếng sét sau tia chớp 5 giây. Hỏi người đó đứng cách nơi  [MASKED]
A: 170m 
B: 340m
C: 1700m 
D: 1800m
",Một người nghe tiếng sét sau tia chớp 5 giây. Hỏi người đó đứng cách nơi ,xảy ra sét bao xa? Biết vận tốc truyền âm trong không khí là 340 m/s
"Trường hợp nào không liên quan  [MASKED]
A: Bóng đèn điện đang sáng. 
B: Nồi cơm điện đang hoạt động.
C: Thanh thủy tinh bị nhiễm điện khi cọ xát vào lụa. 
D: Máy vi tính đang hoạt động.
",Trường hợp nào không liên quan ,đến sự tồn tại của dòng điện?
"Một trong những biểu hiện về  [MASKED]
A: dòng điện qua bóng đèn làm bóng đèn phát sáng. 
B: dòng điện chạy qua vật dẫn làm vật dẫn nóng lên.
C: dòng điện làm quay kim nam châm đặt gần nó. 
D: dòng điện chạy qua máy sấy tóc làm cho máy quay và nóng lên.
",Một trong những biểu hiện về ,tác dụng từ của dòng điện là
"Trong các trường hợp dưới đây, trường hợp nào  [MASKED]
A: Dòng điện qua cái quạt làm cánh quạt quay. 
B: Dòng điện qua bếp điện làm cho bếp điện nóng lên.
C: Dòng điện chạy qua bóng đèn làm bóng đèn sáng lên. 
D: Dòng điện qua cơ thể sống gây co giật các cơ.
","Trong các trường hợp dưới đây, trường hợp nào ",biểu hiện tác dụng sinh lí của dòng điện?
"Trường hợp nào dưới đây  [MASKED]
A: Giữa hai đầu bóng đèn điện đang sáng. 
B: Giữa hai cực của một pin còn mới khi chưa mắc vào mạch.
C: Giữa hai cực của một pin là nguồn điện trong mạch kín. 
D: Giữa hai đầu bóng đèn điện có ghi 12V chưa mắc vào mạch.
",Trường hợp nào dưới đây ,có hiệu điện thế bằng không?
"Một bóng đèn điện có ghi 6V. Đặt vào  [MASKED]
A: bóng điện không sáng. 
B: bóng điện sáng bình thường.
C: bóng điện sáng hơn bình thường. 
D: bóng điện sáng tối hơn bình thường.
",Một bóng đèn điện có ghi 6V. Đặt vào ,hai đầu bóng điện một hiệu điện thế 6V thì
"Có thể làm nhiễm điện  [MASKED]
A: Có thể làm nhiễm điện nhiều vật bằng cách hơ nóng trên ngọn lửa 
B: Có thể làm nhiễm điện nhiều vật bằng cách thả vào cốc nước nóng
C: Có thể làm nhiễm điện nhiều vật bằng cách thả vào cốc nước lạnh 
D: Có thể làm nhiễm điện nhiều vật bằng cách cọ xát
",Có thể làm nhiễm điện ,một vật bằng cách nào?
"Chất nào sau đây thường được  [MASKED]
A: Vàng 
B: Đồng
C: Bạc 
D: Sắt
",Chất nào sau đây thường được ,dùng làm vật liệu dẫn điện?
"Dựa vào tác dụng nhiệt của dòng điện, người ta chế  [MASKED]
A: Điện thoại, quạt điện 
B: Mô tơ điện, máy bơm nước
C: Máy hút bụi, nam châm điện 
D: Bàn là, bếp điện
","Dựa vào tác dụng nhiệt của dòng điện, người ta chế ",tạo các thiết bị dùng trong sinh hoạt hàng ngày như
"Phát biểu nào sau đây là đúng khi nói về chiều của  [MASKED]
A: Dòng điện đi ra từ cực dương của pin qua các vật dẫn đến cực âm của pin. 
B: Dòng điện đi ra từ cực âm của pin qua các vật dẫn đến cực dương của pin.
C: Ban đầu, dòng điện đi ra từ cực dương của pin sau một thời gian dòng điện đổi theo chiều ngược lại. 
D: Dòng điện có thể chạy theo bất kì chiều nào.
",Phát biểu nào sau đây là đúng khi nói về chiều của ,dòng điện trong một mạch điện kín có dùng nguồn điện là pin?
"Số vôn ghi trên mỗi  [MASKED]
A: cho biết mức độ mạnh yếu của dòng điện 
B: Hiệu điện thế định mức để dụng cụ đó hoạt động bình thường
C: Cả hai câu A và B đều sai 
D: Cả hai câu A và B đều đúng
",Số vôn ghi trên mỗi ,dụng cụ điện cho biết
"Nên chọn Am pe kế nào dưới đây để đo cường độ dòng  [MASKED]
A: GHHĐ: 2A – ĐCNN:0,2 A 
B: GHHĐ: 500mA – ĐCNN: 10mA
C: GHHĐ: 200mA – ĐCNN: 5mA 
D: GHHĐ: 30A – ĐCNN: 1A
",Nên chọn Am pe kế nào dưới đây để đo cường độ dòng ,điện có cường độ trong khoảng 15A tới 25A chạy qua quạt điện?
"Trong đoạn mạch mắc song song, hiệu  [MASKED]
A: Bằng tổng hiệu điện thế giữa các đoạn mạch rẽ 
B: Bằng hiệu điện thế giữa hai đầu các đoạn mạch rẽ
C: Bằng tích hiệu điện thế giữa hai đầu các đoạn rẽ 
D: Bằng hai lần tổng các hiệu điện thế giữa hai đầu các đoạn mạch rẽ
","Trong đoạn mạch mắc song song, hiệu ",điện thế giữa hai đầu đoạn mạch
"Chỉ được làm thí nghiệm với các  [MASKED]
A: Dưới 40V 
B: Dưới 50V
C: Dưới 60V 
D: Dưới 70V
",Chỉ được làm thí nghiệm với các ,nguồn điện có hiệu điện thế ?
"Khi thấy người bị điện giật thì  [MASKED]
A: Dùng tay nắm nạn nhân kéo nhanh ra khỏi nguồn điện 
B: Dùng tay kéo cơ thể ra khỏi nạn nhân
C: Gọi cho công nhân điện lực đến cứu 
D: Dùng cây khô tách nạn nhân ra khỏi nguồn điện hoặc đóng cầu dao điện
",Khi thấy người bị điện giật thì ,cần làm những việc nào sau đây:
"Đối với bình thông nhau, mặt thoáng của chất  [MASKED]
A: Tiết diện của các nhánh bằng nhau 
B: Các nhánh chứa cùng một loại chất lỏng đứng yên
C: Độ dày của các nhánh như nhau. 
D: Độ dài của các nhánh bằng nhau.
","Đối với bình thông nhau, mặt thoáng của chất ",lỏng trong các nhánh ở cùng một độ cao khi
"Khi nói trái đất quay quanh mặt  [MASKED]
A: Mặt Trời 
B: Trái Đất
C: Ngôi sao 
D: Một vật trên mặt đất
",Khi nói trái đất quay quanh mặt ,"trời, ta đã chọn vật nào làm mốc?"
"một thùng đựng nước đầy cao 80 cm. Áp suất tại điểm A cách  [MASKED]
A: $8000N/m^{2}$ 
B: $2000N/m^{2}$
C: $6000N/m^{2}$ 
D: $60000N/m^{2}$
",một thùng đựng nước đầy cao 80 cm. Áp suất tại điểm A cách ,đáy 20 cm là bao nhiêu? Biết trọng lượng riêng của nước là $10000N/m^{2}$
"Vận tốc của ô tô là 40 km/h, của xe máy là , của xe máy là 11.6 m/s,  [MASKED]
A: Xe máy - ô tô - tàu hỏa 
B: Ô tô - tàu hỏa - Xe máy
C: Tàu hỏa - xe máy - ô tô 
D: Tàu hỏa - ô tô - xe máy.
","Vận tốc của ô tô là 40 km/h, của xe máy là , của xe máy là 11.6 m/s, ",của tàu hỏa là 600m/phút. Cách sắp xếp theo thứ tự vận tốc giảm dần nào sau đây là đúng.
"Hút bớt không khí trong một vỏ hộp đựng sữa bằng  [MASKED]
A: Vì không khí bên trong hộp sữa bị co lại 
B: Vì áp suất không khí bên trong hộp nhỏ hơn áp suất ở ngoài.
C: Vì hộp sữa chịu tác dụng của nhiệt độ. 
D: Vì vỏ hộp sữa rất mềm.
",Hút bớt không khí trong một vỏ hộp đựng sữa bằng ,"giấy, ta thấy vỏ hộp bị bẹp theo nhiều phía ?"
"Trường hợp nào sau đây  [MASKED]
A: Ma sát giữa đế giày và nền nhà. 
B: Ma sát giữa thức ăn và đôi đũa.
C: Ma sát giữa bánh xe và trục quay. 
D: Ma sát giữa dây và ròng rọc
",Trường hợp nào sau đây ,ma sát là có hại?
"Một nười có khối lượng 60kg, đứng trên mặt đất. Diện tích 2  [MASKED]
A: $20N/m^{2}$ 
B: $200N/m^{2}$
C: $2000N/m^{2}$ 
D: $20000N/m^{2}$
","Một nười có khối lượng 60kg, đứng trên mặt đất. Diện tích 2 ",bàn chân là $3dm^{2}$. Áp suất người đó gây trên mặt đất là :
"Trong các chuyển động sau chuyển động  [MASKED]
A: Hòn đá lăn từ trên núi xuống. 
B: Xe máy chạy trên đường
C: Lá rơi từ trên cao xuống. 
D: Xe đạp chạy sau khi thôi không đạp xe nữa.
",Trong các chuyển động sau chuyển động ,nào là chuyển động do quán tính?
"Một người đi xe đạp trong 45 phút, với  [MASKED]
A: 3km 
B: 4km
C: 5km/h 
D: 9km
","Một người đi xe đạp trong 45 phút, với ",vận tốc 12km/h. Quảng đường người đó đi được là:
"Đối với bình thông nhau, mặt thoáng của chất  [MASKED]
A: Tiết diện của các nhánh bằng nhau. 
B: Các nhánh chứa cùng một loại chất lỏng đứng
C: Độ dày của các nhánh như nhau. 
D: Độ dài của các nhánh bằng nhau.
","Đối với bình thông nhau, mặt thoáng của chất ",lỏng trong các nhánh ở cùng một độ cao khi:
"Một người đi xe đạp trong 45 phút, với vận  [MASKED]
A: 3km 
B: 4km
C: 6km/h 
D: 9km
","Một người đi xe đạp trong 45 phút, với vận ",tốc 12km/h. Quãng đường người đó đi được là :
