Question,A,B,C,D,Answer,Grade
Có ý kiến cho rằng các văn bản Tôi đi học của Thanh Tịnh và Trong lòng mẹ của Nguyên Hồng rất khó tóm tắt. Hãy giải thích lí do?,Vì đây là những tác phẩm thiên về miêu tả diễn biến tâm trạng,Hai văn bản này không xây dựng cốt truyện và các sự kiện,"Hai văn bản trên tập trung diễn tả những suy nghĩ, cảm xúc, nội tâm của nhân vật, hơn nữa, trình tự sự việc lại không diễn tả theo trình tự khách quan mà theo mạch hồi ức hay tâm trạng của nhân vật","Cả A, B, C đều đúng",C,Ngữ văn 8
Mục đích của tóm tắt văn bản tự sự là gì?,Ghi lại một cách tương đối đầy đủ các chi tiết tiêu biểu của văn bản để người chưa đọc biết được các chi tiết của văn bản đó,Ghi lại một cách cẩn thận các sự kiện của văn bản để làm dẫn chứng trong bài nghị luận văn học,"Ghi lại một cách trung thành, chính xác nội dung chính của một văn bản nào đó để người đọc nắm được văn bản ấy",Ghi lại một cách đầy đủ diễn biến của câu chuyện để người chưa đọc hiểu được toàn bộ câu chuyện.,C,Ngữ văn 8
"Trong tác phẩm ""Tôi đi học"" của Thanh Tịnh thì những chi tiết cần chú ý khi tóm tắt là?",A. Tâm trạng của nhân vật tôi trong ngày đầu đến trường cùng mẹ - Lúc gặp ông Đốc - Lúc ra về - Sau này khi hồi tưởng lại (3),B. Cả (1) (2) (3) đều sai.,C. Tâm trạng của nhân vật tôi khi mỗi độ thu về - Khung cảnh sân trường làng Mĩ Lí - Ông Đốc đọc tên và tâm trạng của nhận vật tôi (1),"D. Tâm trạng của nhân vật tôi khi được mẹ dắt đến trường trong lần đầu tiên - Sự lo lắng trong ngày đầu tiên đi học của nhân vật tôi thể hiện khi đi đường, khi gặp người lạ, khi gặp ông Đốc - Cảm giác dư âm khi hồi tưởng lại của nhân vật tôi.",D,Ngữ văn 8
"Để tóm tắt được đoạn trích ""Đánh nhau với cối xay gió"" (trích ""Đôn Ki - hô - tê"" của Xéc-van-tec) cần phải nắm rõ những chi tiết quan trọng nào?",Chi tiết phát hiện ra những chiếc cối xay gió và nghĩ đấy là những tên khổng lồ - Cuộc chiến giữa Đôn Ki - hô - tê và cối xay gió - Chi tiết miêu tả hai thầy trò sau trận chiến.(2),Cuộc bàn luận giữa Đôn Ki - hô - tê và Xan-chô về những tên khổng lồ - Cuộc chiến giữa hai thầy trò và cối xay gió.,Chi tiết hai thầy trò phát hiện ra những chiếc cối xay gió - Cuộc chiến giữa Đôn Ki - hô - tê và những chiếc cối xay gió.,Cả (1) (2) (3) đều sai.,C,Ngữ văn 8
"Để tóm tắt được đoạn trích ""Tức nước vỡ bờ"" của Ngô Tất Tố cần phải nêu lên được những nhân vật quan trọng nào?",Anh Dậu - chị Dậu - tên cai lệ - người nhà ông lí.,Chị Dậu - bà cụ hàng xóm - tên cai lệ - mấy đứa con.,Anh Dậu - chị Dậu - mấy đứa con - người nhà ông lí.,Anh Dậu - bà cụ hàng xóm - chị Dậu - tên cai lệ.,A,Ngữ văn 8
Chọn một sự kiện phù hợp điền vào chỗ trống (dấu ba chấm) trong đoạn văn sau để được một văn bản tóm tắt đoạn trích “Tức nước vỡ bờ”?,"Chị đã kiên quyết cự tuyệt, giằng nắm bạc ném vào mặt hắn và du hắn ngã kềnh, chạy thoát về nhà","Chị Dậu gạt mạnh bàn tay bẩn thỉu của lão, vùng chạy ra ngoài sân, giữa lúc trời tối đen như mực","Giữa đình làng, tiếng kêu uất ức của chị vang lên thảm thiết","Chị Dậu tức quá liền liều mạng chống cự lại quyết liệt, đánh ngã cả cai lệ và người nhà lí trưởng",B,Ngữ văn 8
Cho các nội dung sau dùng để tóm tắt truyện ngắn Lão Hạc:,Lão Hạc kể với ông giáo về dự định bán chó và chuyện thằng con trai,Lão rất yêu thương con chó nhưng phải bán nó,Hôm sau lão báo cho ông Giáo việc bán chó với tâm trạng đau khổ,Lão gửi ông Giáo mảnh vườn và 30 đồng bạc để làm ma,B,Ngữ văn 8
Điền vào chỗ trống hợp lí: Ghi lại...,Một cách tương đối đầy đủ các chi tiết tiêu biểu của văn bản để người chưa đọc biết được các chi tiết của văn bản đó.,Một cách cẩn thận các sự kiện của văn bản để làm dẫn chứng trong bài nghị luận văn học.,"Một cách trung thành, chính xác nội dung chính của một văn bản nào đó để người đọc nắm được văn bản ấy.",Một cách đầy đủ diễn biến của câu chuyện để người chưa đọc hiểu được toàn bộ câu chuyện.,C,Ngữ văn 8
Nhân vật chính trong truyện An Dương Vương và Mị Châu – Trọng Thủy là ai?,"Mị Châu, Trọng Thủy, An Dương Vương",Rùa thần và chiếc nỏ thần,"Triệu Đà, An Dương Vương","Triệu Đà, Mị Châu, Trọng Thủy",C,Ngữ văn 8
Dòng nào nêu đúng và đủ các nhân vật có thể dựa vào đó để tóm tắt truyện Tấm Cám ?,Tấm và Cám,"Tấm, Cám và dì ghẻ","Tấm, Cám và vua","Tấm, Cám và bà lão hàng nước",B,Ngữ văn 8
Nhân vật chính trong đoạn trích Ra-ma buộc tội là ai?,Ra-ma,Xi-ta,Ra-ma và Xi-ta,"Ra-ma, Xi-ta và Lắc-ma-na",A,Ngữ văn 8
Cách tóm tắt văn bản tự sự dựa theo nhân vật chính như thế nào?,"Đọc kĩ văn bản, xác định nhân vật chính",Chọn được các sự việc cơ bản xảy ra với nhân vật chính và diễn biến của các sự việc đó,"Tóm tắt rõ các hành động, lời nói, tâm trạng của nhân vật theo diễn biến của cốt truyện (một vài chỗ có thể kết hợp dẫn nguyên văn từ ngữ, câu văn trong văn bản gốc).",Tất cả các đáp án trên,D,Ngữ văn 8
"Trong văn bản Cô bé bán diêm, các mộng tưởng của cô bé bán diêm mất đi khi nào?",A. Khi bà nội em hiện ra.,B. Khi trời sắp sáng.,C. Khi em bé nghĩ đến việc sẽ bị người cha mắng.,D. Khi các que diêm tắt.,B,Ngữ văn 8
Nhận định nào nói đúng nhất về tính chất của truyện Cô bé bán diêm?,Cô bé bán diêm là một truyện ngắn có hậu.,Cô bé bán diêm là một truyện cổ tích có hậu.,Cô bé bán diêm là một truyện cổ tích thần kì.,Cô bé bán diêm là một truyện ngắn có tính bi kịch.,A,Ngữ văn 8
An-đéc-xen nổi tiếng với loại truyện viết cho độc giả nào?,Những thuỷ thủ.,Dân nghèo thành thị.,Trẻ em.,Thị dân.,C,Ngữ văn 8
Bố cục của truyện Cô bé bán diêm gồm mấy phần?,Hai,Ba,Bốn,Năm,B,Ngữ văn 8
"Trong văn bản Cô bé bán diêm, mộng tưởng nào không hiện lên sau những lần quẹt diêm của cô bé?",Ngôi nhà xinh xắn có dây trường xuân bao quanh.,Lò sưởi bằng sắt có những hình nổi bằng đồng bóng nhoáng.,Bàn ăn thịnh soạn với khăn trải bàn trắng tinh; người bà và cảnh hai bà cháu bay lên trời.,Cây thông Nô-en được trang trí lộng lẫy.,C,Ngữ văn 8
"Các chi tiết: ""chui rúc trong một xó tối tăm"", ""luôn nghe những lời mắng nhiếc chửi rủa"", ""em không thể nào về nhà nếu không bán được ít bao diêm...nhất định là cha em sẽ đánh em"", ""bà em, người hiền hậu độc nhất đối với em, đã chết từ lâu"" cho ta biết những điều gì về cô bé bán diêm?",Cô có một hoàn cảnh nghèo khổ.,"Cô luôn bị người cha hành hạ, đánh đập.","Cô phải sống cô đơn, thiếu tình cảm.","Cả A, B, C đều đúng",D,Ngữ văn 8
Dòng nào đã nói lên chủ đề của đoạn văn trên?,Thực tế đã thay thế cho mộng tưởng.,"Chỉ có phố xá vắng teo, lạnh buốt.","Mấy người khách qua đường quần áo ấm áp vội vã đi đến những nơi hẹn hò, hoàn toàn lãnh đạm với cảnh nghèo khổ của em bé bán diêm.",Chẳng có bàn ăn thịnh soạn nào cả.,C,Ngữ văn 8
Từ “lãnh đạm” trong đoạn văn trên có nghĩa là gì?,Tỏ ra căm ghét và khinh thường,"Không có tình cảm yêu mến, quý trọng",Không có cảm giác hứng thú khi nhìn thấy,"Không biểu hiện tình cảm, tỏ ra không quan tâm đến",D,Ngữ văn 8
"Em bé đánh que diêm thứ tư, em bé nhìn thấy rõ ràng bà em đang mỉm cười với em. Khi em đánh tiếp những que diêm còn lại trong bao diêm, em thấy bà em to lớn và đẹp lão, bà em cầm lấy tay em, hai bà cháu vụt bay lên chầu Thượng đế.",Khao khát tình thương của bà trao cho.,Muốn được trường sinh bất tử.,"Muốn thoát khỏi cảnh ngộ đen tối 'chẳng còn đói rét, đau buồn nào đe doạ nào'.",Được gặp bà sống yên vui trong lòng bà.,A,Ngữ văn 8
Nhận định nào nói đúng nhất nội dung của truyện Cô bé bán diêm?,Kể về số phận bất hạnh của một em bé nghèo phải đi bán diêm cả vào đêm giao thừa.,"Gián tiếp nói lên bộ mặt của xã hội nơi cô bé bán diêm sống, đó là một cõi đời không có tình người.",Thể hiện niềm thương cảm của nhà văn đối với những em bé nghèo khổ.,"Cả A, B, C đều đúng",A,Ngữ văn 8
"Trong tác phẩm Cô bé bán diêm, em bé quẹt que diêm thứ nhất, em bé tưởng chừng ngồi trước một lò sưởi. Ý nào nói đúng về mộng tưởng đó?",Em mơ về một mái ấm gia đình.,Em nhớ tới ngọn lửa mà bà nhen nhóm năm xưa.,"Đang trải qua lạnh giá rét mướt, em mơ được sưởi ấm.","Em mơ ngọn lửa và hơi ấm lò sưởi xua tan cảnh tăm tối, lạnh lẽo của đời mình.",D,Ngữ văn 8
Nội dung mà tác giả muốn làm nổi bật trong câu văn sau là gì?,Mọi người không biết vì sao cô bé bán diêm lại chết.,Sự thông cảm của mọi người trước cái chết của cô bé bán diêm.,Sự xót xa của mọi người trước cái chết của cô bé bán diêm.,Mọi người không hiểu điều kì diệu mà cô bé bán diêm khao khát.,D,Ngữ văn 8
"Trong văn bản Cô bé bán diêm, các mộng tưởng của cô bé bán diêm mất đi khi nào?",A. Khi bà nội em hiện ra.,B. Khi trời sắp sáng.,C. Khi em bé nghĩ đến việc sẽ bị người cha mắng.,D. Khi các que diêm tắt.,A,Ngữ văn 8
An-đéc-xen sống ở thế kỷ nào?,XVII,XVIII,XIX,XX,C,Ngữ văn 8
Đâu là đặc điểm văn chương của An-đéc-xen?,"Biểu hiện một tâm hồn tự do, hào phóng","Hình ảnh thơ thường mang tính chất tươi sáng, kì vĩ",Ngôn ngữ tự nhiên mà điêu luyện,"Nhẹ nhàng, thơ mộng, giàu tình yêu thương",A,Ngữ văn 8
Đâu không phải là sáng tác của nhà văn?,Cô bé bán diêm,Bầy chim thiên nga,Nàng tiên cá,Thạch Sanh,D,Ngữ văn 8
Điều nào sau đây không đúng về gia cảnh của cô bé bán diêm?,"Gia đình sa sút, gia sản tiêu tan, phải rời khỏi chỗ ở đẹp đẽ, ấm cúng ngày trước.","Cô bé mồ côi mẹ, bà mất và chỉ ở với người cha",Người cha yêu thương cô bé hết lòng.,Cô phải đi bán diêm kiếm sống,C,Ngữ văn 8
"Văn bản ""Cô bé bán diêm"" thuộc thể loại gì?",Tiểu thuyết,Tùy bút,Truyện cổ tích,Truyện thần thoại,B,Ngữ văn 8
"Bố cục của truyện ""Cô bé bán diêm"" gồm mấy phần?",Hai,Ba,Bốn,Năm,B,Ngữ văn 8
Đâu không phải là giá trị nghệ thuật của truyện Cô bé bán diêm?,Trí tưởng tượng bay bổng,Đan xen yếu tố thật và mộng tưởng,"Giọng điệu hùng tráng, mãnh liệt, đầy cảm xúc","Kết hợp tự sự, miêu tả, biểu cảm",C,Ngữ văn 8
"Văn bản ""Cô bé bán diêm"" phê phán đối tượng nào trong xã hội?",Những người giàu có,Những kẻ vô ơn,Những người vô cảm,Những người bất lịch sự,A,Ngữ văn 8
Nhận định nào nói đúng nội dung của truyện Cô bé bán diêm?,"Gián tiếp nói lên bộ mặt của xã hội nơi cô bé bán diêm sống, đó là một cõi đời không có tình người.",Thể hiện niềm thương cảm của nhà văn đối với những em bé nghèo khổ.,Kể về số phận bất hạnh của một em bé nghèo phải đi bán diêm cả vào đêm giao thừa.,"Cả A, B, C đều đúng.",D,Ngữ văn 8
Bối cảnh truyện Cô bé bán diêm diến ra khi nào?,Đêm noel,Đêm giao thừa,Sinh nhật cô bé,Giỗ bà ngoại,B,Ngữ văn 8
"Trong đêm giao thừa, cô bé bán diêm đang làm gì?",Trang trí nhà cửa đón năm mới,Quây quần bên người thân đợi giao thừa,Đang lang thang ngoài đường phố bán diêm,Đang ăn bánh cùng bà nội,C,Ngữ văn 8
"Em bé đánh que diêm thứ tư, em bé ""nhìn thấy rõ ràng bà em đang mỉm cười với em"". Khi em đánh tiếp những que diêm còn lại trong bao diêm, em thấy bà em to lớn và đẹp lão, bà em cầm lấy tay em, hai bà cháu vụt bay lên chầu Thượng đế",Khao khát tình thương của bà trao cho.,Muốn được trường sinh bất tử.,"Muốn thoát khỏi cảnh ngộ đen tối ""chẳng còn đói rét, đau buồn nào đe doạ nào"".",Được gặp bà sống yên vui trong lòng bà.,A,Ngữ văn 8
"Cho câu sau: Tôi chỉ ốm có một trận đấy thôi. Một trận đúng hai tháng mười tám ngày, ông giáo ạ! (Nam Cao) Câu trên có mấy trợ từ?",Hai,Ba,Bốn,Năm,A,Ngữ văn 8
Trợ từ là gì?,"Là những từ dùng làm dấu hiệu biểu lộ cảm xúc, tình cảm, thái độ của người nói hoặc dùng để gọi đáp.","Là những từ chuyên đi kèm một từ ngữ trong câu, dùng để nhấn mạnh hoặc biểu thị thái độ đánh giá sự vật, sự việc được nói đến ở từ ngữ đó.",Là những từ đọc giống nhau nhưng có ý nghĩa khác nhau.,Là những từ đi sau động từ hoặc tính từ để bổ nghĩa cho động từ hoặc tính từ.,D,Ngữ văn 8
"Trong những từ in đậm ở các câu sau, từ nào không phải là trợ từ?","Cảnh vật chung quanh tôi đều thay đổi, vì chính lòng tôi đang có sự thay đổi lớn: hôm nay tôi đi học.",Chính lúc này toàn thân các cậu cũng đang run run theo nhịp bước rộn ràng trong các lớp.,Xe kia rồi! Lại cả ông Toàn quyền đây rồi!,Những người nghèo nhiều tự ái vẫn thường như thế.,D,Ngữ văn 8
"Các từ in đậm trong những câu sau, từ nào không phải là trợ từ?","Những ý tưởng ấy tôi chưa lần nào ghi lên giấy, vì hồi ấy tôi không biết ghi ...",Một người đau chân có lúc nào quên được cái chân đau của mình để nghĩ đến một cái gì khác đâu?,Nó vợ con chưa có.,Vì chung quanh là những cậu bé vụng về lúng túng như tôi cả.,C,Ngữ văn 8
"Khi sử dụng thán từ gọi đáp, cần chú ý đến những điểm gì?",Đối tượng giao tiếp,Ngữ điệu,Cả A và B đúng,Cả A và B sai,B,Ngữ văn 8
Thán từ là gì?,"Là những từ dùng để nhấn mạnh hoặc biểu thị thái độ đánh giá sự vật, sự việc được nói đến trong câu.","Là những từ làm dấu hiệu biểu lộ cảm xúc, tình cảm, thái độ của người nói hoặc dùng để gọi đáp.",Là những từ đọc giống nhau nhưng có ý nghĩa khác nhau.,Là những từ dùng để nối các vế câu trong một câu ghép.,A,Ngữ văn 8
"Trong những từ ngữ in đậm ở các câu sau, từ nào là thán từ?",Hồng!,"Không, ông giáo ạ!","Vâng, cháu cũng đã nghĩ như cụ.","Cảm ơn cụ, nhà cháu đã tỉnh táo như thường.",A,Ngữ văn 8
"Cho câu văn: “Này! Ông giáo ạ! Cái giống nó cũng khôn! Nó cứ làm in như trách tôi; nó kêu ư ử, nhìn tôi, như muốn bảo tôi rằng: “A! Lão già tệ lắm!...” (Lão Hạc – Nam Cao) Từ này trong phần trích “Này! Ông giáo ạ!” thuộc từ loại nào dưới đây?",Thán từ.,Phó từ.,Tình thái từ.,Trợ từ.,A,Ngữ văn 8
"Từ chao ôi trong câu văn: “Chao ôi! Đối với những người ở quanh ta, nếu ta không cố tìm mà hiểu họ, thì ta chỉ thấy họ gàn dở, ngu ngốc, bần tiện, xấu xa, bỉ ổi,… toàn những cớ để cho ta tàn nhẫn; không bao giờ ta thấy họ là những người đáng thương; không bao giờ ta thương….” (Lão Hạc) Bộc lộ cảm xúc gì của nhà văn?",Than thở vì xúc động mạnh.,Than thở vì bất lực.,Than thở vì đau đớn.,"Cả A, B, C đều sai.",A,Ngữ văn 8
Câu văn nào trong đoạn văn trên có chứa thán từ?,A. Trời ơi!,B. Ngày mai con chơi với ai?,C. Khốn nạn thân con thế này?,D. Con ngủ với ai?,A,Ngữ văn 8
Tìm các trợ từ trong đoạn văn trên?,Chỉ có,"Chỉ có, những","Chỉ có, những, đầy","Cả A, B, C đều sai",A,Ngữ văn 8
Thán từ trong đoạn văn trên dùng để bộc lộ cảm xúc gì của cái Tí?,Biểu lộ sự than thở vì bất lực,Biểu lộ sự ngạc nhiên,Biểu lộ sự nghi ngờ,Biểu lộ sự chua chát,A,Ngữ văn 8
"Trong những từ ngữ in đậm ở các câu sau, từ nào là thán từ?",Mày,Không,Vâng,Cảm,A,Ngữ văn 8
Tìm các trợ từ trong đoạn văn trên?,Chỉ,"Chỉ, nguyện","Chỉ, nguyện, đầy","Cả A, B, C đều sai",C,Ngữ văn 8
Đoạn văn trên có bao nhiêu thán từ?,Một,Hai,Ba,Bốn,B,Ngữ văn 8
Đâu là đáp án chứa thán từ gọi đáp?,"a, ái, ơ, ô hay, than ôi","này, ơi, vâng, dạ, ừ","đích, chính, những, có","a, ái, ơ, đích, chính",A,Ngữ văn 8
Tìm thán từ trong câu sau: “Chao ôi! Lạ hương cốm Rồi lòng ta thế ư? Thương bạn khi nằm xuống Sao trời chưa sang thu”.,Chao ôi,Thế ư,Chưa,Cả A và B,D,Ngữ văn 8
"Trong những từ in đậm ở các câu sau, từ nào không phải là trợ từ?",Chính,chính,như,cả,C,Ngữ văn 8
Tìm thán từ trong câu sau: “Đã dậy rồi hả trầu? Ta hái vài lá nhé Cho bà và cho mẹ Đừng lụi đi trầu ơi!” (Đánh thức trầu - Trần Đăng Khoa),Nhé,Ơi,"Nhé, Ơi",đi,B,Ngữ văn 8
"Trong các văn bản tự sự, yếu tố miêu tả có vai trò và ý nghĩa như thế nào đối sự việc được kể?",Làm cho sự việc được kể ngắn gọn hơn,Làm cho sự việc được kể đơn giản hơn,Làm cho sự việc được kể đầy đủ hơn,Làm cho sự việc được sinh động và hiện lên như thật,D,Ngữ văn 8
"Trong đoạn văn sau, câu nào không có yếu tố miêu tả?",Mặt lão đột nhiên co rúm lại,"Những vết nhăn xô lại với nhau, ép cho nước mắt chảy ra",Cái đầu lão ngoẹo về một bên và cái miệng móm mém của lão mếu như con nít.,Lão hu hu khóc...,D,Ngữ văn 8
Những câu nào có chứa yếu tố miêu tả?,"Câu (1), (3), (4), (9), (10), (12), (13)","Câu (1), (3), (9), (10), (12), (13)","Câu (1), (3), (9), (10), (11), (12), (13)","Câu (3), (9), (10)",C,Ngữ văn 8
Những câu nào có chứa yếu tố biểu cảm?,"Câu (4), (12), (14)","Câu (11), (14)","Câu (4), (11), (12), (14)","Cả A, B, C đều sai",C,Ngữ văn 8
"Các yếu tố miêu tả, biểu cảm được đặt ở vị trí như thế nào?","Đứng riêng lẻ, không liên quan đến các yếu tố tự sự",Được đan xen vào các yếu tố tự sự,"Luôn đứng sau để bổ sung nội dung, ý nghĩa cho các yếu tố tự sự",Luôn đứng trước các yếu tố tự sự,B,Ngữ văn 8
"Nếu bỏ hết các yếu tố miêu tả và biểu cảm trong đoạn văn trên, ta được đoạn văn mới như thế nào?","Xe chạy. Mẹ vẫy tôi. Tôi chạy theo. Mẹ kéo tôi lên xe. Tôi khóc. Mẹ cũng sụt sùi. Tôi ngồi bên mẹ, nhìn ngắm mẹ. Tôi không còn nhớ hai mẹ con hỏi và đáp những gì.","Mẹ tôi vẫy tôi. Tôi chạy theo chiếc xe chở mẹ. Mẹ kéo tôi lên xe. Tôi òa khóc. Mẹ tôi khóc theo. Tôi ngồi bên mẹ, ngả đầu và cánh tay mẹ, quan sát gương mặt mẹ.",Cả A và B đều đúng,Cả A và B đều sai,C,Ngữ văn 8
"Nếu bỏ hết các yếu tố miêu tả và biểu cảm, chỉ còn lại yếu tố tự sự thì việc kể chuyện trong đoạn văn sẽ như thế nào?","Trở nên rất khô khan, thiếu sinh động, tình cảm",Tính cách của nhân vật không được thể hiện cụ thể rõ nét,Cả A và B đều đúng,Cả A và B đều sai,C,Ngữ văn 8
Chỉ ra các câu văn chứa yếu tố miêu tả trong đoạn văn trên?,A. Câu (1),B. Câu (2),C. Cả 2 câu,D. Đoạn văn không có chứa yếu tố miêu tả và biểu cảm,C,Ngữ văn 8
"Trong các văn bản tự sự, yếu tố biểu cảm có vai trò gì?",Giúp cho người viết thể hiện được thái độ của mình đối với sự việc được kể,Giúp cho người viết hiểu được một cách sâu sắc về sự việc được kể,Giúp cho người viết hiểu được một cách toàn diện về sự việc được kể,"Giúp sự việc được kể hiện lên một cách sinh động, phong phú",A,Ngữ văn 8
"Trong văn bản tự sự, khi muốn làm cho chi tiết, hành động, cảnh vật, con người và sự việc trở nên sinh động, cần sử dụng kết hợp các yếu tố nào?",Miêu tả,Biểu cảm,Thuyết minh,Nghị luận,B,Ngữ văn 8
"Yếu tố miêu tả cảnh vật, nhân vật, sự việc giúp việc kể chuyện trở nên như thế nào?",Làm lấn át đi các sự việc được kể ở trong câu chuyện.,Tô điểm thêm cho việc kể chuyện cho nổi bật.,Không có tác dụng gì.,Cả ba đáp án trên đều sai.,B,Ngữ văn 8
Đoạn trích trên tả gì?,Tả Thúy Vân,Tả Thúy Kiều,Tả cảnh,Không có yếu tố miêu tả,B,Ngữ văn 8
Nhận định nào sau nói đúng nhất đối tượng của miêu tả nội tâm,Những ý nghĩ của nhân vật,Những cảm xúc của nhân vật,Những diễn biến tâm trạng của nhân vật,Tát cả đều đúng,D,Ngữ văn 8
Đoạn văn sau sử dụng phương thức biểu đạt nào?,Tự sự kết hợp miêu tả ngoại hình,Tự sự kết hợp miêu tả nội tâm,Tự sự kết hợp lập luận,Lập luận kết hợp miêu tả nội tâm,B,Ngữ văn 8
Câu thơ sau có sự kết hợp giữa các phương thức biểu đạt nào?,Tự sự kết hợp miêu tả ngoại hình,Tự sự kết hợp miêu tả nội tâm,Tự sự kết hợp lập luận,Lập luận kết hợp miêu tả nội tâm,B,Ngữ văn 8
Muốn phát biểu suy nghĩ cảm xúc đối với đời sống xung quanh hãy dùng phương thức nào để để gợi ra đối tượng tả và gửi gắm cảm xúc?,"miêu tả, biểu cảm","tự sự, miêu tả","nhị luận, chứng minh","lập luận, miêu tả",A,Ngữ văn 8
Nội dung chủ yếu của đoạn văn trên là gì?,Miêu tả vẻ đẹp của rừng núi Sa Pa buổi sớm mai,Miêu tả vẻ đẹp của những cô sơn nữ ở Sa Pa,Bộc lộ cảm xúc của tác giả trước cảnh sắc và hương vị của Sa Pa,Kể lại kỉ niệm về một chuyến đi tham quan Sa Pa,C,Ngữ văn 8
Câu nào chứa yếu tố tự sự?,Trời nắng ấm trông cứ như là ngọc lưu li vậy,"Gió từ trên đỉnh cao thổi xuống làm rung động những cành cây, hoa đào rơi lả tả trên cỏ xanh như một cơn mưa màu sắc.","Vừa lúc đó có một đoàn ba cô nàng, cưỡi ngựa thồ, vắt chân về một bên đi nhởn nhơ dưới trận mưa hoa, vừa nói chuyện vừa ngửa mặt lên trời cười","Hoa đào vương vào tóc, rủ lên vai áo, làm bật cái cạp và cái nẹp, trông y như thể ba cô tiên nữ",C,Ngữ văn 8
Yếu tố miêu tả có ý nghĩa gì trong đoạn văn?,"Giới thiệu câu chuyện, sự việc","Khêu gợi tình cảm, cảm xúc","Miêu tả tình cảm, cảm xúc","Miêu tả phong cảnh, sự việc",D,Ngữ văn 8
Hình ảnh nào gây ấn tượng mạnh mẽ tới tác giả về cảnh sắc ở Sa Pa?,Rừng đào Sa Pa,Gió núi Sa Pa,Những cô sơn nữ cưỡi ngựa thồ,Những cô sơn nữ dưới trận mưa hoa đào,D,Ngữ văn 8
Sử dụng yếu tố tự sự và miêu tả trong văn bản biểu cảm nhằm mục đích?,"gợi cảm xúc, do cảm xúc chi phố và kể chuyện, miêu tả đầy đủ sự việc, phong cảnh.","nhằm mục đích kể chuyện, miêu tả đầy đủ sự việc, phong cảnh.","gợi cảm xúc, do cảm xúc chi phối chứ không nhằm mục đích kể chuyện, miêu tả đầy đủ sự việc, phong cảnh.",Tất cả các ý trên đều sai,A,Ngữ văn 8
Tác dụng của các yếu tố miêu tả và biểu cảm trong đoạn văn trên là gì?,Giúp cho việc kể chuyện sinh động và sâu sắc hơn,"Diễn tả một cách chi tiết, cụ thể và đậm nét những điều đã gợi lên trong lòng nhân vật 'tôi' kỉ niệm về buổi tựu trường đầu tiên: thời tiết cuối thu, lá rụng ngoài đường nhiều, trên không có những đám mây bàng bạc",Tô đậm tâm trạng khi nhớ lại về kỉ niệm ngày đầu tiên đi học mà tác giả không thể nào quên được,"Cả A, B, C đều đúng",D,Ngữ văn 8
Những câu nào có chứa yếu tố biểu cảm?,Câu (1) và (2),Câu (3) và (4),Câu (4) và (5),Câu (5) và (6),A,Ngữ văn 8
"Theo em, vì sao Đôn Ki-hô-tê không để ý đến chuyện ăn, ngủ?",Vì Đôn Ki-hô-tê muốn nhường đồ ăn và canh gác cho Xan-chô Pan-xa ngủ.,Vì Đôn Ki-hô-tê không muốn có thói quen sinh hoạt như người bình thường.,"Vì Đôn Ki-hô-tê muốn mình giống với các hiệp sĩ giang hồ khác, chỉ nghĩ đến tình nương là đủ.",Tất cả đều đúng.,A,Ngữ văn 8
Xéc-van-tét là nhà văn nước nào?,Đan Mạch,Mỹ,Tây Ban Nha,Bồ Đào Nha,A,Ngữ văn 8
Đoạn trích Đánh nhau với cối xay gió được kể bằng lời của ai?,Đôn Ki-hô-tê,Xéc-van-tét,Xan-chô Pan-xa,Các nhân vật khác,A,Ngữ văn 8
Nhận xét nào đúng nhất về tiểu thuyết Đôn Ki-hô-tê của Xéc-van-tét?,Là một tiểu thuyết nhại lại tiểu thuyết hiệp sĩ để chế giễu loại tiểu thuyết này.,Là một tiểu thuyết hiệp sĩ nhằm ca ngợi hiệp sĩ Đôn Ki-hô-tê.,Là một tiểu thuyết viết về giới quý tộc ở Tây Ban Nha thế kỉ XVI.,Là một tiểu thuyết viết về mối quan hệ giữa giới quý tộc và nông dân ở Tây Ban Nha thế kỉ XVI.,A,Ngữ văn 8
Dòng nào nói đầy đủ nhất về ý nghĩa phổ biến của từ hiệp sĩ?,Là người có sức mạnh,Là một người có lòng hào hiệp,Là người hay bênh vực kẻ yếu trong xã hội cũ,"Cả A, B, C đều đúng",C,Ngữ văn 8
Nội dung tư tưởng của đoạn trích Đánh nhau với cối xay gió là gì?,"Thông qua sự việc đánh nhau với cối xay gió, tác giả muốn thể hiện Đôn Ki-hô-tê vừa là một người đáng trách, vừa là một người đáng thương.","Thông qua sự việc đánh nhau với cối xay gió, tác giả muốn làm rõ sự tương phản về mọi mặt giữa Đôn Ki-hô-tê và Xan-chô Pan-xa.","Thông qua sự việc đánh nhau với cối xay gió, tác giả muốn nói lên những nét khác thường trong suy nghĩ và hành động của Đôn Ki-hô-tê.","Thông qua sự việc đánh nhau với cối xay gió, tác giả muốn ca ngợi tính cách dũng cảm của Đôn Ki-hô-tê.",A,Ngữ văn 8
"Trong đoạn trích Đánh nhau với cối xay gió, bản thân Đôn Ki-hô-tê tự đánh giá cuộc giao tranh của mình với những chiếc cối xay gió như thế nào?",Là một cuộc giao tranh lớn.,Là một cuộc giao tranh cân bằng giữa hai đối thủ.,Là một cuộc giao tranh không phân thắng bại.,Là một cuộc giao tranh điên cuồng và không cân sức.,D,Ngữ văn 8
