Question,Label,Fed_prompt
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Nội dung nào sau đây phản ánh sự suy yếu về chính trị của nhà Trần vào cuối thế kỉ XIV?
### Lựa chọn:
A: Chính quyền trung ương tê liệt; đất nước bị chia cắt, loạn lạc. 
B: [MASKED]
C: Nhà Trần bất lực trước các cuộc tấn công của Chămpa. 
D: Nhà Minh xâm lược và áp đặt ách đô hộ lên Đại Việt.","Nhà Trần phải thần phục, cống nạp sản vật cho Chân Lạp.","### Câu hỏi: Nội dung nào sau đây phản ánh sự suy yếu về chính trị của nhà Trần vào cuối thế kỉ XIV?
### Lựa chọn:
A: Chính quyền trung ương tê liệt; đất nước bị chia cắt, loạn lạc.
B:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Nội dung nào sau đây phản ánh sự suy yếu về chính trị của nhà Trần vào cuối thế kỉ XIV?
### Lựa chọn:
A: A. Nhà Trần bất lực trước các yêu sách ngang ngược của nhà Minh. 
B: B. Chính quyền trung ương tê liệt; đất nước bị chia cắt, loạn lạc.
C: [MASKED] 
D: D. Nhà Minh xâm lược và áp đặt ách đô hộ lên Đại Việt.","C. Nhà Trần phải thần phục, cống nạp sản vật cho Chân Lạp.","### Câu hỏi: Nội dung nào sau đây phản ánh sự suy yếu về chính trị của nhà Trần vào cuối thế kỉ XIV?
### Lựa chọn:
A: A. Nhà Trần bất lực trước các yêu sách ngang ngược của nhà Minh.
B: B. Chính quyền trung ương tê liệt; đất nước bị chia cắt, loạn lạc.
C:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Nội dung nào sau đây không phản ánh đúng tình hình chính trị ở Đại Việt vào cuối thế kỉ XIV?
### Lựa chọn:
A: Tầng lớp quý tộc Trần cũng suy thoái, không còn giữ kỉ cương, phép nước. 
B: [MASKED]
C: Nhà Minh gây sức ép, hạch sách đòi cống nạp, đe doạ xâm lược Đại Việt. 
D: Đại Việt và Chăm-pa duy trì mối quan hệ ngoại giao hòa hảo, tốt đẹp.","Vua, quan lại sa vào ăn chơi, hưởng lạc, không quan tâm việc triều chính.","### Câu hỏi: Nội dung nào sau đây không phản ánh đúng tình hình chính trị ở Đại Việt vào cuối thế kỉ XIV?
### Lựa chọn:
A: Tầng lớp quý tộc Trần cũng suy thoái, không còn giữ kỉ cương, phép nước.
B:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Nội dung nào sau đây không phản ánh đúng những yêu cầu khách quan đặt ra cho nhà nước Đại Việt vào cuối thế kỉ XIV?
### Lựa chọn:
A: Xây dựng, củng cố đất nước về mọi mặt. 
B: Giải quyết khủng hoảng kinh tế - xã hội.
C: [MASKED] 
D: Duy trì các chính sách cai trị cũ để ổn định đất nước.",Thủ tiêu những yếu tố cát cứ của quý tộc Trần.,"### Câu hỏi: Nội dung nào sau đây không phản ánh đúng những yêu cầu khách quan đặt ra cho nhà nước Đại Việt vào cuối thế kỉ XIV?
### Lựa chọn:
A: Xây dựng, củng cố đất nước về mọi mặt.
B: Giải quyết khủng hoảng kinh tế - xã hội.
C:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Một trong những chính sách cải cách trên lĩnh vực kinh tế của Hồ Quý Ly là
### Lựa chọn:
A: ban hành tiền đồng thay thế cho tiền giấy. 
B: phát hành tiền đồng ""Thái Bình hưng bảo"".
C: ban hành tiền giấy thay thế cho tiền đồng. 
D: [MASKED]","phát hành tiền giấy ""Việt Nam đồng"".","### Câu hỏi: Một trong những chính sách cải cách trên lĩnh vực kinh tế của Hồ Quý Ly là
### Lựa chọn:
A: ban hành tiền đồng thay thế cho tiền giấy.
B: phát hành tiền đồng ""Thái Bình hưng bảo"".
C: ban hành tiền giấy thay thế cho tiền đồng.
D:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Hồ Quý Ly ban hành chính sách hạn điền và hạn nô nhằm mục đích gì?
### Lựa chọn:
A: Thúc đẩy sản xuất nông nghiệp. 
B: Hạn chế thế lực của quý tộc Trần.
C: Chia ruộng đất công cho nông dân nghèo. 
D: [MASKED]",Thúc đẩy thủ công nghiệp và thương nghiệp.,"### Câu hỏi: Hồ Quý Ly ban hành chính sách hạn điền và hạn nô nhằm mục đích gì?
### Lựa chọn:
A: Thúc đẩy sản xuất nông nghiệp.
B: Hạn chế thế lực của quý tộc Trần.
C: Chia ruộng đất công cho nông dân nghèo.
D:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Chính sách hạn điền của Hồ Quý Ly được hiểu là việc
### Lựa chọn:
A: khuyến khích nhân dân đi khai hoang lập ấp 
B: cho phép quý tộc lập các điền trang rộng lớn
C: hạn chế sở hữu ruộng đất quy mô lớn của tư nhân 
D: [MASKED]","cho phép vương hầu, quý tộc mộ dân đi khai hoang","### Câu hỏi: Chính sách hạn điền của Hồ Quý Ly được hiểu là việc
### Lựa chọn:
A: khuyến khích nhân dân đi khai hoang lập ấp
B: cho phép quý tộc lập các điền trang rộng lớn
C: hạn chế sở hữu ruộng đất quy mô lớn của tư nhân
D:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Nội dung nào sau đây không phải là cải cách trên lĩnh vực chính trị - hành chính của Hồ Quý Ly?
### Lựa chọn:
A: Thông qua thi cử để tuyển chọn người đỗ đạt, bổ nhiệm quan lại. 
B: [MASKED]
C: Dời đô từ Thăng Long về thành An Tôn (Tây Đô, Thanh Hóa). 
D: Đặt chức Hà đê sứ ở các lộ để quản mọi việc trong phủ, châu.",Thống nhất bộ máy hành chính từ trung ương đến địa phương.,"### Câu hỏi: Nội dung nào sau đây không phải là cải cách trên lĩnh vực chính trị - hành chính của Hồ Quý Ly?
### Lựa chọn:
A: Thông qua thi cử để tuyển chọn người đỗ đạt, bổ nhiệm quan lại.
B:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Nội dung nào sau đây là cải cách trên lĩnh vực quân sự - quốc phòng của Hồ Quý Ly?
### Lựa chọn:
A: Xây dựng phòng tuyến chống giặc Minh trên sông Như Nguyệt. 
B: [MASKED]
C: Bố trí mai phục và đóng cọc gỗ trên sông Bạch Đằng. 
D: Dời đô từ thành An Tôn (Thanh Hóa) về Thăng Long.","Chế tạo nhiều loại vũ khí mới: súng thần cơ, cổ lâu thuyền, …","### Câu hỏi: Nội dung nào sau đây là cải cách trên lĩnh vực quân sự - quốc phòng của Hồ Quý Ly?
### Lựa chọn:
A: Xây dựng phòng tuyến chống giặc Minh trên sông Như Nguyệt.
B:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Công trình kiến trúc nào thời nhà Hồ đã được UNESCO công nhận là Di sản thế giới vào năm 2011?
### Lựa chọn:
A: Hoàng thành Thăng Long. 
B: Thành nhà Hồ.
C: Phố cổ Hội An. 
D: [MASKED]",Văn Miếu - Quốc Tử Giám.,"### Câu hỏi: Công trình kiến trúc nào thời nhà Hồ đã được UNESCO công nhận là Di sản thế giới vào năm 2011?
### Lựa chọn:
A: Hoàng thành Thăng Long.
B: Thành nhà Hồ.
C: Phố cổ Hội An.
D:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Cuối năm 1397, Hồ Quý Ly ép vua Trần rời đô từ Thăng Long về
### Lựa chọn:
A: Phong Châu (Phú Thọ) 
B: Tây Đô (Thanh Hóa)
C: [MASKED] 
D: Thiên Trường (Nam Định)",Phú Xuân (Huế),"### Câu hỏi: Cuối năm 1397, Hồ Quý Ly ép vua Trần rời đô từ Thăng Long về
### Lựa chọn:
A: Phong Châu (Phú Thọ)
B: Tây Đô (Thanh Hóa)
C:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Trên lĩnh vực quân sự - quốc phòng, Hồ Quý Ly và nhà Hồ đã thực hiện chính sách
### Lựa chọn:
A: thải hồi những binh sĩ già yếu, lấy người khoẻ mạnh bổ sung vào quân ngũ. 
B: xây dựng phòng tuyến chống giặc Minh trên sông Như Nguyệt (Bắc Ninh).
C: [MASKED] 
D: xây dựng nhiều thành lũy kiên cố, như: Cổ Loa (Hà Nội), Tây Đô (Thanh Hóa).","bổ nhiệm vương hầu, quý tộc nhà Hồ nắm giữ vị trí chỉ huy trong quân đội.","### Câu hỏi: Trên lĩnh vực quân sự - quốc phòng, Hồ Quý Ly và nhà Hồ đã thực hiện chính sách
### Lựa chọn:
A: thải hồi những binh sĩ già yếu, lấy người khoẻ mạnh bổ sung vào quân ngũ.
B: xây dựng phòng tuyến chống giặc Minh trên sông Như Nguyệt (Bắc Ninh).
C:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Nội dung nào sau đây không phải là cải cách trên lĩnh vực văn hóa - giáo dục của Hồ Quý Ly?
### Lựa chọn:
A: Chấn chỉnh Phật giáo. 
B: Đề cao Nho giáo thực dụng.
C: [MASKED] 
D: Dùng chữ Nôm để chấn hưng văn hóa dân tộc.",Dịch sách chữ Nôm sang chữ Hán.,"### Câu hỏi: Nội dung nào sau đây không phải là cải cách trên lĩnh vực văn hóa - giáo dục của Hồ Quý Ly?
### Lựa chọn:
A: Chấn chỉnh Phật giáo.
B: Đề cao Nho giáo thực dụng.
C:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Trên lĩnh vực văn hóa, Hồ Quý Ly và nhà Hồ đã
### Lựa chọn:
A: chú trọng Phật giáo, hạn chế Nho giáo. 
B: [MASKED]
C: đề cao và khuyến khích dùng chữ Nôm. 
D: nâng Phật giáo lên vị trí Quốc giáo.",dịch sách từ chữ Nôm sang chữ Hán.,"### Câu hỏi: Trên lĩnh vực văn hóa, Hồ Quý Ly và nhà Hồ đã
### Lựa chọn:
A: chú trọng Phật giáo, hạn chế Nho giáo.
B:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Để hạn chế sự phát triển thái quá của Phật giáo, Hồ Quý Ly và nhà Hồ đã thực hiện chính sách nào sau đây?
### Lựa chọn:
A: Đánh thuế nặng đối với những người theo đạo Phật. 
B: Phá bỏ các đền, chùa, cơ sở thờ tự của Phật giáo.
C: [MASKED] 
D: Bắt sư tăng chưa đến 50 tuổi phải hoàn tục.",Nghiêm cấm việc xây dựng các đền chùa mới.,"### Câu hỏi: Để hạn chế sự phát triển thái quá của Phật giáo, Hồ Quý Ly và nhà Hồ đã thực hiện chính sách nào sau đây?
### Lựa chọn:
A: Đánh thuế nặng đối với những người theo đạo Phật.
B: Phá bỏ các đền, chùa, cơ sở thờ tự của Phật giáo.
C:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Trên lĩnh vực chính trị, những cải cách của Hồ Quý Ly và nhà Hồ đã
### Lựa chọn:
A: góp phần củng cố quyền lực của chính quyền trung ương. 
B: [MASKED]
C: đưa đến sự xác lập bước đầu của thể chế quân chủ lập hiến. 
D: xâm phạm đến sự thống nhất và toàn vẹn lãnh thổ của Tổ quốc.",góp phần tăng cường thế lực của tầng lớp quý tộc họ Trần.,"### Câu hỏi: Trên lĩnh vực chính trị, những cải cách của Hồ Quý Ly và nhà Hồ đã
### Lựa chọn:
A: góp phần củng cố quyền lực của chính quyền trung ương.
B:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Chính sách hạn điền và hạn nô của nhà Hồ đã
### Lựa chọn:
A: hiện thực hóa khẩu hiệu “người cày có ruộng”. 
B: góp phần giảm bớt thế lực của tầng lớp quý tộc Trần.
C: [MASKED] 
D: góp phần tăng cường thế lực của tầng lớp quý tộc Trần.",giải phóng hoàn toàn bộ phận nô tì khỏi thân phận nô lệ.,"### Câu hỏi: Chính sách hạn điền và hạn nô của nhà Hồ đã
### Lựa chọn:
A: hiện thực hóa khẩu hiệu “người cày có ruộng”.
B: góp phần giảm bớt thế lực của tầng lớp quý tộc Trần.
C:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Những cải cách trên lĩnh vực văn hoá, giáo dục của Hồ Quý Ly đã
### Lựa chọn:
A: [MASKED] 
B: khuyến khích sự phát triển của Phật giáo và Đạo giáo.
C: thể hiện tư tưởng tiến bộ và tinh thần dân tộc. 
D: góp phần nâng cao vị thế của Phật giáo.",phản ánh sự lệ thuộc sâu sắc vào văn hóa Trung Hoa.,"### Câu hỏi: Những cải cách trên lĩnh vực văn hoá, giáo dục của Hồ Quý Ly đã
### Lựa chọn:
A:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Nội dùng nào sau đây không phản ánh đúng kết quả của cuộc cải cách do Hồ Quý Ly và nhà Hồ tiến hành?
### Lựa chọn:
A: Góp phần củng cố quyền lực của chính quyền trung ương. 
B: Giáo dục mở rộng cho nhiều đối tượng và mang tính thực tiễn.
C: [MASKED] 
D: Tạo tiềm lực để nhà Hồ bảo vệ thành công nền độc lập dân tộc.",Góp phần nâng cao tiềm lực kinh tế - quốc phòng của đất nước.,"### Câu hỏi: Nội dùng nào sau đây không phản ánh đúng kết quả của cuộc cải cách do Hồ Quý Ly và nhà Hồ tiến hành?
### Lựa chọn:
A: Góp phần củng cố quyền lực của chính quyền trung ương.
B: Giáo dục mở rộng cho nhiều đối tượng và mang tính thực tiễn.
C:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Nội dung nào sau đây không phản ánh đúng ý nghĩa của cuộc cải cách do Hồ Quý Ly và nhà Hồ tiến hành?
### Lựa chọn:
A: Để lại nhiều bài học kinh nghiệm quý báu về việc trị nước. 
B: [MASKED]
C: Củng cố tiềm lực đất nước để chuẩn bị đối phó với giặc ngoại xâm. 
D: Thể hiện tinh thần dân tộc, ý thức tự cường của Hồ Quý Ly và triều Hồ.",Tạo tiềm lực để nhà Hồ bảo vệ thành công nền độc lập dân tộc.,"### Câu hỏi: Nội dung nào sau đây không phản ánh đúng ý nghĩa của cuộc cải cách do Hồ Quý Ly và nhà Hồ tiến hành?
### Lựa chọn:
A: Để lại nhiều bài học kinh nghiệm quý báu về việc trị nước.
B:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Từ nửa sau thế kỉ XIV, nhà Trần
### Lựa chọn:
A: [MASKED] 
B: bước vào giai đoạn phát triển đỉnh cao.
C: lâm vào khủng hoảng, suy yếu. 
D: sụp đổ.",được thành lập.,"### Câu hỏi: Từ nửa sau thế kỉ XIV, nhà Trần
### Lựa chọn:
A:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Nội dung nào sau đây phản ánh sự khủng hoảng, suy yếu về kinh tế của nhà Trần vào cuối thế kỉ XIV?
### Lựa chọn:
A: Thiên tai (hạn hán, bão, lụt,…), mất mùa thường xuyên xảy ra. 
B: Nhà nước thực hiện nghiêm ngặt chính sách “bế quan tỏa cảng”.
C: Ruộng đất tư bị thu hẹp; diện tích ruộng đất công được mở rộng. 
D: [MASKED]","Các đô thị (Thăng Long, Phố Hiến, Thanh Hà,…) dần lụi tàn.","### Câu hỏi: Nội dung nào sau đây phản ánh sự khủng hoảng, suy yếu về kinh tế của nhà Trần vào cuối thế kỉ XIV?
### Lựa chọn:
A: Thiên tai (hạn hán, bão, lụt,…), mất mùa thường xuyên xảy ra.
B: Nhà nước thực hiện nghiêm ngặt chính sách “bế quan tỏa cảng”.
C: Ruộng đất tư bị thu hẹp; diện tích ruộng đất công được mở rộng.
D:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Nội dung nào sau đây không phản ánh đúng tình hình kinh tế của Đại Việt vào cuối thế kỉ XIV?
### Lựa chọn:
A: Sản xuất nông nghiệp sa sút. 
B: Thường xuyên mất mùa, đói kém.
C: Ruộng đất công ngày càng mở rộng. 
D: [MASKED]",Ruộng đất tư ngày càng mở rộng.,"### Câu hỏi: Nội dung nào sau đây không phản ánh đúng tình hình kinh tế của Đại Việt vào cuối thế kỉ XIV?
### Lựa chọn:
A: Sản xuất nông nghiệp sa sút.
B: Thường xuyên mất mùa, đói kém.
C: Ruộng đất công ngày càng mở rộng.
D:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Từ những năm 40 của thế kỉ XIV, dưới triều Trần, các cuộc khởi nghĩa của nông dân và nô tì diễn ra liên tục ở nhiều vùng miền trên cả nước, tiêu biểu là
### Lựa chọn:
A: khởi nghĩa của Ngô Bệ ở Hải Dương. 
B: [MASKED]
C: khởi nghĩa của Mai Thúc Loan ở Hoan Châu. 
D: khởi nghĩa của Triệu Thị Trinh ở Thanh Hóa.",khởi nghĩa của Phùng Hưng ở Đường Lâm.,"### Câu hỏi: Từ những năm 40 của thế kỉ XIV, dưới triều Trần, các cuộc khởi nghĩa của nông dân và nô tì diễn ra liên tục ở nhiều vùng miền trên cả nước, tiêu biểu là
### Lựa chọn:
A: khởi nghĩa của Ngô Bệ ở Hải Dương.
B:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Từ những năm 40 của thế kỉ XIV, dưới triều Trần, các cuộc khởi nghĩa của nông dân và nô tì diễn ra liên tục ở nhiều vùng miền trên cả nước, tiêu biểu là
### Lựa chọn:
A: [MASKED] 
B: khởi nghĩa của Phùng Hưng ở Đường Lâm.
C: khởi nghĩa của Mai Thúc Loan ở Hoan Châu. 
D: khởi nghĩa của Triệu Thị Trinh ở Thanh Hóa.",khởi nghĩa của Phạm Sư Ôn ở Quốc Oai.,"### Câu hỏi: Từ những năm 40 của thế kỉ XIV, dưới triều Trần, các cuộc khởi nghĩa của nông dân và nô tì diễn ra liên tục ở nhiều vùng miền trên cả nước, tiêu biểu là
### Lựa chọn:
A:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Sau cải cách hành chính của vua Lê Thánh Tông, trong bộ máy chính quyền ở mỗi đạo thừa tuyên, Đô ty là cơ quan chuyên trách về
### Lựa chọn:
A: [MASKED] 
B: dân sự.
C: tư pháp. 
D: kinh tế.",quân sự.,"### Câu hỏi: Sau cải cách hành chính của vua Lê Thánh Tông, trong bộ máy chính quyền ở mỗi đạo thừa tuyên, Đô ty là cơ quan chuyên trách về
### Lựa chọn:
A:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Sau cải cách hành chính của vua Lê Thánh Tông, trong bộ máy chính quyền ở mỗi đạo thừa tuyên, Thừa ty là cơ quan chuyên trách về
### Lựa chọn:
A: quân sự. 
B: dân sự.
C: tư pháp. 
D: [MASKED]",kinh tế.,"### Câu hỏi: Sau cải cách hành chính của vua Lê Thánh Tông, trong bộ máy chính quyền ở mỗi đạo thừa tuyên, Thừa ty là cơ quan chuyên trách về
### Lựa chọn:
A: quân sự.
B: dân sự.
C: tư pháp.
D:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Sau cải cách hành chính của vua Lê Thánh Tông, trong bộ máy chính quyền ở mỗi đạo thừa tuyên, Hiến ty là cơ quan chuyên trách về
### Lựa chọn:
A: quân sự. 
B: dân sự.
C: tư pháp. 
D: [MASKED]",kinh tế.,"### Câu hỏi: Sau cải cách hành chính của vua Lê Thánh Tông, trong bộ máy chính quyền ở mỗi đạo thừa tuyên, Hiến ty là cơ quan chuyên trách về
### Lựa chọn:
A: quân sự.
B: dân sự.
C: tư pháp.
D:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Từ sau cuộc cải cách của vua Lê Thánh Tông, hình thức tuyển chọn nhân sự chủ yếu cho bộ máy chính quyền các cấp thời Lê sơ là
### Lựa chọn:
A: khoa cử 
B: [MASKED]
C: nhiệm cử 
D: bảo cử",tiến cử,"### Câu hỏi: Từ sau cuộc cải cách của vua Lê Thánh Tông, hình thức tuyển chọn nhân sự chủ yếu cho bộ máy chính quyền các cấp thời Lê sơ là
### Lựa chọn:
A: khoa cử
B:"
