Question,Label,Fed_prompt
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Cho m gam hỗn hợp muối cacbonat tác dụng hết với dung dịch $HCl$ thu [MASKED]
### Lựa chọn:
A: 3,7 
B: 29
C: 19,1 
D: 35,6","đươc 6,72 lít khí $CO_2$ (đktc) và 32,3 gam muối clorua. Giá trị của m là:",Cho m gam hỗn hợp muối cacbonat tác dụng hết với dung dịch $HCl$ thu
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: $Na_2CO_3$ lẫn tạp chất là $NaHCO_3$. Cách nào [MASKED]
### Lựa chọn:
A: Hòa tan vào nước rồi lọc 
B: Nung nóng
C: Cho tác dụng với NaOH dư 
D: Cho tác dụng với Ca(OH)_2 dư",sau đây có thể thu được $Na_2CO_3$ tinh khiết,$Na_2CO_3$ lẫn tạp chất là $NaHCO_3$. Cách nào
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Cho 20 g hỗn hợp hai muối cacbonat của hai kim loại hóa trị II và III vào dung dịch $HCl$ 0,5 M vừa đủ thu được dung dịch [MASKED]
### Lựa chọn:
A: 0,12 lít và 10,33 gam 
B: 0,24 lít và 20,66 gam
C: 0,24 lít và 25,32 gam 
D: 0,3 lít và 21,32 gam","A và 1,344 lít khí (đktc). Cô cạn dung dịch A thu được m gam muối khan. Thể tích dung dịch $HCl$ đã dùng và giá trị của m là?","Cho 20 g hỗn hợp hai muối cacbonat của hai kim loại hóa trị II và III vào dung dịch $HCl$ 0,5 M vừa đủ thu được dung dịch"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Si tác dụng với chất nào [MASKED]
### Lựa chọn:
A: $F_2$ 
B: $O_2$
C: $H_2$ 
D: $Mg$",sau đây ở nhiệt độ thường?,Si tác dụng với chất nào
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Oxit cao nhất của nguyên tố R có công thức là $RO_2$. Trong hợp chất khí với [MASKED]
### Lựa chọn:
A: Cacbon 
B: Silic
C: Nito 
D: Clo","hidro, nguyên tố R chiếm 87,5% về khối lượng. Vậy R là nguyên tố nào sau đây?",Oxit cao nhất của nguyên tố R có công thức là $RO_2$. Trong hợp chất khí với
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Cho 25 gam hỗn hợp gồm silic và than tác dụng với dung dịch $NaOH$ đặc, dư, đun nóng, thu được 11,2 [MASKED]
### Lựa chọn:
A: 56% 
B: 14%
C: 28% 
D: 42%",lít khí $H_2$ (đktc). Thành phần % khối lượng của Si trong hỗn hợp ban đầu là bao nhiêu? ( biết H= 100%),"Cho 25 gam hỗn hợp gồm silic và than tác dụng với dung dịch $NaOH$ đặc, dư, đun nóng, thu được 11,2"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Bảng tuần hoàn các nguyên tố [MASKED]
### Lựa chọn:
A: Chiều tăng dần của số electron lớp ngoài cùng của nguyên tử. 
B: Chiều tăng dần của điện tích hạt nhân của nguyên tử.
C: Chiều tăng dần của nguyên tử khối. 
D: Chiều giảm dần của điện tích hạt nhân của nguyên tử.",hóa học được sắp xếp theo:,Bảng tuần hoàn các nguyên tố
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Trong một chu kì tuần hoàn, [MASKED]
### Lựa chọn:
A: Bán kính nguyên tử giảm dần 
B: Năng lượng ion giảm dần
C: Ái lực điện tử giảm dần 
D: Độ âm điện giảm dần",khi đi từ trái qua phải thì:,"Trong một chu kì tuần hoàn,"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Một nguyên tố Y đứng liền trước nguyên tố X trong cùng một chu kì của bảng tuần [MASKED]
### Lựa chọn:
A: Số hiệu nguyên tử theo thứ tự tăng dần là X < Y < Z. 
B: Bán kính nguyên tử theo thứ tự tang dần là Z < Y < X.
C: Hóa trị cao nhất trong hợp chất với oxi tang dần theo thứ tự: Z < Y < X. 
D: Trong các hidroxit, tính axit tăng dần theo thứ tự: hidroxit của Z < hidroxit của Y < hidroxit của X.",hoàn. Y đứng liền trước Z trong cùng một nhóm A. Phát biểu nào sau đây là đúng?,Một nguyên tố Y đứng liền trước nguyên tố X trong cùng một chu kì của bảng tuần
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Theo chiều tăng dần của điện tích [MASKED]
### Lựa chọn:
A: Tính phi kim và tính kim loại giảm dần 
B: Tính phi kim tăng giần, tính kim loại giảm dần
C: Tính phi kim giảm dần, tính kim loại tăng dần 
D: Tính phi kim và tính kim loại tăng dần","hạt nhân, trong cùng một nhóm, thì:",Theo chiều tăng dần của điện tích
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Quá trình nào sau đây [MASKED]
### Lựa chọn:
A: Đốt cháy sản phẩm thải của dầu mỏ 
B: Quá trình sản xuất vôi sống
C: Quá trình sản xuất gang thép 
D: Quá trình quang hợp của cây xanh",không sinh ra khí cacbonic?,Quá trình nào sau đây
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Các ngành sản xuất đồ gốm, xi măng, [MASKED]
### Lựa chọn:
A: Đều chế biến các hợp chất tự nhiên của nhôm 
B: Đều chế biến các hợp chất tự nhiên của sắt
C: Đều chế biến các hợp chất tự nhiên của silic 
D: Đều chế biến các hợp chất tự nhiên của cacbon","thuỷ tinh được gọi là công nghiệp silicat, vì:","Các ngành sản xuất đồ gốm, xi măng,"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Biết khí clo có màu vàng, khi đưa ngọn lửa hidro đang [MASKED]
### Lựa chọn:
A: Trong bình có dung dịch axit clohidric 
B: Ngọn lửa hidro sẽ tắt do không có oxi trong bình
C: Lửa vẫn cháy tạo khí không màu và bình mất màu vàng 
D: Thấy khói trắng đầy bình và ngọn lửa sẽ tắt dần",cháy vào bình đựng khí clo thì hiện tượng quan sát được là:,"Biết khí clo có màu vàng, khi đưa ngọn lửa hidro đang"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Trong bình chữa cháy [MASKED]
### Lựa chọn:
A: $Cl_2$ 
B: $CO_2$
C: $SO_2$ 
D: $O_2$",chứa khí nào sau đây?,Trong bình chữa cháy
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Trong công nghiệp, clo được [MASKED]
### Lựa chọn:
A: Điện phân dung dịch 
B: Thủy phân
C: Nhiệt phân 
D: Điện phân nóng chảy",điều chế bằng phương pháp gì?,"Trong công nghiệp, clo được"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Tính nhiệt lượng tỏa ra khi đốt cháy 5 kg than có [MASKED]
### Lựa chọn:
A: 133333 kJ. 
B: 147750 kJ.
C: 144450 kJ. 
D: 191340 kJ.",chứa 90% cacbon. Biết 1 mol cacbon cháy tỏa ra 394 kJ.,Tính nhiệt lượng tỏa ra khi đốt cháy 5 kg than có
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Tính khối lượng $Na_2CO_3$ cần dùng để sản xuất [MASKED]
### Lựa chọn:
A: 26,61 kg. 
B: 29,57 kg.
C: 20,56 kg. 
D: 24,45 kg.",được 120 kg thủy tinh $Na_2O.CaO.6SiO_2$ với hiệu suất 90%?,Tính khối lượng $Na_2CO_3$ cần dùng để sản xuất
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Tính thể tích khí $CO_2$ (đktc) tạo thành để dập tắt đám cháy nếu trong bình [MASKED]
### Lựa chọn:
A: 22,4 lít. 
B: 224 lít.
C: 44,8 lít. 
D: 448 lít.",chữa cháy có dung dịch chứa 980 gam $H_2SO_4$ tác dụng hết với dung dịch $NaHCO_3$.,Tính thể tích khí $CO_2$ (đktc) tạo thành để dập tắt đám cháy nếu trong bình
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Đơn vị đo độ dài hợp [MASKED]
### Lựa chọn:
A: ki-lô-mét(km) 
B: mét(m)
C: cen-ti-mét(cm) 
D: mi-li-mét(mm)",pháp của nước ta là :,Đơn vị đo độ dài hợp
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Độ chia nhỏ nhất [MASKED]
### Lựa chọn:
A: Độ dài nhỏ nhất ghi trên thước 
B: Độ dài lớn nhất ghi trên thước
C: Độ dài giữa 2 vạch chia trên thước 
D: Độ dài giữa hai vạch chia liên tiếp trên thước",(ĐCNN) của thước là :,Độ chia nhỏ nhất
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Hãy chọn bình chia độ phù hợp nhất trong các bình chia độ dưới [MASKED]
### Lựa chọn:
A: Bình 100ml có vạch chia tới 10ml 
B: Bình 500ml có vạch chia tới 2ml
C: Bình 100ml có vạch chia tới 1ml 
D: Bình 500ml có vạch chia tới 5ml",đây để đo thể tích của một lượng chất lỏng gần đầy chai 0.5l,Hãy chọn bình chia độ phù hợp nhất trong các bình chia độ dưới
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Một hòn đá có thể tích 25cm^3 được thả nhẹ vào bình chia độ đang [MASKED]
### Lựa chọn:
A: 25$cm^{3}$ 
B: 55$cm^{3}$
C: 60$cm^{3}$ 
D: 105$cm^{3}$",chưa nước ở mực 80cm^3. Thể tích mực nước dâng lên thêm trong bình là ;,Một hòn đá có thể tích 25cm^3 được thả nhẹ vào bình chia độ đang
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Khi sử dụng bình tràn và bình chứa để đo thể tích [MASKED]
### Lựa chọn:
A: Thể tích bình tràn 
B: Thể tích bình chứa
C: Thể tích nức còn lại trong bình tràn 
D: Thể tích phần nước tràn ra từ bình tràn sang bình chứa",vật rắn không thấm nước thì thể tích của vật bằng :,Khi sử dụng bình tràn và bình chứa để đo thể tích
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Đơn vị đo khối lượng hợp [MASKED]
### Lựa chọn:
A: ki-lô-gam(kg) 
B: gam(g)
C: lạng 
D: mi-li-gam (mg)",pháp của nước Việt Nam là :,Đơn vị đo khối lượng hợp
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Trên vỏ túi bột giặt OMO [MASKED]
### Lựa chọn:
A: Khối lượng bột giặt trong túi 
B: Khối lượng của túi bột giặt
C: Trọng lượng của túi bột giặt 
D: Thể tích của túi bột giặt","có ghi 500g, số đó chỉ :",Trên vỏ túi bột giặt OMO
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Một vật có khối lượng 10kg thì [MASKED]
### Lựa chọn:
A: 10N 
B: 100N
C: 1000N 
D: 10000N",trọng lượng của vật đó là :,Một vật có khối lượng 10kg thì
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Một quyển sách nằm yên [MASKED]
### Lựa chọn:
A: Chỉ chịu tác dụng của trọng lực 
B: Chỉ chịu tác dụng của lực đỡ mật bàn
C: Không chịu tác dụng của lực nào cả 
D: Chịu tác dụng của trọng lực và lực đỡ của mặt bàn",trên mặt bàn thì nó,Một quyển sách nằm yên
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Lực nào dưới đây [MASKED]
### Lựa chọn:
A: Trọng lực của một quả nặng 
B: Lực hút của một nam châm tác dụng lên một miếng sắt
C: Lực đấy của lò xo dưới yên xe đạp 
D: Lực kết dính giữa một tờ giấy dán trên bảng với mặt bảng",là lực đàn hồi ?,Lực nào dưới đây
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Chọn câu đúng trong [MASKED]
### Lựa chọn:
A: Lực đàn hồi không phụ thuộc vào độ biến dạng 
B: Độ biến dạng tăng thì lực đàn hồi tăng
C: Độ biến dạng tawng thì lực đàn hồi giảm 
D: Cả A,B,C đều đúng",các câu dưới đây :,Chọn câu đúng trong
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Để nâng 1 vật có trọng lượn 30N ta [MASKED]
### Lựa chọn:
A: F < 30N 
B: F = 30N
C: F > 20N 
D: 20N < F < 300N",phải dùng lực như nào trong các lực dưới đây,Để nâng 1 vật có trọng lượn 30N ta
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Công thức nào dưới đây tính trọng lượng riêng [MASKED]
### Lựa chọn:
A: $D = P.D$ 
B: $d = V.P$
C: $d=V.D$ 
D: $d=\frac{P}{V}$",của một một chất theo trọng lượng và thể tích,Công thức nào dưới đây tính trọng lượng riêng
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Một vật bằng sắt có khối lượng riêng là [MASKED]
### Lựa chọn:
A: 390kg 
B: 312kg
C: 39000kg 
D: 156kg","$7800kh/m^{3}$, thể tích $50dm^{3}$. Khối lượng của vật là",Một vật bằng sắt có khối lượng riêng là
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Biết 10 lít cát có khối lượng [MASKED]
### Lựa chọn:
A: $0.667m^{3}$ 
B: $0.667m^{4}$
C: 0$0.778m^{3}$ 
D: $0.778m^{4}$",15kg. Tính thể tích của 1 tấn cát.,Biết 10 lít cát có khối lượng
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Khối lượng riêng của dầu ăn vào khoảng $800kg/m^{3}$. Do [MASKED]
### Lựa chọn:
A: 1.6N 
B: 16N
C: 160N 
D: 1600N","đó, 2 lít dầu ăn sẽ có trọng lượng khoảng",Khối lượng riêng của dầu ăn vào khoảng $800kg/m^{3}$. Do
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Trường hợp nào sau đây vật không bị [MASKED]
### Lựa chọn:
A: Cửa kính bị vỡ khi va đập mạnh 
B: Đất xốp khi được cày xới cẩn thận
C: Cành cây đu đưa khi có gió thổi 
D: Tờ giấy bị nhàu khi ta vò nó lại",biến dạng khi chịu tác dụng của lực?,Trường hợp nào sau đây vật không bị
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Những loại máy móc, dụng cụ nào sau đây sử [MASKED]
### Lựa chọn:
A: Cầu bập bênh 
B: Xe gắn máy
C: Xe đạp 
D: Máy bơm nước",dụng nguyên lí của các máy cơ đơn giản :,"Những loại máy móc, dụng cụ nào sau đây sử"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Trong các cách sau, cách nào không làm [MASKED]
### Lựa chọn:
A: Tăng chiều dài của mặt phẳng nghiêng 
B: Giảm chiều dàu của mặt phẳng nghiêng
C: Giảm chiều cao kê của mặt phẳng nghiêng. 
D: Tăng chiều dài của mặt phẳng nghiêng đồng thời giảm chiều cao kê mặt phẳng nghiêng",giảm được độ độ nghiêng của mặt phẳng nghiêng?,"Trong các cách sau, cách nào không làm"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Nếu đòn bẩy quay quanh điểm tựa $O$, trọng lượng của vật cần nân tác dụng vào điểm $O_{1}$ của đòn bẩy, lực [MASKED]
### Lựa chọn:
A: Khoảng cách $OO_{1}$ > $OO_{2}$ 
B: Khoảng cách $OO_{1}$ = $OO_{2}$
C: Khoảng cách $OO_{1}$ < $OO_{2}$ 
D: Khoảng cách $OO_{1}$ = $2OO_{2}$",nâng vật tác dụng vào điểm $O_{2}$ của đòn bẩy thì dùng đòn bẩy được lợi về lực trong trường hợp nào dưới đây?,"Nếu đòn bẩy quay quanh điểm tựa $O$, trọng lượng của vật cần nân tác dụng vào điểm $O_{1}$ của đòn bẩy, lực"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Các nha sĩ khuyên không nên ăn [MASKED]
### Lựa chọn:
A: Vì răng dễ vỡ 
B: Vì răng dễ bị ố vằng
C: Vì răng dễ bị sâu 
D: Vì men răng dễ bị rạn nứt",ăn thức ăn quá nóng. Vì sao?,Các nha sĩ khuyên không nên ăn
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Khi tăng nhiệt độ của một lượng [MASKED]
### Lựa chọn:
A: Thể tích nước co lại 
B: Thể tích nước nở ra
C: Thể tích không thay đổi 
D: Cả ba kết luận đều sai",nước từ $0^{\circ} đến 4^{\circ} thì :,Khi tăng nhiệt độ của một lượng
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Làm lạnh một lượng nước từ $100^{\circ}$ về $50^{\circ}. Khối lượng [MASKED]
### Lựa chọn:
A: Cả khối lượng riêng và trọng lượng riêng đều tăng. 
B: Ban đầu khối lượng riêng và trọng lượng riêng giảm sau đó bắt đầu tăng.
C: Cả khối lượng riêng và trọng lượng riêng đều giảm. 
D: Cả khối lượng riêng và trọng lượng riêng đều không đổi.",riêng và trọng lượng riêng của nước thay đổi như thế nào?,Làm lạnh một lượng nước từ $100^{\circ}$ về $50^{\circ}. Khối lượng
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Kết luận nào sau đây là đúng khi nói về khối [MASKED]
### Lựa chọn:
A: Khối lượng riêng nhỏ nhất 
B: Khối lượng riêng lớn nhất
C: Khối lượng lớn nhất 
D: Khối lượng nhỏ nhất",lượng riêng và khối lượng của một lượng nước ở $4^{\circ}$?,Kết luận nào sau đây là đúng khi nói về khối
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Điền từ đúng nhất. Khi giảm nhiệt độ, [MASKED]
### Lựa chọn:
A: Chất khí, chất lỏng 
B: Chất khí, chất rắn
C: Chất lỏng, chất rắn 
D: Chất rắn, chất lỏng",thể tích của…….sẽ giảm ít hơn thể tích của…….,"Điền từ đúng nhất. Khi giảm nhiệt độ,"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Hai cốc thủy tinh chồng lên nhau bị khít lại. [MASKED]
### Lựa chọn:
A: Ngâm cốc ở dưới vào nước nóng, đồng thời đổ nước lạnh vào cốc ở trên. 
B: Ngâm cốc ở dưới vào nước lạnh, đồng thời đổ nước nóng vào cốc ở trên
C: Ngâm cả hau cốc vào nước nóng 
D: Ngâm cả hai cốc vào nước lạnh",Muốn tách rời hai cốc ta làm cách nào sau đây?,Hai cốc thủy tinh chồng lên nhau bị khít lại.
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Trong thang nhiệt dộ Farenhai, nhiệt [MASKED]
### Lựa chọn:
A: $32{\circ}F$ 
B: $100{\circ}F$
C: $212{\circ}F$ 
D: $0{\circ}F$",dộ của nước đang sôi là :,"Trong thang nhiệt dộ Farenhai, nhiệt"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Người ta chọn thủy ngân và [MASKED]
### Lựa chọn:
A: Chúng có nhiệt độ nóng chảy cao 
B: Nhiệt độ nóng chảy thấp
C: Nhiệt độ đông đặc cao 
D: Tất cả câu trên đều sai",rượu để chế tạo nhiệt kế vì,Người ta chọn thủy ngân và
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Hiện tượng nào không liên quan đến hiện tượng nóng chảy [MASKED]
### Lựa chọn:
A: Đốt một ngọn nến 
B: Đun nấu mỡ vào mùa đông
C: Pha nước chanh đá 
D: Cho nước vào tủ lạnh để làm đá",trong các hiện tượng ta hay gặp trong đời sống sau đây,Hiện tượng nào không liên quan đến hiện tượng nóng chảy
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Phát biểu nào sau đây là sai khi nói [MASKED]
### Lựa chọn:
A: Các chất khác nhau sẽ nóng chảy (hay đông đặc) ở nhiệt độ khác nhau 
B: Đối với một chất nhất định, nếu nóng chảy ở nhiệt độ nào thì sẽ đông đặc ở nhiệt độ ấy
C: Nhiệt độ của vật sẽ tăng dần trong quá trình nóng chảy và giảm dần trong quá trình đông đặc. 
D: Phần lớn các chất nóng chảy (hay đông đặc) ở một nhiệt độ nhất định",về sự nóng chảy và sự đông đặc ?,Phát biểu nào sau đây là sai khi nói
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Về mùa đông ở các xử lạnh ta thấy [MASKED]
### Lựa chọn:
A: Hơi thở của người có nhiều hơi nước, khi ra ngoài không khí lạnh bị bay hơi tạo thành khói 
B: Hơi thơ của người chứa nhiều hơi nước, khi ra ngoài không khí lạnh bị ngưng tụ thành các hạt nhỏ li ti tạo thành khói
C: Hơi thở của người có chứa nhiều hơi nước, khi ra người không khí lạnh bị đông đặc thành đá tạo thành khói 
D: Tất cả đều sai.","người đi thường thở ra ""khói"" là do :",Về mùa đông ở các xử lạnh ta thấy
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Trong các hiện tượng sau đây, hiện tượng [MASKED]
### Lựa chọn:
A: Quần áo sau khi giặt được phơi khô. 
B: Lau ướt bảng, một lúc sau bảng sẽ khô.
C: Mực khô sau khi viết. 
D: Sự tạo thành giọt nước động trên lá cây.",nào không phải là sự bay hơi ?,"Trong các hiện tượng sau đây, hiện tượng"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Khi trời lạnh, ô tô có bật điều hòa và đóng kín [MASKED]
### Lựa chọn:
A: Nước bốc hơi trên xe. 
B: Hơi nước ngưng tụ tạo thành giọt nước phía ngoài kính xe
C: Hơi nước ngưng tụ tạo thành giọt nước phía ngoài kính xe 
D: Không có hiện tượng gì","cửa, hành khách ngồi trên ô tô thấy những hiện tượng gì ?","Khi trời lạnh, ô tô có bật điều hòa và đóng kín"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Khi nấu cơm ta mở nắp vung ra thì thấy bên [MASKED]
### Lựa chọn:
A: Hơi nước trong nồi ngưng tụ. 
B: Hạt gạo bị nóng chảy
C: Hơi nước bên ngoài nồi ngưng tụ 
D: Hơi nước bên ngoài nồi đông đặc",trong nắp có các giọt nước bám vào là do :,Khi nấu cơm ta mở nắp vung ra thì thấy bên
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Trong các đặc điểm bay hơi sau đây, [MASKED]
### Lựa chọn:
A: Xảy ra ở một nhiệt độ xác định của chất lỏng 
B: Xảy ra ở cả trong lòng lẫn mặt thoáng của chất lỏng
C: Xảy ra ở bất kì nhiệt độ nào 
D: Trong suốt quá trình diễn ra hiện tượng này, nhiệt độ của chất lỏng không thay đổi.",đặc điểm nào không phải của sự sôi?,"Trong các đặc điểm bay hơi sau đây,"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Tia sáng tới gương phẳng hợp với tia phản xạ một [MASKED]
### Lựa chọn:
A: $44^{\circ}$ 
B: $46^{\circ}$
C: $88^{\circ}$ 
D: $2^{\circ}$",góc $88^{\circ}$. Hỏi góc tời có giá trị bao nhiêu ?,Tia sáng tới gương phẳng hợp với tia phản xạ một
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Hứng mặt phản xạ của gương cầu lõm về phía ánh sáng [MASKED]
### Lựa chọn:
A: Chùm hội tụ 
B: Chùm phân kì
C: Cả 2 chùm hội tụ và phân kì 
D: Cả 3 phương án trên",Mặt Trời ta thu được chùm tia phản xạ là chùm gì?,Hứng mặt phản xạ của gương cầu lõm về phía ánh sáng
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Khi hiện tượng nhật thực xảy ra có hai người đứng ở hai nơi trên trái đất, một người cho rằng đã xảy [MASKED]
### Lựa chọn:
A: Đứng trong vùng bóng tối của Mặt Trăng trên Trái Đất sẽ quan sát được nhật thực toàn phần 
B: Đứng trong vùng bóng tối của Mặt Trăng trên Trái Đất sẽ quan sát thấy nhật thực một phần
C: Cả 2 đều đúng 
D: Cả 2 đều sai","ra hiện tượng nhật thực tòan phần , người kia lại cho là xảy ra hiện tượng nhật thực một phần. Vì sao ?","Khi hiện tượng nhật thực xảy ra có hai người đứng ở hai nơi trên trái đất, một người cho rằng đã xảy"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Câu 4: Những đặc điểm chung về ảnh [MASKED]
### Lựa chọn:
A: A. Ảnh ảo, không hứng được trên màn chắn. 
B: B. Ảnh có kích thước bằng vật.
C: C. Khoảng cách từ gương đến ảnh và vật bằng nhau. 
D: D. Tất cả đều đúng",của một vật tạo bởi gương phẳng là:,Câu 4: Những đặc điểm chung về ảnh
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Một vật như thế nào (điều kiện về vật) thì mắt [MASKED]
### Lựa chọn:
A: Vật phát ra ánh sáng 
B: Vật phải được chiếu sáng
C: Vật không phá sáng mà cũng không được chiếu sáng 
D: Vật phải đủ lớn và không cách mắt quá xa",ta mới có thể nhìn thấy nó? Chọn câu trả lời sai,Một vật như thế nào (điều kiện về vật) thì mắt
