Question,Fed_Prompt,Label,Choosed_wrong_answer,True_answer,Subject
"### Câu hỏi: Đọc đoạn văn sau và trả lời câu hỏi Tiếng sáo và tiếng hò reo của bọn trẻ gợi cho tác giả nhớ về điều gì?: 
TIẾNG SÁO DIỀU

Không biết tự bao giờ, mùa hạ đã in đậm trong tôi. Đó là mùa của những cánh diều no gió, mùa của những tâm hồn khát vọng tuổi thơ.

Mỗi buổi chiều, khi những tia nắng chói chang tắt dần cũng là lúc tụi trẻ chúng tôi ùa ra cánh đồng, tung lên trời những cánh diều nhỏ. Xếp lại những lo toan bài vở, chúng tôi đau đáu nhìn theo những cánh diều trên bầu trời cao rộng. Thả điều trong buổi chiều lộng gió, được lắng nghe tiếng sáo vi vu hòa lẫn tiếng reo hò của bọn trẻ. Chẳng có bản nhạc của một nghệ sĩ thiên tài nào có thể so sánh nổi bản nhạc ấy của đồng quê. Tiếng sáo ấy trong và thanh như tiếng gọi của mùa hè, tiếng gọi của những tâm hồn đi tìm về kí ức tuổi thơ.

Tôi xa cánh điều tuổi thơ đã khá lâu.. Tiếng sáo diều vẫn len lỏi trong từng giấc mơ tôi, gợi về một miền kí ức.

Một mùa hè lại đến. Tôi khoác ba lộ về thăm quê với tiếng sáo diều giục giã. Tôi bắt gặp hình ảnh những cậu bé đang mải mê với nan tre uốn cánh diều giống tôi ngày trước. Bất chợt, tiếng sáo diều vút lên ngân nga trên cánh đồng yên ả khiến tôi sững người. Tôi đã nhận ra bao điều trong tiếng sáo ấy... Ôi. sáo diều... có lẽ sẽ theo tôi suốt cả cuộc đời này...
A. []
B. Thể hiện niềm yêu thích của tác giả với đồng quê
C. Gợi cho tác giả nhớ về những kí ức của tuổi thơ
D. Gợi cho tác giả nhớ về những buổi trưa hè oi ả
","Đọc đoạn văn sau và trả lời câu hỏi Tiếng sáo và tiếng hò reo của bọn trẻ gợi cho tác giả nhớ về điều gì?: 
TIẾNG SÁO DIỀU

Không biết tự bao giờ, mùa hạ đã in đậm trong tôi. Đó là mùa của những cánh diều no gió, mùa của những tâm hồn khát vọng tuổi thơ.

Mỗi buổi chiều, khi những tia nắng chói chang tắt dần cũng là lúc tụi trẻ chúng tôi ùa ra cánh đồng, tung lên trời những cánh diều nhỏ. Xếp lại những lo toan bài vở, chúng tôi đau đáu nhìn theo những cánh diều trên bầu trời cao rộng. Thả điều trong buổi chiều lộng gió, được lắng nghe tiếng sáo vi vu hòa lẫn tiếng reo hò của bọn trẻ. Chẳng có bản nhạc của một nghệ sĩ thiên tài nào có thể so sánh nổi bản nhạc ấy của đồng quê. Tiếng sáo ấy trong và thanh như tiếng gọi của mùa hè, tiếng gọi của những tâm hồn đi tìm về kí ức tuổi thơ.

Tôi xa cánh điều tuổi thơ đã khá lâu.. Tiếng sáo diều vẫn len lỏi trong từng giấc mơ tôi, gợi về một miền kí ức.

Một mùa hè lại đến. Tôi khoác ba lộ về thăm quê với tiếng sáo diều giục giã. Tôi bắt gặp hình ảnh những cậu bé đang mải mê với nan tre uốn cánh diều giống tôi ngày trước. Bất chợt, tiếng sáo diều vút lên ngân nga trên cánh đồng yên ả khiến tôi sững người. Tôi đã nhận ra bao điều trong tiếng sáo ấy... Ôi. sáo diều... có lẽ sẽ theo tôi suốt cả cuộc đời này...
A. ",Thể hiện tình yêu của tác giả với âm thanh của tiếng sáo,A,C,literature
"### Câu hỏi: Đọc đoạn văn sau và trả lời câu hỏi Tác giả đã nhận ra điều gì trong tiếng sáo diều ấy?: 
TIẾNG SÁO DIỀU

Không biết tự bao giờ, mùa hạ đã in đậm trong tôi. Đó là mùa của những cánh diều no gió, mùa của những tâm hồn khát vọng tuổi thơ.

Mỗi buổi chiều, khi những tia nắng chói chang tắt dần cũng là lúc tụi trẻ chúng tôi ùa ra cánh đồng, tung lên trời những cánh diều nhỏ. Xếp lại những lo toan bài vở, chúng tôi đau đáu nhìn theo những cánh diều trên bầu trời cao rộng. Thả điều trong buổi chiều lộng gió, được lắng nghe tiếng sáo vi vu hòa lẫn tiếng reo hò của bọn trẻ. Chẳng có bản nhạc của một nghệ sĩ thiên tài nào có thể so sánh nổi bản nhạc ấy của đồng quê. Tiếng sáo ấy trong và thanh như tiếng gọi của mùa hè, tiếng gọi của những tâm hồn đi tìm về kí ức tuổi thơ.

Tôi xa cánh điều tuổi thơ đã khá lâu.. Tiếng sáo diều vẫn len lỏi trong từng giấc mơ tôi, gợi về một miền kí ức.

Một mùa hè lại đến. Tôi khoác ba lộ về thăm quê với tiếng sáo diều giục giã. Tôi bắt gặp hình ảnh những cậu bé đang mải mê với nan tre uốn cánh diều giống tôi ngày trước. Bất chợt, tiếng sáo diều vút lên ngân nga trên cánh đồng yên ả khiến tôi sững người. Tôi đã nhận ra bao điều trong tiếng sáo ấy... Ôi. sáo diều... có lẽ sẽ theo tôi suốt cả cuộc đời này...
A. Tiếng sao diều chính là tiếng gọi của mùa hè.
B. []
C. Tiếng sáo diều sẽ theo tác giả đi suốt cả cuộc đời này
D. Tiếng sao diều chính là tiếng reo hò của bọn trẻ.
","Đọc đoạn văn sau và trả lời câu hỏi Tác giả đã nhận ra điều gì trong tiếng sáo diều ấy?: 
TIẾNG SÁO DIỀU

Không biết tự bao giờ, mùa hạ đã in đậm trong tôi. Đó là mùa của những cánh diều no gió, mùa của những tâm hồn khát vọng tuổi thơ.

Mỗi buổi chiều, khi những tia nắng chói chang tắt dần cũng là lúc tụi trẻ chúng tôi ùa ra cánh đồng, tung lên trời những cánh diều nhỏ. Xếp lại những lo toan bài vở, chúng tôi đau đáu nhìn theo những cánh diều trên bầu trời cao rộng. Thả điều trong buổi chiều lộng gió, được lắng nghe tiếng sáo vi vu hòa lẫn tiếng reo hò của bọn trẻ. Chẳng có bản nhạc của một nghệ sĩ thiên tài nào có thể so sánh nổi bản nhạc ấy của đồng quê. Tiếng sáo ấy trong và thanh như tiếng gọi của mùa hè, tiếng gọi của những tâm hồn đi tìm về kí ức tuổi thơ.

Tôi xa cánh điều tuổi thơ đã khá lâu.. Tiếng sáo diều vẫn len lỏi trong từng giấc mơ tôi, gợi về một miền kí ức.

Một mùa hè lại đến. Tôi khoác ba lộ về thăm quê với tiếng sáo diều giục giã. Tôi bắt gặp hình ảnh những cậu bé đang mải mê với nan tre uốn cánh diều giống tôi ngày trước. Bất chợt, tiếng sáo diều vút lên ngân nga trên cánh đồng yên ả khiến tôi sững người. Tôi đã nhận ra bao điều trong tiếng sáo ấy... Ôi. sáo diều... có lẽ sẽ theo tôi suốt cả cuộc đời này...
A. Tiếng sao diều chính là tiếng gọi của mùa hè.
B. ",Tiếng sao diều chính là tiếng gọi của tâm hồn đi tìm về kí ức tuổi thơ,B,C,literature
"### Câu hỏi: Quá trình phát triển của văn học Việt Nam từ cách mạng tháng tám năm 1945 đến năm 1975 trải qua mấy chặng đường chính?
A. 2
B. 3
C. []
D. 5
","Quá trình phát triển của văn học Việt Nam từ cách mạng tháng tám năm 1945 đến năm 1975 trải qua mấy chặng đường chính?
A. 2
B. 3
C. ",4,C,B,literature
"### Câu hỏi: Sư trong sáng của tiếng Việt có những biểu hiện là:
A. []
B. Giữ những phẩm chất đẹp đẽ của tiếng việt nhưng cũng cần vay mượn để làm tăng lên từ vựng và phong phú trong ngữ pháp của tiếng việt.
C. Biểu hiện ở tính văn hóa, lịch sự của lời nói
D. Cả ba đáp án trên
","Sư trong sáng của tiếng Việt có những biểu hiện là:
A. ","Là không pha tạp những yếu tố lai căng, pha tạp trong khi vẫn dung nạp những yếu tố tích cực ",A,D,literature
"### Câu hỏi: Phát biểu sau đây là của ai?
“Hai nguồn của cái giàu và cái đẹp của tiếng Việt là ở chỗ nó là tiếng nói của quần chúng nhân dân, đầy tình cảm, hình ảnh, màu sắc và âm điệu, hồn nhiên, ngộ nghĩnh và đầy ý nghĩa, đồng thời nó là ngôn ngữ của văn học, văn nghệ ... Chính cái giàu đẹp đó đã làm nên cái chất, giá trị, bản sắc, tinh hoa của tiếng Việt, kết quả của cả một quá trình và biết bao công sức dồi mài...”.
A. []
B. Phạm Văn Đồng
C. Hồ Chí Minh
D. Trường Chinh
","Phát biểu sau đây là của ai?
“Hai nguồn của cái giàu và cái đẹp của tiếng Việt là ở chỗ nó là tiếng nói của quần chúng nhân dân, đầy tình cảm, hình ảnh, màu sắc và âm điệu, hồn nhiên, ngộ nghĩnh và đầy ý nghĩa, đồng thời nó là ngôn ngữ của văn học, văn nghệ ... Chính cái giàu đẹp đó đã làm nên cái chất, giá trị, bản sắc, tinh hoa của tiếng Việt, kết quả của cả một quá trình và biết bao công sức dồi mài...”.
A. ",Đặng Thái Mai,A,B,literature
"### Câu hỏi: Nội dung của văn bản Nguyễn Đình Chiểu, ngôi sao sáng trong văn nghệ của dân tộc là:
A. []
B. Liệt kê những tác phẩm nổi tiếng, có giá trị của Nguyễn Đình Chiểu để lại trong kho tàng văn học Việt Nam.
C. Đánh giá tài năng nghệ thuật xuất chúng của tác giả Nguyễn Đình Chiểu
D. Nhìn nhận cuộc đời và thơ văn Nguyễn Đình Chiểu trong mối liên hệ khăng khít với hoàn cảnh của Tổ quốc lúc bấy giờ và với thời đại hiện nay. 
","Nội dung của văn bản Nguyễn Đình Chiểu, ngôi sao sáng trong văn nghệ của dân tộc là:
A. ",Ca ngợi tài năng của thơ văn của Nguyễn Đình Chiểu,A,D,literature
"### Câu hỏi: Cho đoạn văn sau
Những phát hiện của nhà khảo cổ nước ta chứng tỏ Việt Nam xưa kia đã từng là nơi sinh sống của người vượn. Năm 1960 tìm thấy ở núi Đọ (Thiệu Hóa, Thanh Hóa) nhiều hạch đá, mạnh tước, rìu tay có tuổi 40 vạn năm. Cùng năm đó phát hiện ở núi Voi, cách núi Đọ 3 km, một di chỉ xương (vừa là nơi cư trú, vừa là nơi chế tạo công cụ) của người vượn, diện tích 16 vạn m2. Ở Xuân Lộc (Đồng Nai) cũng đã tìm thấy công cụ đá của người vượn.

Ý nào sau đây không phù hợp khi nói về tính lí trí,logic được thể hiện qua đoạn văn trên
A. Câu đầu nêu luận điểm khái quát, các câu sau nêu luận cứ đều là các tư liệu thực tế.
B. []
C. Các câu văn chuẩn về ngữ pháp.
D. Các thông tin đưa ra được lựa chọn nhằm kích thích trí tò mò của người đọc.
","Cho đoạn văn sau
Những phát hiện của nhà khảo cổ nước ta chứng tỏ Việt Nam xưa kia đã từng là nơi sinh sống của người vượn. Năm 1960 tìm thấy ở núi Đọ (Thiệu Hóa, Thanh Hóa) nhiều hạch đá, mạnh tước, rìu tay có tuổi 40 vạn năm. Cùng năm đó phát hiện ở núi Voi, cách núi Đọ 3 km, một di chỉ xương (vừa là nơi cư trú, vừa là nơi chế tạo công cụ) của người vượn, diện tích 16 vạn m2. Ở Xuân Lộc (Đồng Nai) cũng đã tìm thấy công cụ đá của người vượn.

Ý nào sau đây không phù hợp khi nói về tính lí trí,logic được thể hiện qua đoạn văn trên
A. Câu đầu nêu luận điểm khái quát, các câu sau nêu luận cứ đều là các tư liệu thực tế.
B. ","Mỗi câu văn là một đơn vị cung cấp thông tin, thông tin chính xác, có nguồn gốc dựa trên những chứng cứ khoa học",B,D,literature
"### Câu hỏi: Lời nhấn mạnh của tác giả: ""Thậm chí chúng ta còn bị chậm hơn nữa về tiến độ hoàn thành các mục tiêu nếu sự kì thị và phân biệt đối xử vẫn tiếp tục diễn ra đối với những người bị HIV/AIDS"" có ý nghĩa gì?
A. Sự kì thị và và phân biệt đối xử với người HIV/AIDS đã bị xóa bỏ
B. Sự kì thị và và phân biệt đối xử với người HIV/AIDS sẽ khiến các mục tiêu phòng chống căn bệnh này còn rất lâu mới có thể hoàn thành
C. Sự kì thị và và phân biệt đối xử với người HIV/AIDS không ảnh hưởng gì đến nỗ lực phòng chống HIV/AIDS trên toàn thế giới.
D. []
","Lời nhấn mạnh của tác giả: ""Thậm chí chúng ta còn bị chậm hơn nữa về tiến độ hoàn thành các mục tiêu nếu sự kì thị và phân biệt đối xử vẫn tiếp tục diễn ra đối với những người bị HIV/AIDS"" có ý nghĩa gì?
A. Sự kì thị và và phân biệt đối xử với người HIV/AIDS đã bị xóa bỏ
B. Sự kì thị và và phân biệt đối xử với người HIV/AIDS sẽ khiến các mục tiêu phòng chống căn bệnh này còn rất lâu mới có thể hoàn thành
C. Sự kì thị và và phân biệt đối xử với người HIV/AIDS không ảnh hưởng gì đến nỗ lực phòng chống HIV/AIDS trên toàn thế giới.
D. ",Sự kì thị và và phân biệt đối xử với người HIV/AIDS đang được ngăn chặn mạnh mẽ.,D,B,literature
"### Câu hỏi: Yếu tố nào sau đây chi phối tới nội dung của bài thơ “ Tây Tiến “ ?
A. []
B. Địa bàn hoạt động của đơn vị Tây Tiến là biên giới Việt-Lào
C. Lính Tây Tiến chiến đấu trong hoàn cảnh hết sức gian khổ thiếu thốn.
D. Quang Dũng đã làm đại đội trưởng ở đơn vị Tây Tiến rồi chuyển sang đơn vị khác.
","Yếu tố nào sau đây chi phối tới nội dung của bài thơ “ Tây Tiến “ ?
A. ",Tây tiến là đơn vị quân đội thành lập năm 1947 mà chiến sĩ phần đông là thanh niên Hà Nội,A,B,literature
"### Câu hỏi: Hai chữ ""về đất"" trong câu: ""Áo bào thay chiếu anh về đất"" không gợi ý liên tưởng nào sau đây?
A. Sự hi sinh âm thầm không ai biết đến.
B. Sự thanh thản, ung dung của người lính sau khi đã tận trung với nước.
C. []
D. Sự hi sinh của người lính là hóa thân vào non sông đất nước.
","Hai chữ ""về đất"" trong câu: ""Áo bào thay chiếu anh về đất"" không gợi ý liên tưởng nào sau đây?
A. Sự hi sinh âm thầm không ai biết đến.
B. Sự thanh thản, ung dung của người lính sau khi đã tận trung với nước.
C. ",Cách nói giảm để tránh sự đau thương.,C,A,literature
"### Câu hỏi: Trong bài thơ Việt Bắc của Tố Hữu, nỗi nhớ Việt Bắc được so sánh với:
A. Nhớ người yêu
B. Nhớ cha mẹ
C. []
D. Tất cả đều đúng
","Trong bài thơ Việt Bắc của Tố Hữu, nỗi nhớ Việt Bắc được so sánh với:
A. Nhớ người yêu
B. Nhớ cha mẹ
C. ",Nhớ bạn bè,C,A,literature
"### Câu hỏi: Trong số các hình ảnh sau đây trong bài thơ hình ảnh nào chưa gợi rõ nét riêng của con người Việt Bắc?
A. Dân công đỏ đuốc.
B. Người mẹ đưa con lên rẫy.
C. []
D. Con người trên đèo cao với dao cài thắt lưng
","Trong số các hình ảnh sau đây trong bài thơ hình ảnh nào chưa gợi rõ nét riêng của con người Việt Bắc?
A. Dân công đỏ đuốc.
B. Người mẹ đưa con lên rẫy.
C. ",Cô gái hái măng một mình.,C,A,literature
"### Câu hỏi: Thông tin nào sau đây chưa chính xác về tác giả Nguyễn Đình Thi
A. Ông sinh năm 1924
B. Là nhà thơ trưởng thành trong kháng chiến chống Mĩ.
C. []
D. Ông từng là Tổng thư kí hội nhà văn Việt Nam
","Thông tin nào sau đây chưa chính xác về tác giả Nguyễn Đình Thi
A. Ông sinh năm 1924
B. Là nhà thơ trưởng thành trong kháng chiến chống Mĩ.
C. ","Nguyễn Đình Thi là một nghệ sĩ đa tài : một nhà văn, nhà thơ, nhà phê bình.",C,B,literature
"### Câu hỏi: Nhận xét nào sau đây không chính xác về Chế Lan Viên?
A. Thơ của ông chú trọng về nhạc điệu, ông đã khởi đầu một lối thơ chỉ dùng toàn vần bằng.
B. Ông tên thật là Phan Ngọc Hoan, sinh năm 1920 tại Cam An, Cam Lộ, Quảng Trị.
C. Phong cách thơ Chế Lan Viên rất rõ nét và độc đáo, nổi bật nhất là ""chất suy tưởng triết lí mang vẻ đẹp trí tuệ và sự đa dạng, phong phú của hình ảnh thơ được sáng tạo bởi một ngòi bút thông minh, tài hoa.
D. []
","Nhận xét nào sau đây không chính xác về Chế Lan Viên?
A. Thơ của ông chú trọng về nhạc điệu, ông đã khởi đầu một lối thơ chỉ dùng toàn vần bằng.
B. Ông tên thật là Phan Ngọc Hoan, sinh năm 1920 tại Cam An, Cam Lộ, Quảng Trị.
C. Phong cách thơ Chế Lan Viên rất rõ nét và độc đáo, nổi bật nhất là ""chất suy tưởng triết lí mang vẻ đẹp trí tuệ và sự đa dạng, phong phú của hình ảnh thơ được sáng tạo bởi một ngòi bút thông minh, tài hoa.
D. ","Sau Cách mạng, thơ ông đã ""đến với cuộc sống nhân dân và đất nước, thấm nhuần ánh sáng của cách mạng"" và có những thay đổi rõ rệt.",D,A,literature
"### Câu hỏi: Ý nào sau đây không phải là đặc trưng trong phong cách nghệ thuật của Nguyễn Duy?
A. []
B. Trầm tĩnh và giàu chiêm nghiệm
C. Giàu chất sử thi, chất anh hùng và chất chính luận.
D. Hướng tới cái đẹp của đời sống giản dị quanh ta và ở đó ta thấy được sự lắng kết những giá trị vĩnh hằng.
","Ý nào sau đây không phải là đặc trưng trong phong cách nghệ thuật của Nguyễn Duy?
A. ","Có sự kết hợp hài hòa giữa cái duyên dáng, trữ tình với chất thế sự đậm đặc.",A,C,literature
"### Câu hỏi: Đánh giá nào sau đây là hợp lí khi nhà thơ Xuân Quỳnh trong bài thơ Sóng ước muốn được ""Thành trăm con sóng nhỏ""?
A. Ước muốn vì tuyệt vọng, bất lực trước giới hạn của con người.
B. Ước muốn thành con sóng để trốn đi kiếp người đau khổ.
C. Ước muốn của người có tình yêu lớn, muốn được trường tồn với tình yêu.
D. []
","Đánh giá nào sau đây là hợp lí khi nhà thơ Xuân Quỳnh trong bài thơ Sóng ước muốn được ""Thành trăm con sóng nhỏ""?
A. Ước muốn vì tuyệt vọng, bất lực trước giới hạn của con người.
B. Ước muốn thành con sóng để trốn đi kiếp người đau khổ.
C. Ước muốn của người có tình yêu lớn, muốn được trường tồn với tình yêu.
D. ","Ước muốn viễn vông, phi thực tế.",D,C,literature
"### Câu hỏi: Trong câu thơ “Bác đã đi rồi sao, Bác ơi!”, nhà thơ đã sử dung biện pháp tu từ gì? 
A. []
B. Ẩn dụ.
C. Nhân hóa.
D. Nói giảm, nói tránh.
","Trong câu thơ “Bác đã đi rồi sao, Bác ơi!”, nhà thơ đã sử dung biện pháp tu từ gì? 
A. ",Nói quá.,A,D,literature
"### Câu hỏi: Trong tùy bút Người lái đò sông Đà, Nguyễn Tuân khẳng định tài nguyên quý nhất của Tây Bắc là gi?
A. Các mỏ quặng dưới lòng đất.
B. Dòng nước Sông Đà.
C. []
D. Con người bản địa và con người miền xuôi lên góp phần xây dựng Tây Bắc.
","Trong tùy bút Người lái đò sông Đà, Nguyễn Tuân khẳng định tài nguyên quý nhất của Tây Bắc là gi?
A. Các mỏ quặng dưới lòng đất.
B. Dòng nước Sông Đà.
C. ",Các cánh rừng hai bên bờ sông.,C,D,literature
"### Câu hỏi: Nhà thơ nào không được nhắc đến trong văn bản Ai đã đặt tên cho dòng sông? khi tác giả nói về sông Hương như một ""dòng thi ca"" trong lịch sử văn học dân tộc?
A. Tố Hữu
B. []
C. Huy Cận
D. Tản Đà
","Nhà thơ nào không được nhắc đến trong văn bản Ai đã đặt tên cho dòng sông? khi tác giả nói về sông Hương như một ""dòng thi ca"" trong lịch sử văn học dân tộc?
A. Tố Hữu
B. ",Cao Bá Quát,B,C,literature
"### Câu hỏi: Dòng nào nêu đúng mạch cấu trúc nội dung của văn bản Ai đã đặt tên cho dòng sông? (sách Ngữ văn 12)?
A. Văn bản miêu tả dòng sông Hương với những đặc điểm địa lí cụ thể, gắn bó chặt chẽ với đời sống sinh hoạt vật chất và tinh thần của người dân thành phố Huế.
B. []
C. Văn bản miêu tả dòng sông Hương theo suốt dọc thủy trình của nó (lúc ở thượng nguồn, khi xuôi về đồng bằng và ngoại thành Huế, vào thành phố Huế và rời khỏi Huế) đồng thời tái hiện dòng sông trong lịch sử và thi ca của dân tộc.
D. Văn bản tái hiện hình ảnh dòng sông Hương từ khởi nguồn của nó cho đến lúc trở thành một dòng sông lớn, gắn bó mật thiết và trở thành một biểu tượng của thành phố Huế.
","Dòng nào nêu đúng mạch cấu trúc nội dung của văn bản Ai đã đặt tên cho dòng sông? (sách Ngữ văn 12)?
A. Văn bản miêu tả dòng sông Hương với những đặc điểm địa lí cụ thể, gắn bó chặt chẽ với đời sống sinh hoạt vật chất và tinh thần của người dân thành phố Huế.
B. ","Văn bản miêu tả dòng sông Hương ở hai trạng thái cơ bản: mãnh liệt, dữ dội đầy sức mạnh ở thượng lưu và êm đềm, dịu dàng, trầm mặc khi xuôi về đồng bằng và nhất là khi vào thành phố Huế.",B,C,literature
"### Câu hỏi: Việt Bắc là bài thơ đậm đà tính dán tộc bởi những yếu tố nào ?
A. Phát huy thế mạnh cùa thơ lục bát, cấu tứ của ca dao, nhạc điệu của tiếng Việt, phép trùng điệp của ngôn ngữ dân gian.
B. Giai điệu trữ tình nghe tha thiết ngọt ngào như âm hưởng cùa lời ru. 
C. []
D. Sử dụng sáng tạo đại từ Ta - Mình đưa người đọc vào không gian cùa kỉ niệm ân tình.
","Việt Bắc là bài thơ đậm đà tính dán tộc bởi những yếu tố nào ?
A. Phát huy thế mạnh cùa thơ lục bát, cấu tứ của ca dao, nhạc điệu của tiếng Việt, phép trùng điệp của ngôn ngữ dân gian.
B. Giai điệu trữ tình nghe tha thiết ngọt ngào như âm hưởng cùa lời ru. 
C. ","Nhịp thơ uyển chuyển cân xứng hài hoà, dễ thuộc, dễ nhớ.",C,A,literature
"### Câu hỏi: Trong luật thơ Việt Nam, thanh trắc gồm:
A. []
B. Thanh ngã, thanh hỏi, thanh ngang, thanh huyền
C. Thanh sắc, thanh hỏi, thanh ngã, thanh nặng
D. Thanh huyền, thanh nặng, thanh ngã, thanh ngang
","Trong luật thơ Việt Nam, thanh trắc gồm:
A. ","Thanh huyền, thanh sắc, thanh hỏi, thanh nặng",A,C,literature
"### Câu hỏi: Điều gì đã đánh thức khát vọng sống hạnh phúc tưởng như đã chết trong tâm hồn của Mị?
A. []
B. Hình ảnh A Sử đi chơi.
C. Tiếng sáo gọi bạn tình.
D. Tiếng sáo gọi bạn tình.
","Điều gì đã đánh thức khát vọng sống hạnh phúc tưởng như đã chết trong tâm hồn của Mị?
A. ",Bát rượu ngày xuân mà Mị uống.,A,C,literature
"### Câu hỏi: Nỗi đau khổ lớn nhất  mà Mị phải chịu đựng là gì?
A. Phải làm lụng cơ cực để trả món nợ truyền kiếp của cha mẹ.
B. Bị cướp mất tuổi trẻ, tình yêu tự do, quyền làm người.
C. []
D. Bị hành hạ, đày đoạ, vùi dập tàn bạo.
","Nỗi đau khổ lớn nhất  mà Mị phải chịu đựng là gì?
A. Phải làm lụng cơ cực để trả món nợ truyền kiếp của cha mẹ.
B. Bị cướp mất tuổi trẻ, tình yêu tự do, quyền làm người.
C. ",Phải trải qua cuộc sống giam hãm như tù ngục ở nhà thống lí Pá Tra.,C,B,literature
"### Câu hỏi: Nhận định nào sau đây là đúng với đặc điểm phong cách nghệ thuật của Tô hoài?
A. Màu sắc dân tộc đậm đà, chất thơ chất chữ tình thấm đượm, ngôn ngữ và lời văn giàu tính tạo hình.
B. Thể hiện một sự nhạy bén và cách khám phá riêng của nhà văn với các vấn đề xã hội, giàu tính chính luận triết lí.
C. []
D. Văn phong vừa đậm chất trí tuệ vừa hiện đại
","Nhận định nào sau đây là đúng với đặc điểm phong cách nghệ thuật của Tô hoài?
A. Màu sắc dân tộc đậm đà, chất thơ chất chữ tình thấm đượm, ngôn ngữ và lời văn giàu tính tạo hình.
B. Thể hiện một sự nhạy bén và cách khám phá riêng của nhà văn với các vấn đề xã hội, giàu tính chính luận triết lí.
C. ","Tài hoa uyên bác, ý tưởng sâu sắc, diễn đạt độc đáo, chữ nghĩa giàu có và giàu tính tạo hình.",C,A,literature
"### Câu hỏi: Kết thúc truyện ngắn Vợ nhặt của Kim Lân là hình ảnh
A. tiếng trống thúc thuế dồn dập, xoáy vào nỗi tuyệt vọng của mọi người.
B. []
C. bữa cháo cám chát đắng, nghẹn ứ trong cổ và nỗi tủi hờn hiện ra trên nét mặt mọi người.
D. đám người đói và lá cờ đỏ bay phấp phới vẫn ám ảnh trong óc Tràng.
","Kết thúc truyện ngắn Vợ nhặt của Kim Lân là hình ảnh
A. tiếng trống thúc thuế dồn dập, xoáy vào nỗi tuyệt vọng của mọi người.
B. ",đàn quạ lượn thành từng đàn như những đám mây đen trên bầu trời.,B,D,literature
"### Câu hỏi: Truyện Rừng xà nu sáng tác năm nào?
A. 1960
B. 1965
C. []
D. 1972
","Truyện Rừng xà nu sáng tác năm nào?
A. 1960
B. 1965
C. ",1970,C,B,literature
"### Câu hỏi: Chi tiết nào sau đây không nói lên số phận chịu nhiều đau thương của Tnú - nhân vật chính trong tác phẩm Rừng xà nu của Nguyễn Trung Thành?
A. Đập đầu vào đá khi không thuộc được chữ.
B. []
C. Vợ con đều chết.
D. Nhiều vết thương trên thân thể.
","Chi tiết nào sau đây không nói lên số phận chịu nhiều đau thương của Tnú - nhân vật chính trong tác phẩm Rừng xà nu của Nguyễn Trung Thành?
A. Đập đầu vào đá khi không thuộc được chữ.
B. ",Cha mẹ chết sớm.,B,C,literature
"### Câu hỏi: Ở tòa án, khi chánh án Đẩu nhắc tới thằng Phác, người đàn bà hàng chài đã có phản ứng thế nào?
A. bật khóc khi nghe chánh án Đẩu nhắc tới thằng con.
B. bật dậy, chạy ra khỏi tòa án.
C. []
D. phản ứng mạnh mẽ với vị chánh án.
","Ở tòa án, khi chánh án Đẩu nhắc tới thằng Phác, người đàn bà hàng chài đã có phản ứng thế nào?
A. bật khóc khi nghe chánh án Đẩu nhắc tới thằng con.
B. bật dậy, chạy ra khỏi tòa án.
C. ","chỉ im lặng, cúi đầu và không nói gì.",C,A,literature
"### Câu hỏi: Ở tòa án, khi gặp chánh án Đẩu, người đàn bà hàng chài đã van xin điều gì?
A. Xin tha tội cho người chồng vũ phu.
B. []
C. Xin quý tòa xét xử công bằng, cho lão chồng độc ác vào tù.
D. Xin quý tòa không bắt phải bỏ người chồng vũ phu của mình.
","Ở tòa án, khi gặp chánh án Đẩu, người đàn bà hàng chài đã van xin điều gì?
A. Xin tha tội cho người chồng vũ phu.
B. ",Xin giúp đỡ cho hoàn cảnh éo le của mình.,B,D,literature
"### Câu hỏi: Nghĩa tường minh là gì?
A. []
B. Nghĩa tường minh là phần thông báo được diễn đạt trực tiếp bằng lời nói trong câu.
C. Nghĩa tường minh là phần thông báo được diễn đạt trực tiếp bằng từ ngữ trong câu.
D. Nghĩa tường minh là phần nội dung được diễn đạt trực tiếp bởi thái độ của người nói trong câu.
","Nghĩa tường minh là gì?
A. ",Nghĩa tường minh là phần nội dung được diễn đạt trực tiếp bằng lời nói trong câu.,A,C,literature
"### Câu hỏi: Thế nào là nghĩa hàm ý trong câu ?
A. Hàm ý là phần nội dung tuy không được diễn đạt trực tiếp bằng từ ngữ trong câu nhưng có thể hiểu được từ những từ ngữ ấy.
B. Hàm ý là phần thông báo tuy không được diễn đạt trực tiếp bằng từ ngữ trong câu nhưng có thể suy ra từ những từ ngữ ấy.
C. Hàm ý là phần lời nói tuy không được diễn đạt trực tiếp bằng từ ngữ trong câu nhưng có thể hiểu được từ những từ ngữ ấy.
D. []
","Thế nào là nghĩa hàm ý trong câu ?
A. Hàm ý là phần nội dung tuy không được diễn đạt trực tiếp bằng từ ngữ trong câu nhưng có thể hiểu được từ những từ ngữ ấy.
B. Hàm ý là phần thông báo tuy không được diễn đạt trực tiếp bằng từ ngữ trong câu nhưng có thể suy ra từ những từ ngữ ấy.
C. Hàm ý là phần lời nói tuy không được diễn đạt trực tiếp bằng từ ngữ trong câu nhưng có thể hiểu được từ những từ ngữ ấy.
D. ",Hàm ý là phần của nội dung được thông báo không được nói một cách trực tiếp nhưng có thể hiểu để suy ra từ những từ ngữ ấy.,D,A,literature
