,Question,Fed_Prompt,Label,Choosed_wrong_answer,True_answer,Subject,Grade
461,"### Câu hỏi: Tính $\frac{7}{12} \times \frac{4}{9} + \frac{4}{9} \times \frac{5}{12} + \frac{2}{9}$:
A. []
B. $\frac{2}{9}$
C. $\frac{11}{9}$
D. $\frac{5}{3}$
","Tính $\frac{7}{12} \times \frac{4}{9} + \frac{4}{9} \times \frac{5}{12} + \frac{2}{9}$:
A. ",$\frac{4}{9}$,A,B,math,Toán 5
462,"### Câu hỏi: Một đội bóng rổ đã thi đấu 20 trận, thắng 12 trận. Như vậy tỉ số phần trăm các trận thắng của đội bóng đó là?
A. 12%
B. 32%
C. []
D. 60%
","Một đội bóng rổ đã thi đấu 20 trận, thắng 12 trận. Như vậy tỉ số phần trăm các trận thắng của đội bóng đó là?
A. 12%
B. 32%
C. ",40%,C,D,math,Toán 5
463,"### Câu hỏi: Gọi S là tập hợp các số tự nhiên có hai chữ số. Trong các số: 7; 15; 106; 99, số nào không thuộc tập S?
A. []
B. 15; 99
C. 7; 106
D. 106
","Gọi S là tập hợp các số tự nhiên có hai chữ số. Trong các số: 7; 15; 106; 99, số nào không thuộc tập S?
A. ",7; 15,A,C,math,Toán 5
464,"### Câu hỏi: So sánh $2^{4}$ và $4^{2}$:
A. $2^{4} > 4^{2}$
B. $2^{4} < 4^{2}$
C. $2^{4} = 4^{2}$
D. []
","So sánh $2^{4}$ và $4^{2}$:
A. $2^{4} > 4^{2}$
B. $2^{4} < 4^{2}$
C. $2^{4} = 4^{2}$
D. ",$2^{4} \neq 4^{2}$,D,C,math,Toán 5
465,"### Câu hỏi: Tính $[(33 - 3) \div 3]^{3 + 3}$
A. 1000000
B. []
C. 729000000
D. 10000000
","Tính $[(33 - 3) \div 3]^{3 + 3}$
A. 1000000
B. ",100000,B,A,math,Toán 5
466,"### Câu hỏi: Tính 2^{5} +2 \times \{12 + 2[3 \times (5 - 2) + 1] + 1\} + 1:
A. 83
B. 99
C. 100
D. []
","Tính 2^{5} +2 \times \{12 + 2[3 \times (5 - 2) + 1] + 1\} + 1:
A. 83
B. 99
C. 100
D. ",98,D,B,math,Toán 5
467,"### Câu hỏi: Áp dụng tính chất chia hết của một tổng, hãy tìm x thuộc tập {15; 17; 50; 23} sao cho x + 20 chia hết cho 5?
A. []
B. {15}
C. {50}
D. {15; 50}
","Áp dụng tính chất chia hết của một tổng, hãy tìm x thuộc tập {15; 17; 50; 23} sao cho x + 20 chia hết cho 5?
A. ",{15; 17},A,D,math,Toán 5
468,"### Câu hỏi: Để mở khóa két, Mai cần tìm được 8 chữ số ghép từ 4 số có hai chữ số nằm trong tập {18; 24; 30; 46; 75; 82; 48; 34}. Các số đó được sắp xếp từ nhỏ đến lớn sao cho chúng chia hết cho 4 hoặc chia hết cho 5. Tìm 4 số đó theo thứ tự từ nhỏ đến lớn?
A. 18; 24; 30; 46
B. 24; 30; 46; 75
C. []
D. 24; 30; 48; 75
","Để mở khóa két, Mai cần tìm được 8 chữ số ghép từ 4 số có hai chữ số nằm trong tập {18; 24; 30; 46; 75; 82; 48; 34}. Các số đó được sắp xếp từ nhỏ đến lớn sao cho chúng chia hết cho 4 hoặc chia hết cho 5. Tìm 4 số đó theo thứ tự từ nhỏ đến lớn?
A. 18; 24; 30; 46
B. 24; 30; 46; 75
C. ",30; 46; 75; 82,C,D,math,Toán 6
469,"### Câu hỏi: Tìm số dư của phép chia $3^{2} + 3^{3} + 3^{4} + 3^{5}$ cho 4?
A. 0
B. []
C. 2
D. 3
","Tìm số dư của phép chia $3^{2} + 3^{3} + 3^{4} + 3^{5}$ cho 4?
A. 0
B. ",1,B,A,math,Toán 6
470,"### Câu hỏi: Phân tích số 12 ra thành tích các thừa số nguyên tố?
A. $3^{2} \times 2$
B. []
C. $2^{2} \times 3$
D. $3 \times 4$
","Phân tích số 12 ra thành tích các thừa số nguyên tố?
A. $3^{2} \times 2$
B. ",$2^{2} \times 2$,B,C,math,Toán 6
471,"### Câu hỏi: Tìm ước chung lớn nhất của 2 số 35 và 105:
A. 1
B. []
C. 7
D. 35
","Tìm ước chung lớn nhất của 2 số 35 và 105:
A. 1
B. ",5,B,D,math,Toán 6
472,"### Câu hỏi: Tìm bội chung nhỏ nhất của 2 số 35 và 105:
A. 105
B. []
C. 735
D. 35
","Tìm bội chung nhỏ nhất của 2 số 35 và 105:
A. 105
B. ",525,B,A,math,Toán 6
473,"### Câu hỏi: $\frac{2}{3}$ quả dưa hấu nặng $2\frac{1}{2} kg$. Hỏi quả dưa hấu nặng bao nhiêu kg?
A. $\frac{5}{2}$
B. $\frac{15}{4}$
C. []
D. $\frac{19}{6}$
","$\frac{2}{3}$ quả dưa hấu nặng $2\frac{1}{2} kg$. Hỏi quả dưa hấu nặng bao nhiêu kg?
A. $\frac{5}{2}$
B. $\frac{15}{4}$
C. ",$\frac{5}{3}$,C,B,math,Toán 6
474,"### Câu hỏi: Cả ba vòi cùng chảy vào một cái bể cạn. Nếu hai vòi I và II cùng chảy thì bể đầy sau 30 phút. Nếu hai vòi II và III cùng chảy thì bể đầy sau 75 phút. Nếu hai vòi III và I cùng chảy thì bể đầy sau 50 phút. Hỏi cả 3 vòi cùng chảy thì bể đầy sau bao lâu?
A. 15 phút
B. 30 phút
C. []
D. 52 phút
","Cả ba vòi cùng chảy vào một cái bể cạn. Nếu hai vòi I và II cùng chảy thì bể đầy sau 30 phút. Nếu hai vòi II và III cùng chảy thì bể đầy sau 75 phút. Nếu hai vòi III và I cùng chảy thì bể đầy sau 50 phút. Hỏi cả 3 vòi cùng chảy thì bể đầy sau bao lâu?
A. 15 phút
B. 30 phút
C. ",155 phút,C,B,math,Toán 6
475,"### Câu hỏi: Tìm số tự nhiên a lớn nhất, biết rằng 1050 và 630 đều chia hết cho a?
A. []
B. 1050
C. 210
D. 7
","Tìm số tự nhiên a lớn nhất, biết rằng 1050 và 630 đều chia hết cho a?
A. ",630,A,C,math,Toán 6
476,"### Câu hỏi: Một công nhân được tăng lương hai lần liên tiếp, lần sau tăng 10% so với mức lương lần trước. So với lúc chưa tăng lương, sau hai lần tăng lương, mức lương của người công nhân đó đã được tăng?
A. []
B. 19%
C. 20%
D. 21%
","Một công nhân được tăng lương hai lần liên tiếp, lần sau tăng 10% so với mức lương lần trước. So với lúc chưa tăng lương, sau hai lần tăng lương, mức lương của người công nhân đó đã được tăng?
A. ",31%,A,D,math,Toán 6
477,"### Câu hỏi: Số nào trong các số sau không là số nguyên tố?
A. 17
B. 97
C. 2335
D. []
","Số nào trong các số sau không là số nguyên tố?
A. 17
B. 97
C. 2335
D. ",499,D,C,math,Toán 6
478,"### Câu hỏi: Trong các số: 2; 3; 6; 8 số nào là ước chung của 6 và 16 ?
A. []
B. 2
C. 6
D. 8
","Trong các số: 2; 3; 6; 8 số nào là ước chung của 6 và 16 ?
A. ",3,A,B,math,Toán 6
479,"### Câu hỏi: Trong các khẳng định sau, khẳng định nào sai?
A. Ước chung của hai số tự nhiên a và b là ước của ước chung lớn nhất của chúng.
B. []
C. ƯCLN(a, b) là ước của BCNN(a, b)
D. Nếu a không chia hết cho c và b không chia hết cho c thì BCNN(a; b) cũng không chia hết cho c.
","Trong các khẳng định sau, khẳng định nào sai?
A. Ước chung của hai số tự nhiên a và b là ước của ước chung lớn nhất của chúng.
B. ",Bội chung của hai số tự nhiên a và b là bội của bội chung nhỏ nhất của chúng,B,D,math,Toán 6
480,"### Câu hỏi: Cho hình vuông ABCD. Khẳng định sai là:
A. []
B. Hình vuông ABCD có bốn góc ở đỉnh A; B; C; D bằng nhau.
C. Hình vuông ABCD có hai đường chéo bằng nhau: AC = BD.
D. Hình vuông ABCD có hai cặp cạnh đối song song AB và BC; CD và AD.
","Cho hình vuông ABCD. Khẳng định sai là:
A. ",Hình vuông ABCD có bốn cạnh bằng nhau: AB = BC = CD = AD.,A,D,math,Toán 6
481,"### Câu hỏi: Tìm số tự nhiên x biết: 5x + 3x = 88
A. 11
B. 3
C. []
D. 9
","Tìm số tự nhiên x biết: 5x + 3x = 88
A. 11
B. 3
C. ",8,C,A,math,Toán 6
482,"### Câu hỏi: Trong các số sau, số nào chia hết cho 9 nhưng không chia hết cho 5?
A. 23454
B. 34515
C. []
D. 93240
","Trong các số sau, số nào chia hết cho 9 nhưng không chia hết cho 5?
A. 23454
B. 34515
C. ",54321,C,A,math,Toán 6
483,"### Câu hỏi: Số nào trong các số sau đây là số nguyên tố
A. 51
B. 71
C. 81
D. []
","Số nào trong các số sau đây là số nguyên tố
A. 51
B. 71
C. 81
D. ",91,D,B,math,Toán 6
484,"### Câu hỏi: Trong các câu sau, câu nào sai?
A. Tổng của hai số thập phân dương là một số thập phân dương.
B. []
C. Thương của hai số thập phân dương là một số thập phân dương.
D. Hiệu của hai số thập phân dương là một số thập phân dương.
","Trong các câu sau, câu nào sai?
A. Tổng của hai số thập phân dương là một số thập phân dương.
B. ",Tích của hai số thập phân dương là một số thập phân dương.,B,D,math,Toán 6
485,"### Câu hỏi: Khẳng định nào sau đây sai
A. Hình chữ nhật có tâm đối xứng là giao điểm của hai đường chéo.
B. Tam giác đều có ba trục đối xứng.
C. Tam giác đều có một tâm đối xứng
D. []
","Khẳng định nào sau đây sai
A. Hình chữ nhật có tâm đối xứng là giao điểm của hai đường chéo.
B. Tam giác đều có ba trục đối xứng.
C. Tam giác đều có một tâm đối xứng
D. ",Hình tròn có vô số trục đối xứng.,D,C,math,Toán 6
486,"### Câu hỏi: Làm tròn số a = 131,2956 đến chữ số thập phân thứ hai ta được số thập phân nào sau đây?
A. 131,29
B. 131,30
C. []
D. 130
","Làm tròn số a = 131,2956 đến chữ số thập phân thứ hai ta được số thập phân nào sau đây?
A. 131,29
B. 131,30
C. ","131,31",C,B,math,Toán 6
487,"### Câu hỏi: ƯCLN(16; 40; 176) bằng:
A. 4
B. []
C. 10
D. 8
","ƯCLN(16; 40; 176) bằng:
A. 4
B. ",16,B,D,math,Toán 6
488,"### Câu hỏi: Biết a là một số bất kỳ khi chia cho 3, a không thể nhận giá trị nào?
A. 1
B. []
C. 0
D. 4
","Biết a là một số bất kỳ khi chia cho 3, a không thể nhận giá trị nào?
A. 1
B. ",2,B,D,math,Toán 6
489,"### Câu hỏi: Nếu điểm M nằm giữa hai điểm A và B thì: 
A. MA + MB = AB
B. MA + AB = MB
C. []
D. AM + MB = AB
","Nếu điểm M nằm giữa hai điểm A và B thì: 
A. MA + MB = AB
B. MA + AB = MB
C. ",MB + BA = MA,C,D,math,Toán 6
490,"### Câu hỏi: Kết quả của phép tính $3^{2} \times 3^{4}$ là?
A. []
B. $3^{6}$
C. $3^{7}$
D. $3^{8}$
","Kết quả của phép tính $3^{2} \times 3^{4}$ là?
A. ",$3^{5}$,A,B,math,Toán 6
491,"### Câu hỏi: Cho $A = 2^{0} + 2^{1} + 2^{2} + ... + 2^{19}$ và $B = 2^{20}$. Tính B - A:
A. 1
B. []
C. 3
D. 4
","Cho $A = 2^{0} + 2^{1} + 2^{2} + ... + 2^{19}$ và $B = 2^{20}$. Tính B - A:
A. 1
B. ",2,B,A,math,Toán 6
492,"### Câu hỏi: Tìm x, y để $\overline {23xy}$ chia hết cho 2, 3, 5 và 9?
A. x = 3; y = 0
B. x = 4; y = 0
C. x = 0; y = 4
D. []
","Tìm x, y để $\overline {23xy}$ chia hết cho 2, 3, 5 và 9?
A. x = 3; y = 0
B. x = 4; y = 0
C. x = 0; y = 4
D. ",x = 8; y = 5.,D,B,math,Toán 6
493,"### Câu hỏi: Tìm x biết $\frac {x}{27} = \frac {-15}{9}$?
A. –5
B. –135
C. []
D. -45
","Tìm x biết $\frac {x}{27} = \frac {-15}{9}$?
A. –5
B. –135
C. ",45,C,D,math,Toán 6
494,"### Câu hỏi: Trong đợt thực hiện kế hoạch nhỏ của trường THCS A, khối 6 của trường đã thu được 1035 kg giấy vụn. Trong đó lớp 6A thu được 105 kg. Tỉ số phần trăm số giấy vụn mà lớp 6A đã thu được so với khối 6 của trường (làm tròn đến chữ số thập phân thứ nhất) là?
A. 10,1%
B. 10,2%
C. 10,4%
D. []
","Trong đợt thực hiện kế hoạch nhỏ của trường THCS A, khối 6 của trường đã thu được 1035 kg giấy vụn. Trong đó lớp 6A thu được 105 kg. Tỉ số phần trăm số giấy vụn mà lớp 6A đã thu được so với khối 6 của trường (làm tròn đến chữ số thập phân thứ nhất) là?
A. 10,1%
B. 10,2%
C. 10,4%
D. ",10%,D,A,math,Toán 6
495,"### Câu hỏi: Tính $S = \frac {1}{1.4} + \frac {1}{4.7} + \frac {1}{7.10}  + ... + \frac {1}{94.97} + \frac {1}{97.100}$?
A. []
B. 99/100
C. 1
D. 33/100
","Tính $S = \frac {1}{1.4} + \frac {1}{4.7} + \frac {1}{7.10}  + ... + \frac {1}{94.97} + \frac {1}{97.100}$?
A. ",1/4,A,D,math,Toán 6
496,"### Câu hỏi: Khẳng định nào sau đây là đúng?
A. Mọi số nguyên đều là số tự nhiên.
B. Mọi số hữu tỉ đều là số nguyên.
C. Mọi số nguyên đều là số hữu tỉ.
D. []
","Khẳng định nào sau đây là đúng?
A. Mọi số nguyên đều là số tự nhiên.
B. Mọi số hữu tỉ đều là số nguyên.
C. Mọi số nguyên đều là số hữu tỉ.
D. ",Mọi phân số đều là số nguyên.,D,C,math,Toán 6
497,"### Câu hỏi: Giá trị nhỏ nhất của biểu thức $\sqrt {x^{2} + 16} - 8$ là?
A. -4
B. 8
C. []
D. -8
","Giá trị nhỏ nhất của biểu thức $\sqrt {x^{2} + 16} - 8$ là?
A. -4
B. 8
C. ",0,C,A,math,Toán 6
498,"### Câu hỏi: Với mọi số thực x. Khẳng định nào sau đây sai?
A. []
B. $|x| \geq -x$
C. $|x|^{2} = x^{2}$
D. $|x| = x$
","Với mọi số thực x. Khẳng định nào sau đây sai?
A. ",$|x| \geq x$,A,D,math,Toán 6
499,"### Câu hỏi: Trong các khẳng định sau, khẳng định nào đúng?
A. Hai góc bằng nhau thì đối đỉnh.
B. Hai góc không đối đỉnh thì không bằng nhau.
C. Hai góc đối đỉnh thì bằng nhau.
D. []
","Trong các khẳng định sau, khẳng định nào đúng?
A. Hai góc bằng nhau thì đối đỉnh.
B. Hai góc không đối đỉnh thì không bằng nhau.
C. Hai góc đối đỉnh thì bằng nhau.
D. ",Cả ba khẳng định trên đều đúng.,D,C,math,Toán 6
500,"### Câu hỏi: Trong các câu sau đây, câu nào đúng?
A. Đường thẳng đi qua trung điểm của đoạn thẳng AB là đường trung trực của đoạn thẳng AB.
B. []
C. Tập hợp các điểm các đều hai điểm phân biệt A và B là đường thẳng đi qua trung điểm của đoạn thẳng AB.
D. Đường thẳng đi qua trung điểm và vuông góc với đoạn thẳng AB là đường trung trực của đoạn thẳng AB.
","Trong các câu sau đây, câu nào đúng?
A. Đường thẳng đi qua trung điểm của đoạn thẳng AB là đường trung trực của đoạn thẳng AB.
B. ",Đường thẳng vuông góc với đoạn thẳng AB là đường trung trực của đoạn thẳng AB.,B,D,math,Toán 6
501,"### Câu hỏi: Trong các câu sau đây, câu nào sai?
A. Tam giác tù là tam giác có một góc có số đo lớn hơn 90°.
B. []
C. Tam giác cân là tam giác có ba góc có số đo bằng 60°.
D. Tam giác nhọn là tam giác có ba góc có số đo nhỏ hơn 90°.
","Trong các câu sau đây, câu nào sai?
A. Tam giác tù là tam giác có một góc có số đo lớn hơn 90°.
B. ",Tam giác vuông là tam giác có một góc có số đo bằng 90°.,B,C,math,Toán 8
502,"### Câu hỏi: Cho đại lượng y liên hệ với đại lượng x theo công thức $y = \frac{12}{x}$. Gọi $x_1, x_2, x_3$ lần lượt là các giá trị khác nhau của x; y_1, y_2, y_3 lần lượt là các giá trị tương ứng của y. Phát biểu nào sau đây là đúng?
A. Ta có: $x_1y_1 = x_2y_2 = x_3y_3 = 12$
B. Hai đại lượng x và y tỉ lệ thuận với nhau.
C. []
D. $\frac{y_1}{x_1}=\frac{y_2}{x_2}= \frac{y_3}{x_3}$
","Cho đại lượng y liên hệ với đại lượng x theo công thức $y = \frac{12}{x}$. Gọi $x_1, x_2, x_3$ lần lượt là các giá trị khác nhau của x; y_1, y_2, y_3 lần lượt là các giá trị tương ứng của y. Phát biểu nào sau đây là đúng?
A. Ta có: $x_1y_1 = x_2y_2 = x_3y_3 = 12$
B. Hai đại lượng x và y tỉ lệ thuận với nhau.
C. ",$\frac{y_1}{y_2}=\frac{y_1}{y_2}; \frac{y_1}{y_3}=\frac{y_1}{y_3};\frac{y_2}{y_3}=\frac{y_2}{y_3}$,C,A,math,Toán 7
503,"### Câu hỏi: Quan hệ của các đại lượng nào sau đây là quan hệ tỉ lệ thuận?
A. []
B. Số người và số ngày khi thực hiện một lượng công việc không đổi và năng suất lao động của mỗi người là như nhau.
C. Quãng đường đi được và thời gian chuyển động của vật chuyển động đều.
D. Chiều rộng và chiều dài của hình chữ nhật có diện tích không đổi.
","Quan hệ của các đại lượng nào sau đây là quan hệ tỉ lệ thuận?
A. ",Vận tốc trung bình của ô tô và thời gian chuyển động của ô tô trên một quãng đường cố định.,A,C,math,Toán 7
504,"### Câu hỏi: Cho hai đa thức f(x) và g(x) khác đa thức không sao cho tổng f(x) + g(x) khác đa thức không. Khi nào thì bậc của f(x) + g(x) chắc chắn bằng bậc của f(x)?
A. f(x) và g(x) có cùng bậc.
B. f(x) có bậc lớn hơn bậc của g(x).
C. g(x) có bậc lớn hơn bậc của f(x).
D. []
","Cho hai đa thức f(x) và g(x) khác đa thức không sao cho tổng f(x) + g(x) khác đa thức không. Khi nào thì bậc của f(x) + g(x) chắc chắn bằng bậc của f(x)?
A. f(x) và g(x) có cùng bậc.
B. f(x) có bậc lớn hơn bậc của g(x).
C. g(x) có bậc lớn hơn bậc của f(x).
D. ",Không bao giờ.,D,B,math,Toán 7
505,"### Câu hỏi: Cho đa thức $P(x) = x^{2} + 5x − 6$. Khi đó:
A. P(x) chỉ có một nghiệm là x = 1
B. []
C. P(x) chỉ có một nghiệm là x = −6.
D. x = 1 và x = −6 là hai nghiệm của P(x).
","Cho đa thức $P(x) = x^{2} + 5x − 6$. Khi đó:
A. P(x) chỉ có một nghiệm là x = 1
B. ",P(x) không có nghiệm.,B,D,math,Toán 7
506,"### Câu hỏi: Phép chia đa thức $2x^{5} - 3x^{4} + x^{3} - 6x^{2}$ cho đa thức $5x^{7-2n}$ ($n \in \mathbb{N}$ và $0 \leq n \leq 3$) là phép chia hết nếu: 
A. n = 0
B. []
C. n = 2
D. n = 3
","Phép chia đa thức $2x^{5} - 3x^{4} + x^{3} - 6x^{2}$ cho đa thức $5x^{7-2n}$ ($n \in \mathbb{N}$ và $0 \leq n \leq 3$) là phép chia hết nếu: 
A. n = 0
B. ",n = 1,B,D,math,Toán 7
507,"### Câu hỏi: Tập hợp các số hữu tỉ kí hiệu là?
A. N
B. []
C. Q
D. Z
","Tập hợp các số hữu tỉ kí hiệu là?
A. N
B. ",N*,B,C,math,Toán 7
508,"### Câu hỏi: Số $\frac{1}{3}$ là số?
A. Số thập phân vô hạn không tuần hoàn.
B. []
C. Số thập phân vô hạn tuần hoàn.
D. Số vô tỉ.
","Số $\frac{1}{3}$ là số?
A. Số thập phân vô hạn không tuần hoàn.
B. ",Số thập phân hữu hạn.,B,C,math,Toán 7
509,"### Câu hỏi: Tổng số đo ba góc của một tam giác bằng?
A. []
B. 60°
C. 90°
D. 180°
","Tổng số đo ba góc của một tam giác bằng?
A. ",45°,A,D,math,Toán 7
510,"### Câu hỏi: Dạng số thập phân hữu hạn của phân số $\frac{33}{55}$ là:
A. 0,(66)
B. -0,(6)
C. []
D. 0,6
","Dạng số thập phân hữu hạn của phân số $\frac{33}{55}$ là:
A. 0,(66)
B. -0,(6)
C. ",$\frac{3}{5}$,C,D,math,Toán 7
511,"### Câu hỏi: Số đối của số hữu tỉ $\frac{2}{3}$ là?
A. $\frac{2}{3}$
B. $\frac{2}{-3}$
C. $\frac{-2}{-3}$
D. []
","Số đối của số hữu tỉ $\frac{2}{3}$ là?
A. $\frac{2}{3}$
B. $\frac{2}{-3}$
C. $\frac{-2}{-3}$
D. ",$\frac{3}{2}$,D,B,math,Toán 7
512,"### Câu hỏi: $\sqrt{64}$ bằng?
A. []
B. -8
C. 8
D. 64
","$\sqrt{64}$ bằng?
A. ",$\pm 8$,A,C,math,Toán 7
513,"### Câu hỏi: Tiên đề Euclid được phát biểu: ""Qua một điểm M nằm ngoài đường thẳng a ...""?
A. Có duy nhất một đường thẳng đi qua M và song song với a.
B. Có hai đường thẳng song song với a.
C. Có ít nhất một đường thẳng song song với a.
D. []
","Tiên đề Euclid được phát biểu: ""Qua một điểm M nằm ngoài đường thẳng a ...""?
A. Có duy nhất một đường thẳng đi qua M và song song với a.
B. Có hai đường thẳng song song với a.
C. Có ít nhất một đường thẳng song song với a.
D. ",Có vô số đường thẳng song song với a.,D,A,math,Toán 7
514,"### Câu hỏi: Nhận định nào sau đây là đúng?
A. 1,516 < 1,(516)
B. []
C. 1,516 > 1,(516)
D. $1,516 \approx 1,(516)$
","Nhận định nào sau đây là đúng?
A. 1,516 < 1,(516)
B. ","1,516 = 1,(516)",B,A,math,Toán 7
515,"### Câu hỏi: Trong các số sau, số nào biểu diễn số đối của số hữu tỉ –0,5?
A. $\frac{1}{2}$
B. $-\frac{1}{2}$
C. []
D. -2
","Trong các số sau, số nào biểu diễn số đối của số hữu tỉ –0,5?
A. $\frac{1}{2}$
B. $-\frac{1}{2}$
C. ",2,C,A,math,Toán 7
516,"### Câu hỏi: Dãy dữ liệu về cân nặng (đơn vị: kilôgam) của 7 học sinh lớp 7A: 25; 30; 32; 28; 29; 31; 27 thuộc loại dữ liệu nào?
A. Dữ liệu không là số.
B. []
C. Dữ liệu định lượng.
D. Dữ liệu kilôgam.
","Dãy dữ liệu về cân nặng (đơn vị: kilôgam) của 7 học sinh lớp 7A: 25; 30; 32; 28; 29; 31; 27 thuộc loại dữ liệu nào?
A. Dữ liệu không là số.
B. ",Dữ liệu định tính.,B,C,math,Toán 7
517,"### Câu hỏi: Phân số biểu diễn số hữu tỉ -3,25 là
A. $\frac{-13}4$
B. $\frac{-11}4$
C. []
D. $\frac{-26}8$
","Phân số biểu diễn số hữu tỉ -3,25 là
A. $\frac{-13}4$
B. $\frac{-11}4$
C. ",$\frac{13/4}$,C,A,math,Toán 7
518,"### Câu hỏi: Tam giác ABC vuông tại A thì
A. []
B. $\hat{B}+\hat{C}=90^\circ$
C. $\hat{B}+\hat{C}=100^\circ$
D. $\hat{B}+\hat{C}=180^\circ
","Tam giác ABC vuông tại A thì
A. ",$\hat{B}+\hat{C}=60^\circ$,A,B,math,Toán 7
519,"### Câu hỏi: Số hữu tỉ là số được viết dưới dạng phân số a/b với
A. $a=0, b \neq 0$
B. $a, b \in \mathbb{Z}; b \neq 0$
C. []
D. $a \in \mathbb{N}; b \neq 0$
","Số hữu tỉ là số được viết dưới dạng phân số a/b với
A. $a=0, b \neq 0$
B. $a, b \in \mathbb{Z}; b \neq 0$
C. ","$a, b \in \mathbb{N}$",C,B,math,Toán 7
520,"### Câu hỏi: Cho tam giác ABC cân tại A. Phát biểu nào sau đây sai
A. $\hat{B} = \hat{C}$
B. []
C. $\hat{A} = 180^\circ - 2\hat{C}$
D. $\hat{A{ = \hat{C}$
","Cho tam giác ABC cân tại A. Phát biểu nào sau đây sai
A. $\hat{B} = \hat{C}$
B. ",$\hat{C}=\frac{180^\circ - \hat{A}}{2}$,B,D,math,Toán 7
521,"### Câu hỏi: Nếu |x| = 2 thì 
A. x = 2
B. x = -2
C. x = 2 hoặc x = -2
D. []
","Nếu |x| = 2 thì 
A. x = 2
B. x = -2
C. x = 2 hoặc x = -2
D. ",Không có giá trị nào của x thỏa mãn,D,C,math,Toán 7
522,"### Câu hỏi: Cho $\triangle$ABC = $\triangle$A'B'C'.Trong các khẳng định sau, khẳng định nào là đúng?
A. Hai đỉnh A và A' gọi là hai đỉnh tương ứng
B. Hai góc B và C' gọi là hai góc tương ứng
C. []
D. Hai cạnh AB và B'C' gọi là hai cạnh tương ứng
","Cho $\triangle$ABC = $\triangle$A'B'C'.Trong các khẳng định sau, khẳng định nào là đúng?
A. Hai đỉnh A và A' gọi là hai đỉnh tương ứng
B. Hai góc B và C' gọi là hai góc tương ứng
C. ",Hai cạnh AC và A'B' gọi là hai cạnh tương ứng,C,A,math,Toán 7
523,"### Câu hỏi: Căn bậc hai số học của $\frac{(-2)^2}{5^2}:
A. $\frac{4}25$
B. []
C. $\frac{2}5$
D. $\frac{-2}5$
","Căn bậc hai số học của $\frac{(-2)^2}{5^2}:
A. $\frac{4}25$
B. ",$\frac{-4}25$,B,C,math,Toán 7
524,"### Câu hỏi: Phát biểu nào dưới đây là sai?
A. Hai tam giác có các góc tương ứng bằng nhau là hai tam giác bằng nhau
B. Hai tam giác bằng nhau thì có các góc tương ứng bằng nhau
C. []
D. Hai tam giác bằng nhau là hai tam giác có các cạnh bằng nhau và có các góc bằng nhau
","Phát biểu nào dưới đây là sai?
A. Hai tam giác có các góc tương ứng bằng nhau là hai tam giác bằng nhau
B. Hai tam giác bằng nhau thì có các góc tương ứng bằng nhau
C. ","Hai tam giác có các góc tương ứng bằng nhau, các cạnh tương ứng bằng nhau thì hai tam giác đó bằng nhau",C,A,math,Toán 7
525,"### Câu hỏi: Cho tam giác ABC vuông tại A và AB = AC. Qua A kẻ đường thẳng d cắt BC. Vẽ BM, CN vuông góc với d với M, N $\in$ d. Chọn đáp án sai:
A. AM=CN
B. BM=AN
C. $\widehat{ABM} = \widehat{ACN}$
D. []
","Cho tam giác ABC vuông tại A và AB = AC. Qua A kẻ đường thẳng d cắt BC. Vẽ BM, CN vuông góc với d với M, N $\in$ d. Chọn đáp án sai:
A. AM=CN
B. BM=AN
C. $\widehat{ABM} = \widehat{ACN}$
D. ",$\widehat{ABM} = \widehat{CAN}$,D,C,math,Toán 7
526,"### Câu hỏi: Trong các câu sau, câu nào không phải định lí?
A. Nếu hai góc bằng nhau thì chúng đối đỉnh
B. []
C.  Nếu hai góc bù nhau thì tổng số đo của chúng bằng 180$^\circ$
D. Nếu hai góc đối đỉnh thì chúng bằng nhau.
","Trong các câu sau, câu nào không phải định lí?
A. Nếu hai góc bằng nhau thì chúng đối đỉnh
B. ",Nếu hai góc kề bù thì tổng số đo của chúng bằng 180$^\circ$,B,A,math,Toán 7
527,"### Câu hỏi: Cho tam giác ABC có AB = 16 cm, AC = 25 cm. Đường trung trực của BC cắt AC tại D. Chu vi của tam giác ABD là
A. 41 cm
B. []
C. 51 cm
D. Cả A, B, C đều sai
","Cho tam giác ABC có AB = 16 cm, AC = 25 cm. Đường trung trực của BC cắt AC tại D. Chu vi của tam giác ABD là
A. 41 cm
B. ",48 cm,B,A,math,Toán 7
528,"### Câu hỏi: Nếu $\triangle$ABC=$\triangle$DEF và $\hat{B} = 70^\circ; \hat{F}=40^\circ$ thì góc $\hat{A}$ bằng:
A. $110^\circ$
B. $70^\circ$
C. []
D. $40^\circ$
","Nếu $\triangle$ABC=$\triangle$DEF và $\hat{B} = 70^\circ; \hat{F}=40^\circ$ thì góc $\hat{A}$ bằng:
A. $110^\circ$
B. $70^\circ$
C. ",$30^\circ$,C,B,math,Toán 7
529,"### Câu hỏi: Với dãy tỉ số bằng nhau $\frac{x}{a} = \frac{y}{b} = \frac{z}{c}$, ta có thể viết:
A. x : y : z = a : c : b
B. a : b : c = z : y : x
C. x : y : z = a : b : c
D. []
","Với dãy tỉ số bằng nhau $\frac{x}{a} = \frac{y}{b} = \frac{z}{c}$, ta có thể viết:
A. x : y : z = a : c : b
B. a : b : c = z : y : x
C. x : y : z = a : b : c
D. ",x : b : z = a : y : c,D,C,math,Toán 7
