,Question,Fed_Prompt,Label,Choosed_wrong_answer,True_answer,Subject,Grade
754,"### Câu hỏi: Cuộc tiến quân ra Bắc của nghĩa quân Lam Sơn diễn ra vào thời gian nào?
A. Tháng 8 năm 1425.
B. Tháng 9 năm 1426.
C. Tháng 11 năm 1426.
D. []
","Cuộc tiến quân ra Bắc của nghĩa quân Lam Sơn diễn ra vào thời gian nào?
A. Tháng 8 năm 1425.
B. Tháng 9 năm 1426.
C. Tháng 11 năm 1426.
D. ",Tháng 10 năm 1426.,D,B,history,Lịch sử 7
755,"### Câu hỏi: Vì sao quân Minh lại chấp nhận đề nghị tạm hòa của Lê Lợi vào năm 1423?
A. tìm cách mua chuộc Lê Lợi
B. lực lượng quân Minh ở Đại Việt suy yếu nghiêm trọng
C. []
D. quân Minh đang tập trung lực lượng đánh Champa
","Vì sao quân Minh lại chấp nhận đề nghị tạm hòa của Lê Lợi vào năm 1423?
A. tìm cách mua chuộc Lê Lợi
B. lực lượng quân Minh ở Đại Việt suy yếu nghiêm trọng
C. ",tình hình chính trị của nhà Minh bất ổn,C,A,history,Lịch sử 7
756,"### Câu hỏi: Vào thời gian nào 15 vạn quân viện binh của Trung Quốc chia làm hai đạo kéo vào nước ta?
A. Tháng 11 năm 1427
B. []
C. Tháng 10 năm 1427
D. Tháng 10 năm 1426
","Vào thời gian nào 15 vạn quân viện binh của Trung Quốc chia làm hai đạo kéo vào nước ta?
A. Tháng 11 năm 1427
B. ",Tháng 12 năm 1427,B,C,history,Lịch sử 7
757,"### Câu hỏi: Vương Thông đã quyết định mở cuộc phản công đánh vào chủ lực của nghĩa quân Lam Sơn ở đâu?
A. Cao Bộ (Chương Mĩ, Hà Tây)
B. []
C. Đào Đặng (Hưng Yên)
D. Tất cả các vùng trên
","Vương Thông đã quyết định mở cuộc phản công đánh vào chủ lực của nghĩa quân Lam Sơn ở đâu?
A. Cao Bộ (Chương Mĩ, Hà Tây)
B. ",Đông Quan,B,A,history,Lịch sử 7
758,"### Câu hỏi: Chọn từ thích hợp điền vào chỗ trống câu sau đây: “Nghe tin hai đạo viện binh Liễu Thăng, Mộc Thanh bị tiêu diệt hoàn toàn, Vương Thông ở …. (1)… vô cùng khiếp đảm, vội vàng xin hòa và chấp nhận ….(2)…. Để được an toàn rút quân về nước””.
A. 1) Đông Quan 2) Đầu hàng không điều kiện
B. []
C. 1) Đông Quan 2) Mở hội thề Đông Quan
D. 1) Chi Lăng 2) thua đau
","Chọn từ thích hợp điền vào chỗ trống câu sau đây: “Nghe tin hai đạo viện binh Liễu Thăng, Mộc Thanh bị tiêu diệt hoàn toàn, Vương Thông ở …. (1)… vô cùng khiếp đảm, vội vàng xin hòa và chấp nhận ….(2)…. Để được an toàn rút quân về nước””.
A. 1) Đông Quan 2) Đầu hàng không điều kiện
B. ",1) Xương Giang 2) Mở hội thề Đông Quan,B,C,history,Lịch sử 7
759,"### Câu hỏi: Ý nào dưới đây không phải nguyên nhân thắng lợi của cuộc khởi nghĩa Lam Sơn?
A. Nhân dân ta có tinh thần yêu nước, ý chí bất khuất, đoàn kết chiến đấu.
B. []
C. Quân Minh gặp khó khăn trong nước phải tạm dừng cuộc chiến tranh xâm lược Đại Việt.
D. Biết dựa vào nhân dân để phát triển từ cuộc khởi nghĩa thành cuộc chiến tranh giải phóng dân tộc.
","Ý nào dưới đây không phải nguyên nhân thắng lợi của cuộc khởi nghĩa Lam Sơn?
A. Nhân dân ta có tinh thần yêu nước, ý chí bất khuất, đoàn kết chiến đấu.
B. ","Có đường lối chiến lược, chiến thuật đúng đắn, bộ chỉ huy tài giỏi.",B,C,history,Lịch sử 7
760,"### Câu hỏi: Ai là người đã cải trang làm Lê Lợi, phá vòng vây của quân Minh cứu chúa?
A. Lê Lai
B. []
C. Trần Nguyên Hãn
D. Lê Sát
","Ai là người đã cải trang làm Lê Lợi, phá vòng vây của quân Minh cứu chúa?
A. Lê Lai
B. ",Lê Ngân,B,A,history,Lịch sử 7
761,"### Câu hỏi: Tên tướng nào đã thay Liễu Thăng chỉ huy quân Minh tiến vào Đông Quan?
A. Lương Minh
B. []
C. Thôi Tụ
D. Hoàng Phúc
","Tên tướng nào đã thay Liễu Thăng chỉ huy quân Minh tiến vào Đông Quan?
A. Lương Minh
B. ",Lý Khánh,B,A,history,Lịch sử 7
762,"### Câu hỏi: Chiến thắng Xương Giang, nghĩa quân Lam Sơn đã tiêu diệt bao nhiêu tên địch?
A. Gần 10 vạn
B. 15 vạn
C. Gần 5 vạn
D. []
","Chiến thắng Xương Giang, nghĩa quân Lam Sơn đã tiêu diệt bao nhiêu tên địch?
A. Gần 10 vạn
B. 15 vạn
C. Gần 5 vạn
D. ",20 vạn,D,C,history,Lịch sử 7
763,"### Câu hỏi: Cuộc khởi nghĩa Lam Sơn thắng lợi có ý nghĩa lịch sử như thế nào?
A. Mở ra thời kì phát triển mới của đất nước với việc nhà Minh thần phục nước ta.
B. Kết thúc 20 năm đô hộ tàn bạo của phong kiến nhà Minh, mở ra thời kì phát triển của đất nước.
C. Đưa nước ta trở thành một cường quốc trong khu vực.
D. []
","Cuộc khởi nghĩa Lam Sơn thắng lợi có ý nghĩa lịch sử như thế nào?
A. Mở ra thời kì phát triển mới của đất nước với việc nhà Minh thần phục nước ta.
B. Kết thúc 20 năm đô hộ tàn bạo của phong kiến nhà Minh, mở ra thời kì phát triển của đất nước.
C. Đưa nước ta trở thành một cường quốc trong khu vực.
D. ",Kết thúc chiến tranh và buộc nhà Minh bồi thường chiến tranh cho nước ta.,D,B,history,Lịch sử 7
764,"### Câu hỏi: Hai trận đánh lớn nhất trong khởi nghĩa Lam Sơn là:
A. trận Rạch Gầm – Xoài Mút và trận Bạch Đằng.
B. trận Tốt Động – Chúc Động và trận Chi Lăng – Xương Giang.
C. trận Hạ Hồi và trận Ngọc Hồi – Đống Đa.
D. []
","Hai trận đánh lớn nhất trong khởi nghĩa Lam Sơn là:
A. trận Rạch Gầm – Xoài Mút và trận Bạch Đằng.
B. trận Tốt Động – Chúc Động và trận Chi Lăng – Xương Giang.
C. trận Hạ Hồi và trận Ngọc Hồi – Đống Đa.
D. ",trận Tây Kết và trận Đông Bộ Đầu.,D,B,history,Lịch sử 7
765,"### Câu hỏi: Quyết định nào của Lê Lợi đã tạo ra bước ngoặt đầu tiên cho cuộc khởi nghĩa Lam Sơn?
A. tiến quân ra Bắc, mở rộng phạm vi hoạt động
B. chuyển quân vào Nghệ An
C. giảng hòa với quân Minh
D. []
","Quyết định nào của Lê Lợi đã tạo ra bước ngoặt đầu tiên cho cuộc khởi nghĩa Lam Sơn?
A. tiến quân ra Bắc, mở rộng phạm vi hoạt động
B. chuyển quân vào Nghệ An
C. giảng hòa với quân Minh
D. ","giản phóng Tân Bình, Thuận Hóa",D,B,history,Lịch sử 7
766,"### Câu hỏi: Để kết thúc nhanh chiến tranh ở châu Âu và châu Á - Thái Bình - Dương, ba cường quốc đã thống nhất mục đích gì?
A. Sử dụng bom nguyên tử để tiêu diệt phát xít Nhật.
B. Hồng quân Liên Xô nhanh chóng tấn công vào tận sào huyệt của phát xít Đức ở Bec-lin.
C. Tiêu diệt tận gốc chủ nghĩa phát xít Đức và quân phiệt Nhật.
D. []
","Để kết thúc nhanh chiến tranh ở châu Âu và châu Á - Thái Bình - Dương, ba cường quốc đã thống nhất mục đích gì?
A. Sử dụng bom nguyên tử để tiêu diệt phát xít Nhật.
B. Hồng quân Liên Xô nhanh chóng tấn công vào tận sào huyệt của phát xít Đức ở Bec-lin.
C. Tiêu diệt tận gốc chủ nghĩa phát xít Đức và quân phiệt Nhật.
D. ",Tất cả các mục đích trên.,D,C,history,Lịch sử 12
767,"### Câu hỏi: Nhiệm vụ chính là duy trì hòa bình và an ninh thế giới, phát triển mỗi quan hệ giữa các dân tộc trên cơ sở tôn trọng độc lập, chủ quyền của các dân tộc và thực hiện hợp tác quốc tế về kinh tế, văn hóa, xã hội và nhân đạo là nhiêm vụ chính của:
A. Liên minh châu Âu
B. Hội nghị I-an-ta
C. []
D. Liên hợp quốc
","Nhiệm vụ chính là duy trì hòa bình và an ninh thế giới, phát triển mỗi quan hệ giữa các dân tộc trên cơ sở tôn trọng độc lập, chủ quyền của các dân tộc và thực hiện hợp tác quốc tế về kinh tế, văn hóa, xã hội và nhân đạo là nhiêm vụ chính của:
A. Liên minh châu Âu
B. Hội nghị I-an-ta
C. ",ASEAN,C,D,history,Lịch sử 12
768,"### Câu hỏi: Nguyên nhân nào dưới đây làm cho Liên Xô và các nước Đông Âu bị “trì trệ”, khủng hoảng rồi đi đến sụp đồ công cuộc xây dựng chủ nghĩa xã hội?
A. Do xây dựng mô hình chủ nghĩa xã hội chưa khoa học, chưa nhân văn.
B. Do chậm sửa chữa, thay đổi trước những biến động của tình hình thế giới.
C. []
D. Tất cả các nguyên nhân trên.
","Nguyên nhân nào dưới đây làm cho Liên Xô và các nước Đông Âu bị “trì trệ”, khủng hoảng rồi đi đến sụp đồ công cuộc xây dựng chủ nghĩa xã hội?
A. Do xây dựng mô hình chủ nghĩa xã hội chưa khoa học, chưa nhân văn.
B. Do chậm sửa chữa, thay đổi trước những biến động của tình hình thế giới.
C. ",Do hoạt động chống phá của các thế lực chống chủ nghĩa xã hội.,C,D,history,Lịch sử 12
769,"### Câu hỏi: Sau chiến tranh thế giới thứ hai, các nước đế quốc do Mĩ cầm đầu đã thực hiện âm mưu cơ bản gì để chống lại Liên Xô?
A. []
B. Gây cuộc “Chiến tranh lạnh”
C. Đẩy mạnh chiến tranh tổng lực
D. Lôi kéo các nước đồng minh chống lại Liên Xô.
","Sau chiến tranh thế giới thứ hai, các nước đế quốc do Mĩ cầm đầu đã thực hiện âm mưu cơ bản gì để chống lại Liên Xô?
A. ",Tiến hành bao vây kinh tế.,A,B,history,Lịch sử 12
770,"### Câu hỏi: Trung Quốc chế tạo thành công bom nguyên tử vào năm :
A. 1964
B. []
C. 1973
D. 1959
","Trung Quốc chế tạo thành công bom nguyên tử vào năm :
A. 1964
B. ",1965,B,A,history,Lịch sử 12
771,"### Câu hỏi: Nước Cộng hòa Dân chủ Nhân dân Triều Tiên được thành lập vào thời gian nào?
A. Tháng 12 - 1945.
B. Tháng 8 - 1948.
C. Tháng 9 - 1948.
D. []
","Nước Cộng hòa Dân chủ Nhân dân Triều Tiên được thành lập vào thời gian nào?
A. Tháng 12 - 1945.
B. Tháng 8 - 1948.
C. Tháng 9 - 1948.
D. ",Tháng 10 - 1945.,D,C,history,Lịch sử 12
772,"### Câu hỏi: Mĩ và các nước đồng minh của Mĩ đã kí kết thành lập “Tổ chức hiệp ước phòng thủ tập thê Đông Nam Á (SEATO)” tại đâu?
A. Tại Gia-cac-ta (In-đô-nê-xi-a).
B. Tại Ma-ni-la (Phi-líp-pin).
C. Tại Băng Cốc (Thái Lan).
D. []
","Mĩ và các nước đồng minh của Mĩ đã kí kết thành lập “Tổ chức hiệp ước phòng thủ tập thê Đông Nam Á (SEATO)” tại đâu?
A. Tại Gia-cac-ta (In-đô-nê-xi-a).
B. Tại Ma-ni-la (Phi-líp-pin).
C. Tại Băng Cốc (Thái Lan).
D. ",Tại Oa-sinh-tơn (Mĩ).,D,B,history,Lịch sử 12
773,"### Câu hỏi: Biến đổi tích cực quan trọng đầu tiên của các nước Đông Nam Á sau Chiến tranh thế giới thứ bai là:
A. Từ các nước thuộc địa trở thành các nước độc lập
B. []
C. Sự ra đời của khối ASEAN
D. Ngày càng mở rộng đối ngoại, hợp tác với các nước Đông Á và EU.
","Biến đổi tích cực quan trọng đầu tiên của các nước Đông Nam Á sau Chiến tranh thế giới thứ bai là:
A. Từ các nước thuộc địa trở thành các nước độc lập
B. ",Nhiều nước có tốc độ phát triển khá nhanh,B,A,history,Lịch sử 12
774,"### Câu hỏi: Phong trào cách mạng châu Phi từ sau Chiến tranh thế giới thứ II được bắt đầu từ khu vực nào ?
A. Khu vực Nam Phi.
B. []
C. Khu vực Đông Phi.
D. Khu vực Bắc Phi.
","Phong trào cách mạng châu Phi từ sau Chiến tranh thế giới thứ II được bắt đầu từ khu vực nào ?
A. Khu vực Nam Phi.
B. ",Khu vực Tây Phi.,B,D,history,Lịch sử 12
775,"### Câu hỏi: Từ những thập niên đầu của thế kỉ XX, nhiều nước Mĩ La-tinh đã thoát khỏi sự lệ thuộc của Tây Ban Nha nhưng lại rơi vào vòng lệ thuộc của nước nào?
A. []
B. Đế quốc Mĩ
C. Thực dân Pháp
D. Đế quốc Nhật
","Từ những thập niên đầu của thế kỉ XX, nhiều nước Mĩ La-tinh đã thoát khỏi sự lệ thuộc của Tây Ban Nha nhưng lại rơi vào vòng lệ thuộc của nước nào?
A. ",Thực dân Anh,A,B,history,Lịch sử 12
776,"### Câu hỏi: Nước nào đưa con người lên Mặt Trăng đầu tiên (7 - 1969)?
A. Mĩ
B. Nhật
C. []
D. Trung Quốc
","Nước nào đưa con người lên Mặt Trăng đầu tiên (7 - 1969)?
A. Mĩ
B. Nhật
C. ",Liên Xô,C,A,history,Lịch sử 12
777,"### Câu hỏi: Nước nào khởi đầu cuộc cách mạng khoa học -  kĩ thuật lần thứ hai?
A. Anh
B. []
C. Mĩ
D. Nhật
","Nước nào khởi đầu cuộc cách mạng khoa học -  kĩ thuật lần thứ hai?
A. Anh
B. ",Pháp,B,C,history,Lịch sử 12
778,"### Câu hỏi: Đến đầu thập kỉ 70, các nước Tây Âu đã trở thành
A. một trong ba trung tâm kinh tế - tài chính lớn của thế giới.
B. khối kinh tế tư bản, đứng thứ hai thế giới
C. []
D. trung tâm công nghiệp – quốc phòng lớn của thế giới.
","Đến đầu thập kỉ 70, các nước Tây Âu đã trở thành
A. một trong ba trung tâm kinh tế - tài chính lớn của thế giới.
B. khối kinh tế tư bản, đứng thứ hai thế giới
C. ",tổ chức liên kết kinh tế - chính trị lớn nhất hành tinh.,C,A,history,Lịch sử 12
779,"### Câu hỏi: Đến năm 1993, Liên minh châu Âu có bao nhiêu thành viên ?
A. []
B. 25
C. 18
D. 15
","Đến năm 1993, Liên minh châu Âu có bao nhiêu thành viên ?
A. ",2,A,D,history,Lịch sử 12
780,"### Câu hỏi: Nguyên nhân chính nào giúp Nhật Bản không chi tiêu nhiều cho chi phí quốc phòng?
A. Nhật nằm trong vùng thường xảy ra thiên tai, động đất, sóng thần.
B. Nhật nằm trong “ô bảo vệ hạt nhân” của Mĩ.
C. []
D. Dân cư đông không thích hợp đầu tư nhiều vào quốc phòng.
","Nguyên nhân chính nào giúp Nhật Bản không chi tiêu nhiều cho chi phí quốc phòng?
A. Nhật nằm trong vùng thường xảy ra thiên tai, động đất, sóng thần.
B. Nhật nằm trong “ô bảo vệ hạt nhân” của Mĩ.
C. ","Tài nguyên khoáng sản không nhiều, nợ nước ngoài do bồi thường chi phí chiến tranh.",C,B,history,Lịch sử 12
781,"### Câu hỏi: Sau Chiến tranh thế giới thứ II, lực lượng quân đội nước nào chiếm đóng Nhật Bản dưới danh nghĩa lực lượng Đồng minh ?
A. Anh
B. Liên Xô
C. Mĩ 
D. []
","Sau Chiến tranh thế giới thứ II, lực lượng quân đội nước nào chiếm đóng Nhật Bản dưới danh nghĩa lực lượng Đồng minh ?
A. Anh
B. Liên Xô
C. Mĩ 
D. ",Pháp,D,C,history,Lịch sử 12
782,"### Câu hỏi: Sau Chiến tranh thế giới thứ hai, mưu đồ bao quát của Mĩ là:
A. []
B. Tiêu diệt phong trào giải phóng dân tộc ở Á, Phi, Mĩ La-tinh.
C. Tiêu diệt phong trào công nhân ở các nước tư bản chủ nghĩa.
D. Làm bá chủ toàn thế giới.
","Sau Chiến tranh thế giới thứ hai, mưu đồ bao quát của Mĩ là:
A. ",Tiêu diệt Liên Xô và các nước xã hội chủ nghĩa.,A,D,history,Lịch sử 12
783,"### Câu hỏi: Chiến tranh lạnh chính thức chấm dứt vào thời điểm nào ?
A. []
B. Tháng 12/1991.
C. Tháng 12/1989.      
D. Tháng 2/1988.
","Chiến tranh lạnh chính thức chấm dứt vào thời điểm nào ?
A. ",Tháng 2/1989.      ,A,C,history,Lịch sử 12
784,"### Câu hỏi: Loại công cụ lao động nào do cuộc cách mạng khoa học kĩ thuật lần thứ hai tạo lên đã được xem như “trung tâm thần kinh” kĩ thuật, thay con người trong toàn bộ quá trình sản xuất liên tục?
A. “Người máy” (Rô-bốt).
B. Máy tính điện tử.
C. []
D. Máy tự động.
","Loại công cụ lao động nào do cuộc cách mạng khoa học kĩ thuật lần thứ hai tạo lên đã được xem như “trung tâm thần kinh” kĩ thuật, thay con người trong toàn bộ quá trình sản xuất liên tục?
A. “Người máy” (Rô-bốt).
B. Máy tính điện tử.
C. ",Hệ thống máy tự động.,C,B,history,Lịch sử 12
785,"### Câu hỏi: Tháng 2-1950 gắn liền với sự kiện nổi bật nào ở Trung Quốc?
A. Hiệp ước liên minh và tương trợ Trung - Xô được kí kết.
B. []
C. Trung Quốc xây dựng chủ nghĩa xã hội theo hướng ""đại nhảy vọt”.
D. Trung Quốc lâm vào tình trạng hỗn loạn.
","Tháng 2-1950 gắn liền với sự kiện nổi bật nào ở Trung Quốc?
A. Hiệp ước liên minh và tương trợ Trung - Xô được kí kết.
B. ","Trung Quốc thực hiện đường lối ""ba ngọn cờ hồng"".",B,A,history,Lịch sử 12
786,"### Câu hỏi: Năm 1919, Nguyễn Ái Quốc đã tham gia tổ chức Đảng nào ?
A. Đảng Xã hội Pháp.
B. Đảng Cộng sản Pháp.
C. []
D. Đảng Công nhân xã hội dân chù Nga.
","Năm 1919, Nguyễn Ái Quốc đã tham gia tổ chức Đảng nào ?
A. Đảng Xã hội Pháp.
B. Đảng Cộng sản Pháp.
C. ",Đảng Công nhân xã hội dân chủ Pháp.,C,A,history,Lịch sử 12
787,"### Câu hỏi: Trong những nguyên nhân sau đây, nguyên nhân nào là nguyên nhân chủ quan làm cho phong trào yêu nước dân chủ công khai (1919 - 1926) cuối cùng bị thất bại?
A. Hệ tư tưởng dân chủ tư sản đã trở nên lỗi thời, lạc hậu.
B. Thực dân Pháp còn mạnh, đủ khả năng đàn áp phong trào.
C. Giai cấp tư sản dân tộc do yếu kém về kinh tế nên ươn hèn về chính trị; tầng lớp tiểu tư sản do điều kiện kinh tế bấp bênh nên không thể lãnh đạo phong trào cách mạng.
D. []
","Trong những nguyên nhân sau đây, nguyên nhân nào là nguyên nhân chủ quan làm cho phong trào yêu nước dân chủ công khai (1919 - 1926) cuối cùng bị thất bại?
A. Hệ tư tưởng dân chủ tư sản đã trở nên lỗi thời, lạc hậu.
B. Thực dân Pháp còn mạnh, đủ khả năng đàn áp phong trào.
C. Giai cấp tư sản dân tộc do yếu kém về kinh tế nên ươn hèn về chính trị; tầng lớp tiểu tư sản do điều kiện kinh tế bấp bênh nên không thể lãnh đạo phong trào cách mạng.
D. ",Do chủ nghĩa Mác - Lênin chưa được truyền bá sâu rộng vào Việt Nam.,D,C,history,Lịch sử 12
788,"### Câu hỏi: Đảng Cộng sản ra đời do tác động của nhiều yếu tố, yếu tố nào sau đây không đúng?
A. Sự phát triển của phong trào yêu nước Việt Nam.
B. Sự thất bại của Việt Nam Quốc dân đảng.
C. []
D. Sự phát triển tự giác phong trào công nhân Việt Nam.
","Đảng Cộng sản ra đời do tác động của nhiều yếu tố, yếu tố nào sau đây không đúng?
A. Sự phát triển của phong trào yêu nước Việt Nam.
B. Sự thất bại của Việt Nam Quốc dân đảng.
C. ",Sự phố biến chủ nghĩa Mác- Lênin vào Việt Nam.,C,B,history,Lịch sử 12
789,"### Câu hỏi: Khởi nghĩa Yên Bái (9 - 2 - 1930) thất bại do nguyên nhân khách quan nào?
A. Giai cấp tư sản dân tộc lãnh đạo.
B. []
C. Khởi nghĩa nổ ra hoàn toàn bị động.
D. Đế quốc Pháp còn mạnh.
","Khởi nghĩa Yên Bái (9 - 2 - 1930) thất bại do nguyên nhân khách quan nào?
A. Giai cấp tư sản dân tộc lãnh đạo.
B. ",Tổ chức Việt Nam Quốc dân đảng còn non yếu.,B,D,history,Lịch sử 12
790,"### Câu hỏi: Điều gì chứng tỏ Cương lĩnh đầu tiên do Nguyễn Ái Quốc khởi thảo là đúng đắn, sáng tạo; thắm đượm tính dân tộc và nhân văn"":
A. Nêu cao vấn đề dân tộc lên hàng đâu.
B. []
C. Thấy được khả năng liên minh có điệu kiện với giai cấp tư sản dân tộc, khả năng phân hóa, lôi kéo một bộ phận giai Ấp, địa chủ trong cách mạng giải phóng dân tộc.
D. Cả ba ý trên đều đúng.
","Điều gì chứng tỏ Cương lĩnh đầu tiên do Nguyễn Ái Quốc khởi thảo là đúng đắn, sáng tạo; thắm đượm tính dân tộc và nhân văn"":
A. Nêu cao vấn đề dân tộc lên hàng đâu.
B. ", Đánh giá đúng khả năng cách mạng của các giai cấp trong xã hội Việt Nam.,B,D,history,Lịch sử 12
791,"### Câu hỏi: Đảng Cộng sản Việt Nam đổi tên thành Đảng Cộng sản Đông Dương vào thời gian nào?
A. Tháng 3 - 1930.
B. []
C. Tháng 10 - 1930.
D. Tháng 12 - 1930.
","Đảng Cộng sản Việt Nam đổi tên thành Đảng Cộng sản Đông Dương vào thời gian nào?
A. Tháng 3 - 1930.
B. ",Tháng 5 - 1930.,B,C,history,Lịch sử 12
792,"### Câu hỏi: Đại hội Quốc tế Cộng sản lần thứ VII (tháng 7 - 1935) đã có những chủ trương gì?
A. []
B. Thành lập Mặt trận nhân dân ở các nước.
C. Thành lập Mặt trận nhân dân ở các nước tư bản.
D. Thành lập Mặt trận nhân dân ở các nước thuộc địa.
","Đại hội Quốc tế Cộng sản lần thứ VII (tháng 7 - 1935) đã có những chủ trương gì?
A. ",Thành lập Đảng Cộng sản ở mỗi nước.,A,B,history,Lịch sử 12
793,"### Câu hỏi: Tình hình giai cấp công nhân và tiểu tư sản Việt Nam trong những năm 1936- 1939 ?
A. Lương thấp, nạn thất nghiệp đe dọa,
B. Chịu cảnh tô cao, thuế nặng, đời sổng hết sức bấp bênh.
C. Bị tư bản Pháp tìm cách chèn ép, cản trở mọi hoạt động kinh doanh.
D. []
","Tình hình giai cấp công nhân và tiểu tư sản Việt Nam trong những năm 1936- 1939 ?
A. Lương thấp, nạn thất nghiệp đe dọa,
B. Chịu cảnh tô cao, thuế nặng, đời sổng hết sức bấp bênh.
C. Bị tư bản Pháp tìm cách chèn ép, cản trở mọi hoạt động kinh doanh.
D. ", Tất cá các ý trên.,D,A,history,Lịch sử 12
794,"### Câu hỏi: Điểm giống nhau về ý nghĩa của ba sự kiện: khởi nghĩa Bắc Sơn, khởi nghĩa Nam Kì và binh biến Đô Lương là gì?
A. Các lực lượng vũ trang cách mạng ra đời và phát triển từ ba cuộc khởi nghĩa.
B. Giáng đòn chí tử vào thực dân Pháp, nghiêm khắc cảnh cáo phát xít Nhật, những phát súng đầu tiên báo hiệu một cao trào cách mạng mới.
C. []
D. Mở ra một thời kì đấu tranh mới.
","Điểm giống nhau về ý nghĩa của ba sự kiện: khởi nghĩa Bắc Sơn, khởi nghĩa Nam Kì và binh biến Đô Lương là gì?
A. Các lực lượng vũ trang cách mạng ra đời và phát triển từ ba cuộc khởi nghĩa.
B. Giáng đòn chí tử vào thực dân Pháp, nghiêm khắc cảnh cáo phát xít Nhật, những phát súng đầu tiên báo hiệu một cao trào cách mạng mới.
C. ",Để lại những bài học kinh nghiệm về xây dựng lực lượng khởi nghĩa vũ trang.,C,B,history,Lịch sử 12
795,"### Câu hỏi:  “Liên hiệp hết thảy với các giới đồng bào yêu nước, không phân biệt giàu nghèo, già trẻ gái trai, không phân biệt tôn giáo và xu hướng chính trị để cùng nhau mưu cuộc dân tộc giải phóng và sinh tồn”, đó là chủ trương của Đảng Cộng sản Đông Dương khi thành lập:
A. []
B. Mặt trận dân chủ Đông Dương.
C. Mặt trận dân chủ thống nhất Đông Dương.
D. Mặt trận Việt Minh.
"," “Liên hiệp hết thảy với các giới đồng bào yêu nước, không phân biệt giàu nghèo, già trẻ gái trai, không phân biệt tôn giáo và xu hướng chính trị để cùng nhau mưu cuộc dân tộc giải phóng và sinh tồn”, đó là chủ trương của Đảng Cộng sản Đông Dương khi thành lập:
A. ",Mặt trận dân tộc thống nhất Đông Dương.,A,D,history,Lịch sử 12
796,"### Câu hỏi: Tại sao ta chuyển từ chiến lược đánh Pháp sang chiến lược hoà hoãn nhân nhượng Pháp?
A. []
B. Vì ta tránh tình trạng một lúc đối phó với nhiều kẻ thù.
C. Vì Pháp và Tưởng đã bắt tay cấu kết với nhau chống ta.
D. Vì Pháp được bọn phản động tay sai giúp đỡ.
","Tại sao ta chuyển từ chiến lược đánh Pháp sang chiến lược hoà hoãn nhân nhượng Pháp?
A. ",Vì Pháp được Anh hậu thuẫn.,A,C,history,Lịch sử 12
797,"### Câu hỏi: Tháng 11/1946, ai giữ chức Bộ trường Bộ ngoại giao trong Chính phủ Việt Nam Dân chủ Cộng hoà ?
A. Hồ Chí Minh.
B. Nguyễn Tường Tam.
C. Lê Văn Hiến.
D. []
","Tháng 11/1946, ai giữ chức Bộ trường Bộ ngoại giao trong Chính phủ Việt Nam Dân chủ Cộng hoà ?
A. Hồ Chí Minh.
B. Nguyễn Tường Tam.
C. Lê Văn Hiến.
D. ",Phạm Văn Đồng.,D,A,history,Lịch sử 12
798,"### Câu hỏi: Chính phủ ta tiến hành cải cách giáo dục vào thời gian nào ?
A. Tháng 7/1950.   
B. Tháng 5/1950.
C. Tháng 9/1949.  
D. []
","Chính phủ ta tiến hành cải cách giáo dục vào thời gian nào ?
A. Tháng 7/1950.   
B. Tháng 5/1950.
C. Tháng 9/1949.  
D. ",Tháng 9/1950.,D,A,history,Lịch sử 12
799,"### Câu hỏi: Nguyên nhân nào quan trọng nhất dẫn đến sự thắng lợi của cả hai chiến dịch Việt Bắc thu đông 1947 và chiến dịch Biên giới thu – đông 1950?
A. Tinh thần đoàn kết chiến đấu của quân và dân ta.
B. Sự lãnh đạo tài tình, sáng suốt của Đảng đứng đầu là Hồ Chí Minh.
C. []
D. Do đường lối kháng chiến chống Pháp đúng đắn.
","Nguyên nhân nào quan trọng nhất dẫn đến sự thắng lợi của cả hai chiến dịch Việt Bắc thu đông 1947 và chiến dịch Biên giới thu – đông 1950?
A. Tinh thần đoàn kết chiến đấu của quân và dân ta.
B. Sự lãnh đạo tài tình, sáng suốt của Đảng đứng đầu là Hồ Chí Minh.
C. ",Do sự giúp đỡ nhiệt tình của các nước xã hội chủ nghĩa trên thế giới.,C,B,history,Lịch sử 12
800,"### Câu hỏi: Vì sao ta mở chiến dịch Biên giới 1950?
A. []
B. Khai thông biên giới Việt - Trung, con đường liên lạc quốc tế giữa ta với Trung Quốc và các nước dân chủ trên thế giới.
C. Tiêu diệt một bộ phận lực lượng địch, khai thông biên giới Việt – Trung, mở rộng và củng cố căn cứ địa cách mạng.
D. Để đánh bại kế hoạch Rơ-ve.
","Vì sao ta mở chiến dịch Biên giới 1950?
A. ",Tạo điều kiện để thúc đẩy cuộc kháng chiến của ta tiến lên một bước.,A,C,history,Lịch sử 12
801,"### Câu hỏi: Đề bồi dưỡng sức dân trước hết là nông dân, đầu năm 19583, Đảng, Chính phủ đã có chủ trương gì? 
A. Chấn chỉnh chế độ thuế khoá.
B. Cuộc vận động lao động sản xuất, thực hành tiết kiệm.
C. []
D. Phát động quần chúng triệt để giảm tô và cải cách ruộng đất.
","Đề bồi dưỡng sức dân trước hết là nông dân, đầu năm 19583, Đảng, Chính phủ đã có chủ trương gì? 
A. Chấn chỉnh chế độ thuế khoá.
B. Cuộc vận động lao động sản xuất, thực hành tiết kiệm.
C. ","Xây dựng nên tài chính, ngân hàng, thương nghiệp.",C,D,history,Lịch sử 12
