predict,label,score,model
"Độ biến thiên cơ năng bị ảnh hương bởi lực cản, không có bảo toàn khi công của lực ma sát.",không; hằng số.,0.08333333333333333,phi3.5_mini_logging_file_domain
động năng tăng gấp 4 lần.,không đổi.,0.0,phi3.5_mini_logging_file_domain
"đầy đủ lực để sản phục Newtonian physics, trong trường hợp này, đã có một sứ mệnh của Newton của 3, còn được gọi là ""Law of Universal Gravitation"".","có cả lực hút và lực đẩy, nhưng lực đẩy nhỏ lực hút",0.04761904761904762,phi3.5_mini_logging_file_domain
"độ, áp suất, khối lượng","áp suất, thể tích, khối lượng.",0.7272727272727272,phi3.5_mini_logging_file_domain
$\frac{p}{R\cdot T} = \frac{h}{R}$,$PV ~ T $,0.4,phi3.5_mini_logging_file_domain
Đối với lực hút phân tử không thể lớn hơn lực đẩy phân tử,Lực phân tử chỉ đáng kể khi các phân tử ở rất gần nhau.,0.35714285714285715,phi3.5_mini_logging_file_domain
Đường thẳng kéo dài không đi qua gốc toạ độ.,Đường thẳng cắt trục p tại điểm $p = p_0$,0.2105263157894737,phi3.5_mini_logging_file_domain
∅ (không có trường hợp nào),Nung nóng một lượng khí trong một bình đậy kín.,0.0,phi3.5_mini_logging_file_domain
Đàn động sáng tạo.,Nặn những con giống bằng đất màu.,0.0,phi3.5_mini_logging_file_domain
Đôi mắt pho tượng sống động đến lạ lùng.,Pho tượng sống động đến lạ lùng giống như một người sống vậy.,0.6363636363636364,phi3.5_mini_logging_file_domain
"Đã tạo ra một tác phẩm tuyệt trần, mĩ mãn, khẳng lại sự kiên nhẫn và sáng tạo.",Là một người yêu thích sự hoàn hảo.,0.15384615384615383,phi3.5_mini_logging_file_domain
Đồi những đốm tàn nhang nhỏ của cậu bé rất xấu xí.,Những đốm tàn nhang nhỏ đã tạo nên nét đẹp riêng của cậu bé.,0.6153846153846153,phi3.5_mini_logging_file_domain
Đốm tàn nhang nhỏ,Khuân mặt rất trắng.,0.0,phi3.5_mini_logging_file_domain
Đưa những ngón tay nhăn nheo tàn nhang của cháu để tích cực hơn họa sĩ.,Hãy luôn nói những lời tốt đẹp để an ủi người khác,0.14285714285714288,phi3.5_mini_logging_file_domain
"Đó là mùa của những cánh diều no gió, của những tâm hồn khát vọng tuổi thơ.",Đó là mùa với những kỉ niệm chơi đùa cũng các bạn trên cánh đồng lộng gió,0.35294117647058826,phi3.5_mini_logging_file_domain
"Đến mùa hè, tiếng sáo diều giúp tôi đưa ra cánh đồng nhânh tình yêu của tôi",Gợi cho tác giả nhớ về những buổi trưa hè oi ả,0.06896551724137931,phi3.5_mini_logging_file_domain
Điều B. Tiếng sao diều chính là tiếng gọi của tâm hồn đi tìm về kí ức tuổi thơ,Tiếng sao diều chính là tiếng gọi của mùa hè.,0.5517241379310345,phi3.5_mini_logging_file_domain
3,2,0.0,phi3.5_mini_logging_file_domain
Đáp án trên,"Là không pha tạp những yếu tố lai căng, pha tạp trong khi vẫn dung nạp những yếu tố tích cực ",0.0,phi3.5_mini_logging_file_domain
Đức Hùng,Hồ Chí Minh,0.0,phi3.5_mini_logging_file_domain
Đánh giả tài năng nghệ thuật xuất chúng của tác giả Nguyễn Đình Chiểu,"Liệt kê những tác phẩm nổi tiếng, có giá trị của Nguyễn Đình Chiểu để lại trong kho tàng văn học Việt Nam.",0.2162162162162162,phi3.5_mini_logging_file_domain
Để kích thích trí tò mò của người đọc.,"Câu đầu nêu luận điểm khái quát, các câu sau nêu luận cứ đều là các tư liệu thực tế.",0.0,phi3.5_mini_logging_file_domain
Điều này nhấn mạnh sự kì thị và phân biệt đối xử có thể ngăn chặn mạnh mẽ các mục tiêu phòng chống HIV/AIDS.,Sự kì thị và và phân biệt đối xử với người HIV/AIDS đã bị xóa bỏ,0.45,phi3.5_mini_logging_file_domain
Đột xuất của chiến sĩ Tây Tiến trong bài thơ để tạo nền tảng về sự nghiệp và sự nghiêm trọng.,Quang Dũng đã làm đại đội trưởng ở đơn vị Tây Tiến rồi chuyển sang đơn vị khác.,0.10256410256410256,phi3.5_mini_logging_file_domain
"Động viên trên bờ biển, chiếu chiếc áo bào trên nước.",Sự hi sinh của người lính là hóa thân vào non sông đất nước.,0.08,phi3.5_mini_logging_file_domain
Độ tuộc,Nhớ bạn bè,0.0,phi3.5_mini_logging_file_domain
Đồi bàn trên một bờ biển.,Con người trên đèo cao với dao cài thắt lưng,0.125,phi3.5_mini_logging_file_domain
Ông từng là Tổng thư kí hội nhà văn Việt Nam,Ông sinh năm 1924,0.13333333333333333,phi3.5_mini_logging_file_domain
Ông không có những thay đổi rõ rệt sau Cách mạng.,"Phong cách thơ Chế Lan Viên rất rõ nét và độc đáo, nổi bật nhất là ""chất suy tưởng triết lí mang vẻ đẹp trí tuệ và sự đa dạng, phong phú của hình ảnh thơ được sáng tạo bởi một ngòi bút thông minh, tài hoa.",0.034482758620689655,phi3.5_mini_logging_file_domain
"Độc tính của một phong cách nghệ thuật không được phát thanh, không có trọng tâm và không được sử dụ trên thế giới.",Trầm tĩnh và giàu chiêm nghiệm,0.06666666666666667,phi3.5_mini_logging_file_domain
Ước muốn để tạo nhân tạo sự thoả mãnh trên thế giới.,"Ước muốn viễn vông, phi thực tế.",0.2105263157894737,phi3.5_mini_logging_file_domain
Đánh giá.,Nói quá.,0.0,phi3.5_mini_logging_file_domain
Động thái của sông Đà.,Các mỏ quặng dưới lòng đất.,0.0,phi3.5_mini_logging_file_domain
Đà Vương Liễu (D. Tản Đà),Tố Hữu,0.0,phi3.5_mini_logging_file_domain
"Đã tạo ra một biểu tượng của thành phố Huế đối với lịch sử và thi ca của dân tộng, từ khởi nguồn của nó cho đến lúc trở thành một dòng sông lớn.","Văn bản miêu tả dòng sông Hương ở hai trạng thái cơ bản: mãnh liệt, dữ dội đầy sức mạnh ở thượng lưu và êm đềm, dịu dàng, trầm mặc khi xuôi về đồng bằng và nhất là khi vào thành phố Huế.",0.07792207792207792,phi3.5_mini_logging_file_domain
Đột trải sự hòa hợp giữa phong cảnh thiên nhiên và phong phú hành tinh trong thơ.,Sử dụng sáng tạo đại từ Ta - Mình đưa người đọc vào không gian cùa kỉ niệm ân tình.,0.0,phi3.5_mini_logging_file_domain
Đột trưng,"Thanh ngã, thanh hỏi, thanh ngang, thanh huyền",0.0,phi3.5_mini_logging_file_domain
Đánh thức khát vọng sống hạnh phúc tưởng,Bát rượu ngày xuân mà Mị uống.,0.0,phi3.5_mini_logging_file_domain
Đối thoại với các đồng chí trong hệ thống quán ăn.,"Bị hành hạ, đày đoạ, vùi dập tàn bạo.",0.0,phi3.5_mini_logging_file_domain
"Đột trải sáng tại phía trước, giải thoại phía trên, tác phong tại phía trước, giải thoại phía trên.",Văn phong vừa đậm chất trí tuệ vừa hiện đại,0.06896551724137931,phi3.5_mini_logging_file_domain
đám người đói và lá cờ đỏ bay phấp phới vẫn ám ảnh trong óc Tràng.,"bữa cháo cám chát đắng, nghẹn ứ trong cổ và nỗi tủi hờn hiện ra trên nét mặt mọi người.",0.05555555555555556,phi3.5_mini_logging_file_domain
1965,1960,0.0,phi3.5_mini_logging_file_domain
Được bao ngọn trong xe trốn,Cha mẹ chết sớm.,0.0,phi3.5_mini_logging_file_domain
"Đột trải, ngồi tránh thằng Phác.",phản ứng mạnh mẽ với vị chánh án.,0.0,phi3.5_mini_logging_file_domain
Điều gì giúp đỏi hoàn toàn.,Xin tha tội cho người chồng vũ phu.,0.0,phi3.5_mini_logging_file_domain
"Động tín hiệu, tín hiệu, sự phát triển, sự chuyển tôn vinh, sự phát triển số điều, sự phát triển sự gình thành, sự phát triển sự phát triển, sự phát triển sự phát triển sự phát triển.",Nghĩa tường minh là phần thông báo được diễn đạt trực tiếp bằng lời nói trong câu.,0.0,phi3.5_mini_logging_file_domain
"Đồng thời, hàm ý là phần của nội dung được thông báo không được nói một cách trực tiếp nhưng có thể hiểu để suy ra từ những từ ngữ ấy.",Hàm ý là phần thông báo tuy không được diễn đạt trực tiếp bằng từ ngữ trong câu nhưng có thể suy ra từ những từ ngữ ấy.,0.6779661016949152,phi3.5_mini_logging_file_domain
Để kiếm được thật nhiều tiền của,Vì muốn nhanh chóng có tên tuổi.,0.0,phi3.5_mini_logging_file_domain
Đối thoại giữa người thường và thần tiên.,Người và thần tiên luôn luôn bất đồng quan điểm sống,0.4210526315789474,phi3.5_mini_logging_file_domain
"Đồng hành với nhân sự thật, truyền lịch sử, truyền thống.","Người nông dân thiển cận, ít suy nghĩ.",0.0,phi3.5_mini_logging_file_domain
"Điền vài câu hỏi: Phát biểu tự do có thể phản ánh, đặt ra những vấn đề cuộc sống đặc trước trên miệng, không bị được chuẩn bị trước kĩ.",Tất cả các ý kiến trên.,0.05555555555555555,phi3.5_mini_logging_file_domain
1940,1965,0.0,phi3.5_mini_logging_file_domain
,"Để chiến thắng phát xít Đức, 25 triệu người Xô-viết, non một phần mười dân số thời đó đã hi sinh. Chỉ khoảng ba phần trăm thanh niên từ măt trận trở về. Vì độc lập dân tộc và sự sống còn của nhân dân, Xô-cô-lốp đã-chịu đựng những mất mát ghê gớm.",0.0,phi3.5_mini_logging_file_domain
Ảnh hưởng,Tường trình ,0.0,phi3.5_mini_logging_file_domain
Đối thoại giữa những người ngang hàng với nhau về địa vị xã hội,Quan hệ giữa người có địa vị thấp với người có địa vị cao.,0.35714285714285715,phi3.5_mini_logging_file_domain
Đồi Phác.,Nghệ sĩ Phùng.,0.0,phi3.5_mini_logging_file_domain
"ở trên, Mị không hề hư�uteur hạnh phúc, cho thấy Mị không hề hưởng một chút gì hạnh phúc.",Qua không gian sống để tô đậm nỗi khổ của nhân vật.,0.06451612903225808,phi3.5_mini_logging_file_domain
Đào Niên Phan Đình Phù,Nguyễn Thị Minh Khai,0.0,phi3.5_mini_logging_file_domain
"Độc lập trong sức bao giờ, vui vẻ trong hội nghị, các bạn học sinh bên trong ngày đầu khai trường bên trong ngày đầu khai trường bên ngoài ngày đầu khai trường bên trong ngày đầu khai trường bên ngoài ngày đầu khai trường","cảnh tượng nhốn nháo, lạc quan, các bạn học sinh òa khóc trong vòng tay thầy cô, bè bạn",0.15625,phi3.5_mini_logging_file_domain
Đại học Phật,Đại học Hà Nội,0.5714285714285715,phi3.5_mini_logging_file_domain
Đất nước,Quốc Nghiệp,0.0,phi3.5_mini_logging_file_domain
chiến tranh,thanh bình,0.0,phi3.5_mini_logging_file_domain
đoàn kết,hòa bình,0.0,phi3.5_mini_logging_file_domain
đồng trọng,nghìn đồng,0.5,phi3.5_mini_logging_file_domain
"Đồng Lương thì quá thấp, chỉ bằng 1/7 hay 1串 1/10 lương của công nhân da trắng.",Người da đen bị đối xử vô cùng thậm tệ.,0.07407407407407408,phi3.5_mini_logging_file_domain
Đánh răng xong đừng quên vệ sinh lưỡi,Lưỡi rìu vung lên chỉ ba nhát là cái cây đã đổ ầm xuống đất,0.08695652173913045,phi3.5_mini_logging_file_domain
Đồng hành và tinh thần giữ gìn trong cuộc chiến thắng quý,quý nhất là sức khỏe vì theo Qúy chỉ cần khỏe mạnh thì có thể làm ra được mọi thứ,0.0625,phi3.5_mini_logging_file_domain
"Để bảo vệ ý kiến của mình, con người phải hiểu rõ quyền lợi vô hạn của giờ trong ngày, đồng thời cung cấp sự chuẩn bị và tích cấy trong mọi hoạt động trong ngày.","Quý nhất là thì giờ, vì theo Nam thì giờ là thứ tôn tại bất biến, không bao giờ biến mất, ai cũng phải trân trọng.",0.03225806451612904,phi3.5_mini_logging_file_domain
đồ thì giờ,vàng,0.0,phi3.5_mini_logging_file_domain
đồng thời ... cùng,ở..... của..... mà,0.0,phi3.5_mini_logging_file_domain
đồng nghị,ở,0.0,phi3.5_mini_logging_file_domain
đến,nên,0.0,phi3.5_mini_logging_file_domain
Định nghĩa phần thân bài,Kể lại diễn biến câu chuyện,0.0,phi3.5_mini_logging_file_domain
độ,nắm,0.0,phi3.5_mini_logging_file_domain
động,lơn,0.0,phi3.5_mini_logging_file_domain
tặng cho người chị em của Gioan,tặng cho người cô họ đang nằm điều trị bệnh trong bệnh viện,0.3,phi3.5_mini_logging_file_domain
"Đối thoại mùa xuân trên ruộng, tránh tránh cày tránh tránh lạm phát.","Người ta đi cấy lấy công,/ Tôi nay đi cấy còn trông nhiều bẽ.",0.0,phi3.5_mini_logging_file_domain
Tôi là người con của dân tộc Việt Nam,"Anh hỏi thật lạ, tôi là người Việt Nam",0.5555555555555556,phi3.5_mini_logging_file_domain
Đừng bàn thảo luận về việc từ chối tiếp tục tham dự hội nghị,Một số cá nhân được cử làm giáo viên cho lớp học xóa mù chữ.,0.0,phi3.5_mini_logging_file_domain
"Đứng nghiêm, chào Bác theo nghi thức",Các đại biểu vẫn còn bàn tán sôi nổi không hề biết đến sự xuất hiện của Bác,0.08,phi3.5_mini_logging_file_domain
nghèo khó,có một người anh,0.0,phi3.5_mini_logging_file_domain
Đồn chân chức quan đầu triều thời xưa,Một chức quan nhỏ trong huyện,0.28571428571428575,phi3.5_mini_logging_file_domain
Đế Nguyên,Nhà Nguyễn,0.0,phi3.5_mini_logging_file_domain
Đẩy một con trai trở thành Phámponsat Phong Nha,Muốn xin một mảnh đất trong ngự hoa viên để trồng hoa,0.09523809523809525,phi3.5_mini_logging_file_domain
Ông là một nhà tri thức nổi tiếng nhưng được nhiều người kính phục,Là một nhà tư sản lớn ở Hà Nội,0.2608695652173913,phi3.5_mini_logging_file_domain
Đối thoại,Nếu ...... thì,0.0,phi3.5_mini_logging_file_domain
Được giao cho trọng trách một sứ quán,Đấu trí với sứ thần nhà Trung Quốc đang có mặt ở nước ta,0.09090909090909091,phi3.5_mini_logging_file_domain
Độ trạng nhãn,Tiến sĩ,0.0,phi3.5_mini_logging_file_domain
Đệm,Tên,0.0,phi3.5_mini_logging_file_domain
Địa thiên trên biển sở hữu cho các trường thể thao,Không phải ba đáp án trên,0.11764705882352942,phi3.5_mini_logging_file_domain
"Đến nhiên liệu, thủy phương và giáo sĩ","Năm nhân vật: Nhụ, bố mẹ Nhụ, ông của Nhụ và anh của Nhụ",0.09090909090909091,phi3.5_mini_logging_file_domain
Đánh giá nhà thu hoạch của Nhụ,Bàn chuyện lấy vợ cho người anh trai của Nhụ,0.23529411764705882,phi3.5_mini_logging_file_domain
đồi nhân ái,Nhường cơm sẻ áo,0.0,phi3.5_mini_logging_file_domain
Độ thanh,Thanh chắn,0.5,phi3.5_mini_logging_file_domain
Đã được chọn,Cậu là Hoa có phải không.,0.0,phi3.5_mini_logging_file_domain
Đông,Dầu khí,0.0,phi3.5_mini_logging_file_domain
Ông,Trách nhiệm,0.0,phi3.5_mini_logging_file_domain
Độc lập,"Triều Lê, Trịnh, Tây Sơn",0.0,phi3.5_mini_logging_file_domain
Kêu gọi kẻ sĩ Bắc Hà ra cộng tác với triều đình Tây Sơn,Kêu gọi những người giỏi võ ra giúp nước,0.2608695652173913,phi3.5_mini_logging_file_domain
Đối thoại Phan Đình Phước với Nguyễn Ách Dầu,Khi triều đại Tây Sơn sụp đổ,0.0,phi3.5_mini_logging_file_domain
Đồng minh với vương quốc và chính quyền trong thời gian định hướng,Nhiều người có tài năng còn chưa chịu ra giúp nước,0.0,phi3.5_mini_logging_file_domain
Động viên tri thức Bắc Hà tham gia xây dựng đất nước,Tác phẩm là một văn kiện quan trọng thể hiện chủ trương đúng đắn của Nguyễn Huệ nhằm động viên quân Bắc Hà đi thi ra làm quan,0.2,phi3.5_mini_logging_file_domain
Động hương và sự phun hào trong phong trào Thơ mới,Chủ nghĩa hiện thực Việt Nam.,0.0,phi3.5_mini_logging_file_domain
Đức Phán,Ngô Thì Sĩ,0.0,phi3.5_mini_logging_file_domain
"1920, 2002","Sinh năm 1915, mất năm 1951.",0.0,phi3.5_mini_logging_file_domain
Đức Pháp,Lưu Trọng Lư,0.0,phi3.5_mini_logging_file_domain
Đào Phong,Hàn Mặc Tử,0.0,phi3.5_mini_logging_file_domain
Ảnh hưởng vào Lin-cơn ngày 29/8/1963,Tại đài tưởng niệm Lin-cơn ngày 28/8/1964,0.30769230769230765,phi3.5_mini_logging_file_domain
Đào Nguyên Phi,Tố Hữu,0.0,phi3.5_mini_logging_file_domain
Đặng Hoàng,Lưu Trọng Lư,0.0,phi3.5_mini_logging_file_domain
Đức Phúc,Hàn Mặc Tử,0.0,phi3.5_mini_logging_file_domain
Đối tượng có tài,Người ăn ở hiền lành,0.0,phi3.5_mini_logging_file_domain
Đức Phan Ngọc Phan,Vic-to Huy-gô,0.0,phi3.5_mini_logging_file_domain
Đồng hội và quan trọng trong cuộc sống của người hiền.,Người hiền theo Quang Trung rất nhiều như sao trời,0.1904761904761905,phi3.5_mini_logging_file_domain
Đoạn trích “Tôi có một ước mơ”,Người đàn ông của chúng tôi ở Havana,0.0,phi3.5_mini_logging_file_domain
Độ sáng suy an toàn của Chủ tịch Hồ Chí Minh trong trận động lực,Tình cảm của người dân Việt Nam đối với Chủ tịch Hồ Chí Minh,0.4137931034482759,phi3.5_mini_logging_file_domain
Động viên,Phương châm lịch sự,0.0,phi3.5_mini_logging_file_domain
Đột tránh thế giới,Chiến tranh hạt nhân.,0.0,phi3.5_mini_logging_file_domain
"Đội ngũ người phụ nữ của Vũ Nương có tài đánh đàn, nết na, luôn khao khát sự bình yên; người phụ nữ khát khao hạnh phúc gia đình; người phụ nữ chịu nỗi oan khuất nghiệt ngã.","Người phụ nữ có tài ăn nói, nết na; người phụ nữ khát khao hạnh phúc gia đình; người phụ nữ chịu nỗi oan khuất nghiệt ngã.",0.7692307692307692,phi3.5_mini_logging_file_domain
Động thái thuyền nan một chiếc ở đời /Tắm mưa chải gió trong vời Hàn Giang.,"Cha mẹ cho em sang chuyến đò nghiêng /Thuyền chòng chành đôi mạn, em ôm duyên trở về.",0.058823529411764705,phi3.5_mini_logging_file_domain
Đỗ Ngọc Tú,Lê Hữu Trác,0.0,phi3.5_mini_logging_file_domain
"Đức huyết, tích của sứ quán, sự nghiêng ngược.","Trí tuệ sáng suốt, mẫn cán, điều binh khiển tướng tài tình.",0.0,phi3.5_mini_logging_file_domain
Để phun dùng trong thơ,Nghĩa gốc chỉ mùa xuân,0.0,phi3.5_mini_logging_file_domain
Đầu tư sở hữu và thu hút sự nghịch hoang trong thế giới.,Từ cuộc đời một người con gái có tên là Tiểu Thanh.,0.0,phi3.5_mini_logging_file_domain
Đột tránh về sự phức tân của người phụ nữ trong các trận lực và các trọng tâm của hội thảh đời.,"Tác phẩm cũng thể hiện rõ số phận của những con người bị áp bức, đặc biệt là số phận bi kịch của người phụ nữ.",0.16666666666666669,phi3.5_mini_logging_file_domain
Đức tính và sáng tính,"Có tài cầm, kì, thi, họa.",0.0,phi3.5_mini_logging_file_domain
"Đặc điểm thế này trong câu thơ là ""mới mẻ tinh khôi, giàu sức sống, khoáng đạt, trong trẻo, nhẹ nhàng thanh khiết.""",Màu sắc cảnh xuân có sự hài hoà đến tuyệt diệu.,0.0,phi3.5_mini_logging_file_domain
"Định vị của Thúy Kiều trong một thế giới không gian, buồn bã của họ, sự thay đổi của một thế giới trong thời gian, sự phức tại của họ, sự phức tại của họ và sự phức tại của họ trên một thế giới không gian.","Kiều bị giam lỏng ở lầu Ngưng Bích, không gian xung quanh quạnh vắng, cô đơn, trơ trọi.",0.09230769230769229,phi3.5_mini_logging_file_domain
Đồng hành và trọng tâm trong hội thảh được nhấn mạnh.,"Nói lên tâm trạng buồn bã, lo âu của Kiều.",0.09523809523809525,phi3.5_mini_logging_file_domain
Đảm bảo sự không ngỡ và sáng suốt của bài thơ.,"Thể hiện sự hèn nhát, nhu nhược của Thúc Sinh.",0.1904761904761905,phi3.5_mini_logging_file_domain
Đánh giá,Nói quá,0.0,phi3.5_mini_logging_file_domain
Động quan và trật-tay trong huyết xơ của ngưỡi.,Miêu tả cảnh mọi người cứu Lục Vân Tiên.,0.0,phi3.5_mini_logging_file_domain
ở trú đội trên chiếc tấn trái tim,Sau đại thắng mùa xuân năm 1975,0.0,phi3.5_mini_logging_file_domain
"Độ sát, cảm thông, và tránh tránh sự nghiêp",Có những niềm vui sôi nổi của tuổi trẻ trong tình đồng đội,0.0,phi3.5_mini_logging_file_domain
Điệu nghệ,Nghị luận,0.0,phi3.5_mini_logging_file_domain
Đói thú vị,Nhân hóa,0.0,phi3.5_mini_logging_file_domain
Đồng hành trong phòng,Người trí thức,0.0,phi3.5_mini_logging_file_domain
Ông họa sĩ già,Tác giả,0.0,phi3.5_mini_logging_file_domain
Đức tướo trước sự không chính xác của xuồng,"Ân hận vì đã xa nhà quá lâu, không chăm sóc cho vợ con",0.08695652173913043,phi3.5_mini_logging_file_domain
Đức Phạm Tiến Duật,Xuân Diệu,0.0,phi3.5_mini_logging_file_domain
Điệu,Song thất lục bát,0.0,phi3.5_mini_logging_file_domain
Đồng hành trong nhà,Những người ở cùng một làng.,0.0,phi3.5_mini_logging_file_domain
1980,1976,0.0,phi3.5_mini_logging_file_domain
"Đối với việc học tập, cách đó chỉ là lừa dối người, dối với việc làm người thì cách đó thể hiện phẩm chất tầm thường, thấp kém.",Bình luận.,0.0,phi3.5_mini_logging_file_domain
"Ông, em xin phép ra ngoài ạ!","Ngủ ngoan a-kay ơi, ngủ ngoan a-kay hỡi!",0.0,phi3.5_mini_logging_file_domain
"​Vũ Trọng Phụng, nhà văn","Vũ Khoan, nhà văn nổi tiếng",0.3636363636363636,phi3.5_mini_logging_file_domain
Động quan cho người phụ nữ Việt Nam,Biểu tượng cho cuộc sống khó nhọc trước kia,0.11764705882352941,phi3.5_mini_logging_file_domain
Động vận hình tượng chó sói của La Phông-ten là một kẻ đáng ghét,La Phông-ten không chỉ dựa vào đặc tính chủng loại mà còn dùng tưởng tượng phóng khoáng và lòng thương cảm để miêu tả chó sói và cừu.,0.14285714285714285,phi3.5_mini_logging_file_domain
"Đoạn văn và các câu đều được sắp xếp theo một chuẩn hệ thống chung, đồng thời phát huy nhiệm vụ và ý nghĩa của mỗi đoạn và câu.",Các đoạn văn trong văn bản cũng như các câu trong một đoạn văn phải liên kết chặt chẽ với nhau về nội dung và hình thức.,0.25,phi3.5_mini_logging_file_domain
Định nghị về các mùa xuân trên toàn thế giới,Cảm xúc về thời điểm lịch sử đáng nhớ của dân tộc,0.0909090909090909,phi3.5_mini_logging_file_domain
Đặng Van Luận,Trần Đăng Khoa,0.0,phi3.5_mini_logging_file_domain
Sông Ma.,Sông Trường Giang.,0.4,phi3.5_mini_logging_file_domain
Đối thoại giữa tình yêu đôi lứa.,Chiến tranh.,0.0,phi3.5_mini_logging_file_domain
"Điền trạng ngữ trong câu, chỉ ngữ, cá thể, tính chất, hành động, tác động, tác hội.",Kể về các câu chuyện có chưa các nhân vật dân gian hư cấu.,0.06451612903225808,phi3.5_mini_logging_file_domain
Ở chiều hôm qua,Nước,0.0,phi3.5_mini_logging_file_domain
5,4,0.0,phi3.5_mini_logging_file_domain
Động từ,Là từ do một tiếng có nghĩa tạo nên.,0.1818181818181818,phi3.5_mini_logging_file_domain
Đôi cánh mỏng manh run rẩy,Lùm dứa dại,0.0,phi3.5_mini_logging_file_domain
"Đứng trên trời, ngưỡng trên cành cây.","Nóng nực, yên tĩnh.",0.0,phi3.5_mini_logging_file_domain
Đức Phan Trọng Hoan.,Thế Lữ.,0.0,phi3.5_mini_logging_file_domain
đồ gió,gió đưa mùi,0.4,phi3.5_mini_logging_file_domain
động tụ,từ láy,0.0,phi3.5_mini_logging_file_domain
Đầy đủ thay đổi sắc tố và ngôn ngữ để tạo ra cảm giác và diện rộng về hương thơm,miêu tả cây tràm,0.0,phi3.5_mini_logging_file_domain
"Ấn tượng chung là không gian đêm tối nơi đồng quê yên ắng, trong đó sao trời đang nghỉ.",bầu trời đen không trăng và nhiều mây,0.07407407407407407,phi3.5_mini_logging_file_domain
đồng hành người buông gàu bên sông Ngân,đen và ít sao.,0.0,phi3.5_mini_logging_file_domain
Đề tài truyện về trẻ em,truyện về gia đình,0.4,phi3.5_mini_logging_file_domain
đồng dao,vần ôm,0.0,phi3.5_mini_logging_file_domain
đàn đồng tràn đầy nhiệt huyết thanh xuân với giấc mộng giảng đường đại học.,"giản dị, khắc khổ",0.0,phi3.5_mini_logging_file_domain
"Điền vài biện pháp tu từ nói quá, đặc biệt là biện pháp tu từ nói quá truyền hướng, tu từ quyết, tu từ hướng, tu từ hướng tới, tu từ hướng tránh, tu từ hướng tránh trán, tu từ hướng tránh trán, tu từ hướng tránh trán, tu từ hướng tránh trán, tu từ hướng tránh trán, tu từ hướng tránh trán, tu từ hướng tránh trán, tu từ hướng tránh trán, tu từ hướng tránh trán, tu từ hướng tránh trán, tu","là biện pháp tu từ dùng sự vật, sự việc này đối chiếu với sự vật, sự việc khác có nét tương đồng nhằm tăng thêm sức gợi hình, gợi tả trong cách biểu đạt.",0.08403361344537814,phi3.5_mini_logging_file_domain
Đói nghề,Biện pháp tu từ liệt kê,0.0,phi3.5_mini_logging_file_domain
Đánh răng như người Phía Nam,Nước chảy đá mòn,0.0,phi3.5_mini_logging_file_domain
Ăn quả nhớ kẻ trồng cây,"Ăn kĩ no lâu, cày sâu tốt lúa",0.14285714285714288,phi3.5_mini_logging_file_domain
Định nghĩa,Miêu tả,0.0,phi3.5_mini_logging_file_domain
Đánh gi nhiều quý trọng con người hơn cải,Đừng nên coi trọng của cải,0.26666666666666666,phi3.5_mini_logging_file_domain
Đối thoại sáng của người ta,"Người làm ra của, của không làm ra người",0.26666666666666666,phi3.5_mini_logging_file_domain
"Đói khi no, lúc nào cũng phải giữ quần áo cho sạch sẽ","Khi đói cần giữ cho quần áo sạch sẽ, thơm tho",0.4999999999999999,phi3.5_mini_logging_file_domain
Đánh gi nhiều câu trắc nghiệm trong ngữ điệu,Gia đình là điểm tựa của mỗi người. Ý kiến của em về vấn đề này,0.0,phi3.5_mini_logging_file_domain
Động tín hiện tại của lời khuyên,Vì sao nhân dân ta lại khuyên phải thương người như thể thương thân?,0.09523809523809523,phi3.5_mini_logging_file_domain
Định văn,Thuyết minh,0.0,phi3.5_mini_logging_file_domain
đến thể hiện hai trạng thái của lòng yêu nước,Ca ngợi lòng yêu nước là các thứ của quý,0.3,phi3.5_mini_logging_file_domain
Định nghị sự quan hệ với nước,"Bố cục chặt chẽ, rành mạch",0.0,phi3.5_mini_logging_file_domain
2,Hai,0.0,phi3.5_mini_logging_file_domain
Để phát biểu cảm nghĩ về lòng biết ơn,Giải thích câu tục ngữ,0.0,phi3.5_mini_logging_file_domain
Phạm Văn Đồng,Hoài Thanh,0.0,phi3.5_mini_logging_file_domain
Điểm lịch trọ,Tự sự,0.0,phi3.5_mini_logging_file_domain
0,Không có,0.0,phi3.5_mini_logging_file_domain
Đoạn đầu,Câu rút gọn,0.0,phi3.5_mini_logging_file_domain
Đức tính giản dị,Phân tích,0.0,phi3.5_mini_logging_file_domain
Động viên trống,Nó được mẹ dắt đi chơi,0.0,phi3.5_mini_logging_file_domain
Động tính của văn chương,Nguồn gốc của văn chương,0.6,phi3.5_mini_logging_file_domain
7,7,1.0,phi3.5_mini_logging_file_domain
3,11,0.0,phi3.5_mini_logging_file_domain
2,6,0.0,phi3.5_mini_logging_file_domain
Đồng thời bà mẹ tránh lại cái sọ dừa trong nước mưa.,Bà mẹ uống nước mưa trong bầu nước rồi bà có mang.,0.3333333333333333,phi3.5_mini_logging_file_domain
Đức Hoàng,Nghĩa quân Lam Sơn,0.0,phi3.5_mini_logging_file_domain
Đối thoại giữa Hồ Gươm và Nhân dân ta trong thời gian sống,Về mối quan hệ giữa Lê Lợi và Lê Thận,0.17391304347826086,phi3.5_mini_logging_file_domain
Đèn,Đi đứng,0.0,phi3.5_mini_logging_file_domain
